Rank,Phase,about,date,competition,Location,Description,Total,score_finale,mouches,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,P1,P2,P3,P4,P5,Épreuve,source_pdf
32,Qualification,Léo LA,2016-02-07,Championnat de France 2023,Montluçon / CNTS,104 Carabine 10 mètres Seniors 1,609.8,,,101.6,102.3,101.5,101.2,102.0,101.2,,,,,,,,,,,,Carabine 10m,10m Men_2023.pdf
33,Qualification,Pierre ALERTE,2016-02-07,Championnat de France 2023,Montluçon / CNTS,104 Carabine 10 mètres Seniors 1,609.3,,,102.0,99.4,102.4,103.0,101.3,101.2,,,,,,,,,,,,Carabine 10m,10m Men_2023.pdf
34,Qualification,Pierre A.L.,2016-02-07,Championnat de France 2023,Montluçon / CNTS,104 Carabine 10 mètres Seniors 1,609.0,,,100.3,101.8,102.8,99.5,103.6,101.0,,,,,,,,,,,,Carabine 10m,10m Men_2023.pdf
35,Qualification,Léandre A.T.P.N.,2016-02-07,Championnat de France 2023,Montluçon / CNTS,104 Carabine 10 mètres Seniors 1,608.5,,,99.8,102.0,99.2,102.0,102.8,102.7,,,,,,,,,,,,Carabine 10m,10m Men_2023.pdf
36,Qualification,Mickaël ST,2016-02-07,Championnat de France 2023,Montluçon / CNTS,104 Carabine 10 mètres Seniors 1,608.0,,,104.7,96.8,99.6,101.4,102.8,102.7,,,,,,,,,,,,Carabine 10m,10m Men_2023.pdf
37,Qualification,Julien ALSATIA,2016-02-07,Championnat de France 2023,Montluçon / CNTS,104 Carabine 10 mètres Seniors 1,607.9,,,101.3,101.6,100.8,103.3,100.6,100.3,,,,,,,,,,,,Carabine 10m,10m Men_2023.pdf
38,Qualification,Florian AVANT,2016-02-07,Championnat de France 2023,Montluçon / CNTS,104 Carabine 10 mètres Seniors 1,607.6,,,100.4,102.3,100.6,102.1,101.3,100.9,,,,,,,,,,,,Carabine 10m,10m Men_2023.pdf
39,Qualification,Thomas S.T.,2016-02-07,Championnat de France 2023,Montluçon / CNTS,104 Carabine 10 mètres Seniors 1,607.6,,,101.4,103.2,102.1,100.5,100.8,99.6,,,,,,,,,,,,Carabine 10m,10m Men_2023.pdf
40,Qualification,Thomas RHODIA,2016-02-07,Championnat de France 2023,Montluçon / CNTS,104 Carabine 10 mètres Seniors 1,607.1,,,100.9,102.3,100.8,100.9,102.4,99.8,,,,,,,,,,,,Carabine 10m,10m Men_2023.pdf
41,Qualification,Mathieu A.S.T.,2016-02-07,Championnat de France 2023,Montluçon / CNTS,104 Carabine 10 mètres Seniors 1,606.5,,,102.5,100.9,99.9,99.9,101.8,101.5,,,,,,,,,,,,Carabine 10m,10m Men_2023.pdf
42,Qualification,Jules ALSATIA,2016-02-07,Championnat de France 2023,Montluçon / CNTS,104 Carabine 10 mètres Seniors 1,606.2,,,102.3,101.8,101.8,96.7,101.8,101.8,,,,,,,,,,,,Carabine 10m,10m Men_2023.pdf
43,Qualification,Florian T.S.,2016-02-07,Championnat de France 2023,Montluçon / CNTS,104 Carabine 10 mètres Seniors 1,605.5,,,100.5,99.4,101.5,101.8,103.1,99.2,,,,,,,,,,,,Carabine 10m,10m Men_2023.pdf
44,Qualification,Lilian S.T.,2016-02-07,Championnat de France 2023,Montluçon / CNTS,104 Carabine 10 mètres Seniors 1,605.4,,,102.5,99.5,99.7,100.2,101.6,101.9,,,,,,,,,,,,Carabine 10m,10m Men_2023.pdf
45,Qualification,Gérard T.S.,2016-02-07,Championnat de France 2023,Montluçon / CNTS,104 Carabine 10 mètres Seniors 1,605.1,,,100.3,101.0,101.8,101.5,99.5,101.0,,,,,,,,,,,,Carabine 10m,10m Men_2023.pdf
46,Qualification,Léon-Paul CIBLE,2016-02-07,Championnat de France 2023,Montluçon / CNTS,104 Carabine 10 mètres Seniors 1,604.4,,,100.9,100.3,102.1,101.6,101.1,98.4,,,,,,,,,,,,Carabine 10m,10m Men_2023.pdf
47,Qualification,Gaëtan A.S.T.A.M.,2016-02-07,Championnat de France 2023,Montluçon / CNTS,104 Carabine 10 mètres Seniors 1,603.9,,,98.5,99.5,102.3,101.2,100.9,101.5,,,,,,,,,,,,Carabine 10m,10m Men_2023.pdf
48,Qualification,Jean-Baptiste S.T.,2016-02-07,Championnat de France 2023,Montluçon / CNTS,104 Carabine 10 mètres Seniors 1,603.8,,,100.4,105.1,98.7,102.1,98.5,99.0,,,,,,,,,,,,Carabine 10m,10m Men_2023.pdf
49,Qualification,Grégoire LA,2016-02-07,Championnat de France 2023,Montluçon / CNTS,104 Carabine 10 mètres Seniors 1,603.5,,,98.1,99.7,102.9,102.0,102.8,98.0,,,,,,,,,,,,Carabine 10m,10m Men_2023.pdf
50,Qualification,Raphaël ALSATIA,2016-02-07,Championnat de France 2023,Montluçon / CNTS,104 Carabine 10 mètres Seniors 1,603.1,,,99.8,99.8,97.7,102.4,102.6,100.8,,,,,,,,,,,,Carabine 10m,10m Men_2023.pdf
51,Qualification,Alexis S.T.,2016-02-07,Championnat de France 2023,Montluçon / CNTS,104 Carabine 10 mètres Seniors 1,603.0,,,100.0,99.2,101.3,102.3,100.4,99.8,,,,,,,,,,,,Carabine 10m,10m Men_2023.pdf
52,Qualification,Christophe CSG,2016-02-07,Championnat de France 2023,Montluçon / CNTS,104 Carabine 10 mètres Seniors 1,602.4,,,100.5,100.4,102.7,99.5,99.3,100.0,,,,,,,,,,,,Carabine 10m,10m Men_2023.pdf
53,Qualification,Julien S.T.,2016-02-07,Championnat de France 2023,Montluçon / CNTS,104 Carabine 10 mètres Seniors 1,602.3,,,103.7,98.9,101.2,99.6,99.8,99.1,,,,,,,,,,,,Carabine 10m,10m Men_2023.pdf
54,Qualification,Maximilien S.G.T.,2016-02-07,Championnat de France 2023,Montluçon / CNTS,104 Carabine 10 mètres Seniors 1,602.2,,,100.6,98.6,101.9,99.8,100.2,101.1,,,,,,,,,,,,Carabine 10m,10m Men_2023.pdf
55,Qualification,Lucas S.T.,2016-02-07,Championnat de France 2023,Montluçon / CNTS,104 Carabine 10 mètres Seniors 1,602.0,,,98.9,100.0,101.1,98.6,102.9,100.5,,,,,,,,,,,,Carabine 10m,10m Men_2023.pdf
56,Qualification,Joris A.T.,2016-02-07,Championnat de France 2023,Montluçon / CNTS,104 Carabine 10 mètres Seniors 1,601.7,,,100.2,99.7,100.6,99.8,101.7,99.7,,,,,,,,,,,,Carabine 10m,10m Men_2023.pdf
57,Qualification,Arnaud S.T.,2016-02-07,Championnat de France 2023,Montluçon / CNTS,104 Carabine 10 mètres Seniors 1,601.6,,,102.6,100.1,98.6,103.2,98.2,98.9,,,,,,,,,,,,Carabine 10m,10m Men_2023.pdf
58,Qualification,Guillaume F.J.E.P.,2016-02-07,Championnat de France 2023,Montluçon / CNTS,104 Carabine 10 mètres Seniors 1,600.9,,,98.4,98.8,100.8,99.6,101.6,101.7,,,,,,,,,,,,Carabine 10m,10m Men_2023.pdf
59,Qualification,Simon R.C.,2016-02-07,Championnat de France 2023,Montluçon / CNTS,104 Carabine 10 mètres Seniors 1,600.9,,,100.7,101.1,99.0,101.1,98.7,100.3,,,,,,,,,,,,Carabine 10m,10m Men_2023.pdf
60,Qualification,Maxime S.T.,2016-02-07,Championnat de France 2023,Montluçon / CNTS,104 Carabine 10 mètres Seniors 1,600.8,,,100.2,97.8,102.3,100.7,99.2,100.6,,,,,,,,,,,,Carabine 10m,10m Men_2023.pdf
61,Qualification,Paul A.T.,2016-02-07,Championnat de France 2023,Montluçon / CNTS,104 Carabine 10 mètres Seniors 1,600.7,,,98.4,100.7,97.0,103.3,99.3,102.0,,,,,,,,,,,,Carabine 10m,10m Men_2023.pdf
62,Qualification,Matthias AUXERRE,2016-02-07,Championnat de France 2023,Montluçon / CNTS,104 Carabine 10 mètres Seniors 1,600.6,,,98.1,99.0,100.6,97.2,102.7,103.0,,,,,,,,,,,,Carabine 10m,10m Men_2023.pdf
63,Qualification,SANTOS Sébastien,2016-02-07,Championnat de France 2023,Montluçon / CNTS,104 Carabine 10 mètres Seniors 1,600.4,,,100.2,102.1,102.1,97.8,96.8,101.4,,,,,,,,,,,,Carabine 10m,10m Men_2023.pdf
64,Qualification,Gautier JSVPO,2016-02-07,Championnat de France 2023,Montluçon / CNTS,104 Carabine 10 mètres Seniors 1,600.0,,,99.3,99.1,100.9,99.7,100.3,100.7,,,,,,,,,,,,Carabine 10m,10m Men_2023.pdf
65,Qualification,Joël S.G.T.,2016-02-07,Championnat de France 2023,Montluçon / CNTS,104 Carabine 10 mètres Seniors 1,599.4,,,101.6,101.8,98.2,99.5,99.3,99.0,,,,,,,,,,,,Carabine 10m,10m Men_2023.pdf
66,Qualification,Thomas CHEVALIERS,2016-02-07,Championnat de France 2023,Montluçon / CNTS,104 Carabine 10 mètres Seniors 1,598.7,,,96.9,100.8,99.9,100.7,99.3,101.1,,,,,,,,,,,,Carabine 10m,10m Men_2023.pdf
67,Qualification,Flavien CIBLE,2016-02-07,Championnat de France 2023,Montluçon / CNTS,104 Carabine 10 mètres Seniors 1,598.3,,,98.2,99.7,100.3,101.2,98.4,100.5,,,,,,,,,,,,Carabine 10m,10m Men_2023.pdf
68,Qualification,Julien S.M.T.,2016-02-07,Championnat de France 2023,Montluçon / CNTS,104 Carabine 10 mètres Seniors 1,598.0,,,100.4,99.5,100.4,98.2,100.3,99.2,,,,,,,,,,,,Carabine 10m,10m Men_2023.pdf
69,Qualification,Tom A.S.T.,2016-02-07,Championnat de France 2023,Montluçon / CNTS,104 Carabine 10 mètres Seniors 1,596.8,,,99.2,98.8,98.7,100.1,101.1,98.9,,,,,,,,,,,,Carabine 10m,10m Men_2023.pdf
70,Qualification,Baptiste T.S.,2016-02-07,Championnat de France 2023,Montluçon / CNTS,104 Carabine 10 mètres Seniors 1,596.4,,,97.5,98.4,101.8,97.2,101.2,100.3,,,,,,,,,,,,Carabine 10m,10m Men_2023.pdf
71,Qualification,Bertrand CSG,2016-02-07,Championnat de France 2023,Montluçon / CNTS,104 Carabine 10 mètres Seniors 1,596.0,,,96.9,96.8,99.0,99.2,102.6,101.5,,,,,,,,,,,,Carabine 10m,10m Men_2023.pdf
72,Qualification,Anthony R.C.,2016-02-07,Championnat de France 2023,Montluçon / CNTS,104 Carabine 10 mètres Seniors 1,595.9,,,99.2,96.7,99.9,99.7,100.6,99.8,,,,,,,,,,,,Carabine 10m,10m Men_2023.pdf
73,Qualification,Hugo LES,2016-02-07,Championnat de France 2023,Montluçon / CNTS,104 Carabine 10 mètres Seniors 1,595.4,,,99.6,99.3,99.5,100.5,98.4,98.1,,,,,,,,,,,,Carabine 10m,10m Men_2023.pdf
74,Qualification,Nicolas S.T.,2016-02-07,Championnat de France 2023,Montluçon / CNTS,104 Carabine 10 mètres Seniors 1,593.9,,,100.4,100.0,96.7,99.0,99.7,98.1,,,,,,,,,,,,Carabine 10m,10m Men_2023.pdf
75,Qualification,Sébastien S.T.,2016-02-07,Championnat de France 2023,Montluçon / CNTS,104 Carabine 10 mètres Seniors 1,593.6,,,100.1,97.9,101.1,98.0,101.5,95.0,,,,,,,,,,,,Carabine 10m,10m Men_2023.pdf
76,Qualification,Charles S.T.,2016-02-07,Championnat de France 2023,Montluçon / CNTS,104 Carabine 10 mètres Seniors 1,592.8,,,99.0,98.6,98.8,98.4,98.3,99.7,,,,,,,,,,,,Carabine 10m,10m Men_2023.pdf
77,Qualification,Sébastien T.S.,2016-02-07,Championnat de France 2023,Montluçon / CNTS,104 Carabine 10 mètres Seniors 1,591.7,,,97.2,98.3,96.8,99.0,100.0,100.4,,,,,,,,,,,,Carabine 10m,10m Men_2023.pdf
78,Qualification,Benoît A.L.,2016-02-07,Championnat de France 2023,Montluçon / CNTS,104 Carabine 10 mètres Seniors 1,590.2,,,95.8,95.2,102.2,98.3,99.8,98.9,,,,,,,,,,,,Carabine 10m,10m Men_2023.pdf
79,Qualification,Romain A.S.T.,2016-02-07,Championnat de France 2023,Montluçon / CNTS,104 Carabine 10 mètres Seniors 1,589.2,,,96.3,98.2,99.9,98.5,97.2,99.1,,,,,,,,,,,,Carabine 10m,10m Men_2023.pdf
80,Qualification,Jean CSG,2016-02-07,Championnat de France 2023,Montluçon / CNTS,104 Carabine 10 mètres Seniors 1,587.2,,,98.7,90.2,102.4,90.8,103.7,101.4,,,,,,,,,,,,Carabine 10m,10m Men_2023.pdf
81,Qualification,Christian CBM,2016-02-07,Championnat de France 2023,Montluçon / CNTS,104 Carabine 10 mètres Seniors 1,582.1,,,95.8,96.4,98.4,98.2,96.9,96.4,,,,,,,,,,,,Carabine 10m,10m Men_2023.pdf
82,Qualification,DE WALLE,2016-02-07,Championnat de France 2023,Montluçon / CNTS,104 Carabine 10 mètres Seniors 1,572.4,,,96.6,93.8,91.2,97.8,97.7,95.3,,,,,,,,,,,,Carabine 10m,10m Men_2023.pdf
1,Qualification,LESIEUR Gaspard,2016-02-07,Championnat de France 2023,Montluçon / CNTS,104 Carabine 10 mètres Cadets garçons,610.1,,,103.9,101.6,102.2,101.3,101.2,99.9,,,,,,,,,,,,Carabine 10m,10m Cadet Men_2023.pdf
2,Qualification,MASCLAUX PONS,2016-02-07,Championnat de France 2023,Montluçon / CNTS,104 Carabine 10 mètres Cadets garçons,608.9,,,101.2,100.7,101.4,103.3,99.9,102.4,,,,,,,,,,,,Carabine 10m,10m Cadet Men_2023.pdf
3,Qualification,DUHAGON Thibault,2016-02-07,Championnat de France 2023,Montluçon / CNTS,104 Carabine 10 mètres Cadets garçons,608.2,,,101.4,101.5,101.6,101.9,101.6,100.2,,,,,,,,,,,,Carabine 10m,10m Cadet Men_2023.pdf
4,Qualification,BONNET Marcelin,2016-02-07,Championnat de France 2023,Montluçon / CNTS,104 Carabine 10 mètres Cadets garçons,608.1,,,101.6,103.0,102.9,100.8,102.2,97.6,,,,,,,,,,,,Carabine 10m,10m Cadet Men_2023.pdf
5,Qualification,LEPAGE Sacha,2016-02-07,Championnat de France 2023,Montluçon / CNTS,104 Carabine 10 mètres Cadets garçons,604.9,,,101.1,100.8,98.3,102.3,100.3,102.1,,,,,,,,,,,,Carabine 10m,10m Cadet Men_2023.pdf
6,Qualification,BERTHONNEAU Keryann,2016-02-07,Championnat de France 2023,Montluçon / CNTS,104 Carabine 10 mètres Cadets garçons,604.8,,,103.1,97.6,103.4,99.1,99.5,102.1,,,,,,,,,,,,Carabine 10m,10m Cadet Men_2023.pdf
7,Qualification,LEPOINTE Noha,2016-02-07,Championnat de France 2023,Montluçon / CNTS,104 Carabine 10 mètres Cadets garçons,601.2,,,97.9,99.1,99.1,103.5,102.3,99.3,,,,,,,,,,,,Carabine 10m,10m Cadet Men_2023.pdf
8,Qualification,OSWALT Julien,2016-02-07,Championnat de France 2023,Montluçon / CNTS,104 Carabine 10 mètres Cadets garçons,601.1,,,100.3,98.1,99.4,101.9,100.0,101.4,,,,,,,,,,,,Carabine 10m,10m Cadet Men_2023.pdf
9,Qualification,Valentin L.C.,2016-02-07,Championnat de France 2023,Montluçon / CNTS,104 Carabine 10 mètres Cadets garçons,599.3,,,99.8,99.9,103.5,101.1,96.5,98.5,,,,,,,,,,,,Carabine 10m,10m Cadet Men_2023.pdf
10,Qualification,Victor A.,2016-02-07,Championnat de France 2023,Montluçon / CNTS,104 Carabine 10 mètres Cadets garçons,599.1,,,100.9,99.3,99.3,99.7,99.3,100.6,,,,,,,,,,,,Carabine 10m,10m Cadet Men_2023.pdf
11,Qualification,Yonis S.T.,2016-02-07,Championnat de France 2023,Montluçon / CNTS,104 Carabine 10 mètres Cadets garçons,598.3,,,99.9,99.2,99.8,100.6,98.5,100.3,,,,,,,,,,,,Carabine 10m,10m Cadet Men_2023.pdf
12,Qualification,Quentin R.C.,2016-02-07,Championnat de France 2023,Montluçon / CNTS,104 Carabine 10 mètres Cadets garçons,597.6,,,98.6,99.7,98.1,100.8,100.9,99.5,,,,,,,,,,,,Carabine 10m,10m Cadet Men_2023.pdf
13,Qualification,Andrew T.S.,2016-02-07,Championnat de France 2023,Montluçon / CNTS,104 Carabine 10 mètres Cadets garçons,597.2,,,99.2,96.5,100.6,101.0,101.4,98.5,,,,,,,,,,,,Carabine 10m,10m Cadet Men_2023.pdf
14,Qualification,Anthony ST,2016-02-07,Championnat de France 2023,Montluçon / CNTS,104 Carabine 10 mètres Cadets garçons,597.0,,,97.6,99.4,99.7,98.6,100.3,101.4,,,,,,,,,,,,Carabine 10m,10m Cadet Men_2023.pdf
15,Qualification,Quentin E.S.,2016-02-07,Championnat de France 2023,Montluçon / CNTS,104 Carabine 10 mètres Cadets garçons,595.6,,,95.9,97.8,100.1,102.0,97.0,102.8,,,,,,,,,,,,Carabine 10m,10m Cadet Men_2023.pdf
16,Qualification,Marin S.T.,2016-02-07,Championnat de France 2023,Montluçon / CNTS,104 Carabine 10 mètres Cadets garçons,594.3,,,101.1,98.5,100.3,96.3,98.1,100.0,,,,,,,,,,,,Carabine 10m,10m Cadet Men_2023.pdf
17,Qualification,Yvan ALERTE,2016-02-07,Championnat de France 2023,Montluçon / CNTS,104 Carabine 10 mètres Cadets garçons,594.1,,,96.6,101.9,99.1,99.6,99.5,97.4,,,,,,,,,,,,Carabine 10m,10m Cadet Men_2023.pdf
18,Qualification,Yanis T.S.,2016-02-07,Championnat de France 2023,Montluçon / CNTS,104 Carabine 10 mètres Cadets garçons,594.0,,,101.0,99.6,99.3,94.9,101.6,97.6,,,,,,,,,,,,Carabine 10m,10m Cadet Men_2023.pdf
19,Qualification,Lilian S.T.,2016-02-07,Championnat de France 2023,Montluçon / CNTS,104 Carabine 10 mètres Cadets garçons,593.9,,,100.1,99.0,99.8,97.1,98.0,99.9,,,,,,,,,,,,Carabine 10m,10m Cadet Men_2023.pdf
20,Qualification,Léo TIR,2016-02-07,Championnat de France 2023,Montluçon / CNTS,104 Carabine 10 mètres Cadets garçons,593.6,,,97.0,95.4,99.4,99.8,100.7,101.3,,,,,,,,,,,,Carabine 10m,10m Cadet Men_2023.pdf
21,Qualification,CHERKI Yaël,2016-02-07,Championnat de France 2023,Montluçon / CNTS,104 Carabine 10 mètres Cadets garçons,593.2,,,100.6,100.1,98.2,98.4,96.3,99.6,,,,,,,,,,,,Carabine 10m,10m Cadet Men_2023.pdf
22,Qualification,Louis S.T.,2016-02-07,Championnat de France 2023,Montluçon / CNTS,104 Carabine 10 mètres Cadets garçons,592.3,,,95.2,97.8,100.0,98.2,101.0,100.1,,,,,,,,,,,,Carabine 10m,10m Cadet Men_2023.pdf
23,Qualification,Léo R.C.,2016-02-07,Championnat de France 2023,Montluçon / CNTS,104 Carabine 10 mètres Cadets garçons,592.3,,,96.9,98.1,98.1,102.0,98.5,98.7,,,,,,,,,,,,Carabine 10m,10m Cadet Men_2023.pdf
24,Qualification,Ethan C.T.S.,2016-02-07,Championnat de France 2023,Montluçon / CNTS,104 Carabine 10 mètres Cadets garçons,591.3,,,99.7,97.1,100.9,98.8,99.8,95.0,,,,,,,,,,,,Carabine 10m,10m Cadet Men_2023.pdf
25,Qualification,Thomas T.N.,2016-02-07,Championnat de France 2023,Montluçon / CNTS,104 Carabine 10 mètres Cadets garçons,590.5,,,98.9,98.7,97.6,97.6,100.4,97.3,,,,,,,,,,,,Carabine 10m,10m Cadet Men_2023.pdf
26,Qualification,Alexis CARABINIERS,2016-02-07,Championnat de France 2023,Montluçon / CNTS,104 Carabine 10 mètres Cadets garçons,590.3,,,101.1,98.3,100.0,94.6,96.2,100.1,,,,,,,,,,,,Carabine 10m,10m Cadet Men_2023.pdf
27,Qualification,Paul F.J.E.P.,2016-02-07,Championnat de France 2023,Montluçon / CNTS,104 Carabine 10 mètres Cadets garçons,590.1,,,96.3,102.3,98.4,97.4,101.1,94.6,,,,,,,,,,,,Carabine 10m,10m Cadet Men_2023.pdf
28,Qualification,Johnny LA,2016-02-07,Championnat de France 2023,Montluçon / CNTS,104 Carabine 10 mètres Cadets garçons,589.9,,,97.7,98.7,98.9,98.0,101.2,95.4,,,,,,,,,,,,Carabine 10m,10m Cadet Men_2023.pdf
29,Qualification,Yoan A.S.T.,2016-02-07,Championnat de France 2023,Montluçon / CNTS,104 Carabine 10 mètres Cadets garçons,589.7,,,100.3,98.2,101.4,96.5,98.7,94.6,,,,,,,,,,,,Carabine 10m,10m Cadet Men_2023.pdf
30,Qualification,Randy S.T.,2016-02-07,Championnat de France 2023,Montluçon / CNTS,104 Carabine 10 mètres Cadets garçons,589.3,,,101.0,96.8,95.6,99.2,99.5,97.2,,,,,,,,,,,,Carabine 10m,10m Cadet Men_2023.pdf
31,Qualification,Chenoa STE,2016-02-07,Championnat de France 2023,Montluçon / CNTS,104 Carabine 10 mètres Cadets garçons,589.1,,,98.5,101.1,98.6,96.4,98.1,96.4,,,,,,,,,,,,Carabine 10m,10m Cadet Men_2023.pdf
32,Qualification,Nils U.S.S.T.,2016-02-07,Championnat de France 2023,Montluçon / CNTS,104 Carabine 10 mètres Cadets garçons,588.6,,,100.9,99.4,98.1,97.3,95.7,97.2,,,,,,,,,,,,Carabine 10m,10m Cadet Men_2023.pdf
33,Qualification,Maël CIBLE,2016-02-07,Championnat de France 2023,Montluçon / CNTS,104 Carabine 10 mètres Cadets garçons,588.4,,,100.2,98.6,98.3,96.2,96.3,98.8,,,,,,,,,,,,Carabine 10m,10m Cadet Men_2023.pdf
34,Qualification,Maxime ASMB,2016-02-07,Championnat de France 2023,Montluçon / CNTS,104 Carabine 10 mètres Cadets garçons,588.3,,,98.5,97.7,97.0,96.8,101.2,97.1,,,,,,,,,,,,Carabine 10m,10m Cadet Men_2023.pdf
35,Qualification,Aymeric OLYMP.,2016-02-07,Championnat de France 2023,Montluçon / CNTS,104 Carabine 10 mètres Cadets garçons,587.0,,,98.3,99.5,97.9,94.2,99.4,97.7,,,,,,,,,,,,Carabine 10m,10m Cadet Men_2023.pdf
36,Qualification,Théo AT,2016-02-07,Championnat de France 2023,Montluçon / CNTS,104 Carabine 10 mètres Cadets garçons,586.1,,,97.4,93.5,98.5,97.6,102.2,96.9,,,,,,,,,,,,Carabine 10m,10m Cadet Men_2023.pdf
37,Qualification,Eliott CIBLE,2016-02-07,Championnat de France 2023,Montluçon / CNTS,104 Carabine 10 mètres Cadets garçons,585.0,,,94.1,96.9,97.0,97.8,101.5,97.7,,,,,,,,,,,,Carabine 10m,10m Cadet Men_2023.pdf
38,Qualification,Mathys T.O.,2016-02-07,Championnat de France 2023,Montluçon / CNTS,104 Carabine 10 mètres Cadets garçons,584.7,,,98.1,95.2,98.0,96.5,96.6,100.3,,,,,,,,,,,,Carabine 10m,10m Cadet Men_2023.pdf
39,Qualification,Loris TIR,2016-02-07,Championnat de France 2023,Montluçon / CNTS,104 Carabine 10 mètres Cadets garçons,584.4,,,97.0,97.0,98.6,95.6,98.0,98.2,,,,,,,,,,,,Carabine 10m,10m Cadet Men_2023.pdf
40,Qualification,Emilien ALERTE,2016-02-07,Championnat de France 2023,Montluçon / CNTS,104 Carabine 10 mètres Cadets garçons,584.1,,,94.9,97.9,95.9,95.7,100.5,99.2,,,,,,,,,,,,Carabine 10m,10m Cadet Men_2023.pdf
41,Qualification,Léonard T.S.,2016-02-07,Championnat de France 2023,Montluçon / CNTS,104 Carabine 10 mètres Cadets garçons,583.9,,,94.3,96.8,101.0,98.3,99.1,94.4,,,,,,,,,,,,Carabine 10m,10m Cadet Men_2023.pdf
42,Qualification,Léo U.S.S.T.,2016-02-07,Championnat de France 2023,Montluçon / CNTS,104 Carabine 10 mètres Cadets garçons,583.8,,,99.4,99.6,97.4,101.0,96.3,90.1,,,,,,,,,,,,Carabine 10m,10m Cadet Men_2023.pdf
43,Qualification,Maxime SMOC,2016-02-07,Championnat de France 2023,Montluçon / CNTS,104 Carabine 10 mètres Cadets garçons,582.9,,,97.1,92.8,98.5,99.1,101.6,93.8,,,,,,,,,,,,Carabine 10m,10m Cadet Men_2023.pdf
44,Qualification,STEFANETTI Clément,2016-02-07,Championnat de France 2023,Montluçon / CNTS,104 Carabine 10 mètres Cadets garçons,582.3,,,100.0,98.3,95.5,97.9,97.2,93.4,,,,,,,,,,,,Carabine 10m,10m Cadet Men_2023.pdf
45,Qualification,Antoni HARTHOUSE-HAGUENAU,2016-02-07,Championnat de France 2023,Montluçon / CNTS,104 Carabine 10 mètres Cadets garçons,582.0,,,95.4,98.0,96.2,96.5,98.7,97.2,,,,,,,,,,,,Carabine 10m,10m Cadet Men_2023.pdf
46,Qualification,Esteban AMICALE,2016-02-07,Championnat de France 2023,Montluçon / CNTS,104 Carabine 10 mètres Cadets garçons,581.7,,,98.2,100.2,97.5,96.4,93.4,96.0,,,,,,,,,,,,Carabine 10m,10m Cadet Men_2023.pdf
47,Qualification,Matis CARCASSONNAISE,2016-02-07,Championnat de France 2023,Montluçon / CNTS,104 Carabine 10 mètres Cadets garçons,580.5,,,96.1,93.8,96.6,98.1,95.2,100.7,,,,,,,,,,,,Carabine 10m,10m Cadet Men_2023.pdf
48,Qualification,Tom T.S.,2016-02-07,Championnat de France 2023,Montluçon / CNTS,104 Carabine 10 mètres Cadets garçons,580.3,,,94.6,97.4,100.7,94.0,94.9,98.7,,,,,,,,,,,,Carabine 10m,10m Cadet Men_2023.pdf
49,Qualification,Armand CERCLE,2016-02-07,Championnat de France 2023,Montluçon / CNTS,104 Carabine 10 mètres Cadets garçons,580.1,,,96.9,95.4,96.1,95.9,98.1,97.7,,,,,,,,,,,,Carabine 10m,10m Cadet Men_2023.pdf
50,Qualification,Maxime ALERTE,2016-02-07,Championnat de France 2023,Montluçon / CNTS,104 Carabine 10 mètres Cadets garçons,579.3,,,95.8,94.0,98.1,97.0,94.5,99.9,,,,,,,,,,,,Carabine 10m,10m Cadet Men_2023.pdf
51,Qualification,Maxence MAROMME,2016-02-07,Championnat de France 2023,Montluçon / CNTS,104 Carabine 10 mètres Cadets garçons,578.3,,,93.5,97.9,97.6,95.0,98.1,96.2,,,,,,,,,,,,Carabine 10m,10m Cadet Men_2023.pdf
52,Qualification,Jeffrey HARTHOUSE-HAGUENAU,2016-02-07,Championnat de France 2023,Montluçon / CNTS,104 Carabine 10 mètres Cadets garçons,577.7,,,92.8,96.1,99.4,93.9,98.6,96.9,,,,,,,,,,,,Carabine 10m,10m Cadet Men_2023.pdf
53,Qualification,Esteban S.C.,2016-02-07,Championnat de France 2023,Montluçon / CNTS,104 Carabine 10 mètres Cadets garçons,576.7,,,92.9,98.7,95.1,94.3,97.1,98.6,,,,,,,,,,,,Carabine 10m,10m Cadet Men_2023.pdf
54,Qualification,Marceau T.S.,2016-02-07,Championnat de France 2023,Montluçon / CNTS,104 Carabine 10 mètres Cadets garçons,576.6,,,98.7,91.7,96.0,99.0,93.8,97.4,,,,,,,,,,,,Carabine 10m,10m Cadet Men_2023.pdf
55,Qualification,Pierre T.S.,2016-02-07,Championnat de France 2023,Montluçon / CNTS,104 Carabine 10 mètres Cadets garçons,575.7,,,98.5,97.4,96.7,93.7,96.2,93.2,,,,,,,,,,,,Carabine 10m,10m Cadet Men_2023.pdf
56,Qualification,Arthur STELLA,2016-02-07,Championnat de France 2023,Montluçon / CNTS,104 Carabine 10 mètres Cadets garçons,575.0,,,95.3,97.2,97.6,93.4,98.3,93.2,,,,,,,,,,,,Carabine 10m,10m Cadet Men_2023.pdf
57,Qualification,Thibaut ST,2016-02-07,Championnat de France 2023,Montluçon / CNTS,104 Carabine 10 mètres Cadets garçons,574.8,,,91.5,99.5,93.6,96.3,97.5,96.4,,,,,,,,,,,,Carabine 10m,10m Cadet Men_2023.pdf
58,Qualification,Quentin ECOLE,2016-02-07,Championnat de France 2023,Montluçon / CNTS,104 Carabine 10 mètres Cadets garçons,574.5,,,97.2,97.4,93.9,96.9,92.8,96.3,,,,,,,,,,,,Carabine 10m,10m Cadet Men_2023.pdf
