Rank,Phase,about,date,competition,Location,Description,Total,score_finale,mouches,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,P1,P2,P3,P4,P5,Épreuve,source_pdf
12,Qualification,Floriane S.T.,2016-02-07,Championnat de France 2023,Montluçon / CNTS,104 Carabine 10 mètres Dames 1,615.6,,,100.7,102.8,104.2,102.2,103.2,102.5,,,,,,,,,,,,Carabine 10m,10m Women_2023.pdf
13,Qualification,Marie-Laure A.T.,2016-02-07,Championnat de France 2023,Montluçon / CNTS,104 Carabine 10 mètres Dames 1,613.9,,,102.7,102.1,102.4,101.8,102.5,102.4,,,,,,,,,,,,Carabine 10m,10m Women_2023.pdf
14,Qualification,Alexandra CSG,2016-02-07,Championnat de France 2023,Montluçon / CNTS,104 Carabine 10 mètres Dames 1,613.8,,,101.7,102.2,101.3,101.0,103.1,104.5,,,,,,,,,,,,Carabine 10m,10m Women_2023.pdf
15,Qualification,Lisa R.C.,2016-02-07,Championnat de France 2023,Montluçon / CNTS,104 Carabine 10 mètres Dames 1,613.2,,,101.5,102.0,102.3,103.2,101.6,102.6,,,,,,,,,,,,Carabine 10m,10m Women_2023.pdf
16,Qualification,Coline PRO,2016-02-07,Championnat de France 2023,Montluçon / CNTS,104 Carabine 10 mètres Dames 1,613.0,,,102.0,102.2,101.7,103.1,103.0,101.0,,,,,,,,,,,,Carabine 10m,10m Women_2023.pdf
17,Qualification,Julie C.T.S.,2016-02-07,Championnat de France 2023,Montluçon / CNTS,104 Carabine 10 mètres Dames 1,612.7,,,101.9,101.4,102.6,101.2,103.2,102.4,,,,,,,,,,,,Carabine 10m,10m Women_2023.pdf
18,Qualification,Samira LA,2016-02-07,Championnat de France 2023,Montluçon / CNTS,104 Carabine 10 mètres Dames 1,612.6,,,101.8,100.6,101.9,103.2,103.0,102.1,,,,,,,,,,,,Carabine 10m,10m Women_2023.pdf
19,Qualification,Maëva S.T.,2016-02-07,Championnat de France 2023,Montluçon / CNTS,104 Carabine 10 mètres Dames 1,612.5,,,101.2,102.6,101.5,103.7,101.1,102.4,,,,,,,,,,,,Carabine 10m,10m Women_2023.pdf
20,Qualification,Lucie R.C.,2016-02-07,Championnat de France 2023,Montluçon / CNTS,104 Carabine 10 mètres Dames 1,611.9,,,102.1,101.5,100.9,103.7,100.9,102.8,,,,,,,,,,,,Carabine 10m,10m Women_2023.pdf
21,Qualification,Lyne O.S.M.,2016-02-07,Championnat de France 2023,Montluçon / CNTS,104 Carabine 10 mètres Dames 1,611.8,,,99.5,99.8,101.6,103.8,103.6,103.5,,,,,,,,,,,,Carabine 10m,10m Women_2023.pdf
22,Qualification,Virginie CARCASSONNAISE,2016-02-07,Championnat de France 2023,Montluçon / CNTS,104 Carabine 10 mètres Dames 1,611.8,,,101.0,100.4,102.6,104.3,101.2,102.3,,,,,,,,,,,,Carabine 10m,10m Women_2023.pdf
23,Qualification,Claire S.T.,2016-02-07,Championnat de France 2023,Montluçon / CNTS,104 Carabine 10 mètres Dames 1,611.2,,,100.1,103.0,101.0,103.2,102.7,101.2,,,,,,,,,,,,Carabine 10m,10m Women_2023.pdf
24,Qualification,Mélody T.S.,2016-02-07,Championnat de France 2023,Montluçon / CNTS,104 Carabine 10 mètres Dames 1,611.0,,,101.4,102.1,101.8,101.5,102.2,102.0,,,,,,,,,,,,Carabine 10m,10m Women_2023.pdf
25,Qualification,Sandy S.T.C.,2016-02-07,Championnat de France 2023,Montluçon / CNTS,104 Carabine 10 mètres Dames 1,610.9,,,101.6,102.1,101.1,102.6,101.7,101.8,,,,,,,,,,,,Carabine 10m,10m Women_2023.pdf
26,Qualification,Nolwenn O.S.M.,2016-02-07,Championnat de France 2023,Montluçon / CNTS,104 Carabine 10 mètres Dames 1,610.9,,,100.0,102.5,100.2,104.2,102.9,101.1,,,,,,,,,,,,Carabine 10m,10m Women_2023.pdf
27,Qualification,Laura E.S.,2016-02-07,Championnat de France 2023,Montluçon / CNTS,104 Carabine 10 mètres Dames 1,610.5,,,101.2,101.0,101.1,101.2,103.7,102.3,,,,,,,,,,,,Carabine 10m,10m Women_2023.pdf
28,Qualification,Amélie A.S.T.A.M.,2016-02-07,Championnat de France 2023,Montluçon / CNTS,104 Carabine 10 mètres Dames 1,610.1,,,100.3,102.8,102.1,100.7,102.2,102.0,,,,,,,,,,,,Carabine 10m,10m Women_2023.pdf
29,Qualification,Anne-Ségolène LES,2016-02-07,Championnat de France 2023,Montluçon / CNTS,104 Carabine 10 mètres Dames 1,609.9,,,101.2,102.0,102.6,103.6,99.3,101.2,,,,,,,,,,,,Carabine 10m,10m Women_2023.pdf
30,Qualification,Anaëlle T.S.,2016-02-07,Championnat de France 2023,Montluçon / CNTS,104 Carabine 10 mètres Dames 1,609.4,,,101.3,101.4,103.2,101.7,97.2,104.6,,,,,,,,,,,,Carabine 10m,10m Women_2023.pdf
31,Qualification,Marie GIRONDINS,2016-02-07,Championnat de France 2023,Montluçon / CNTS,104 Carabine 10 mètres Dames 1,609.4,,,101.9,100.4,101.5,100.2,103.1,102.3,,,,,,,,,,,,Carabine 10m,10m Women_2023.pdf
32,Qualification,Florence T.S.,2016-02-07,Championnat de France 2023,Montluçon / CNTS,104 Carabine 10 mètres Dames 1,609.0,,,103.0,101.0,100.3,104.4,101.7,98.6,,,,,,,,,,,,Carabine 10m,10m Women_2023.pdf
33,Qualification,Lisandra S.T.C.,2016-02-07,Championnat de France 2023,Montluçon / CNTS,104 Carabine 10 mètres Dames 1,608.9,,,105.1,99.4,100.2,102.4,100.1,101.7,,,,,,,,,,,,Carabine 10m,10m Women_2023.pdf
34,Qualification,Agathe R.C.,2016-02-07,Championnat de France 2023,Montluçon / CNTS,104 Carabine 10 mètres Dames 1,608.8,,,100.8,101.3,100.7,103.5,101.3,101.2,,,,,,,,,,,,Carabine 10m,10m Women_2023.pdf
35,Qualification,Justine R.C.,2016-02-07,Championnat de France 2023,Montluçon / CNTS,104 Carabine 10 mètres Dames 1,608.7,,,102.2,102.2,99.8,100.1,101.5,102.9,,,,,,,,,,,,Carabine 10m,10m Women_2023.pdf
36,Qualification,Sarah LES,2016-02-07,Championnat de France 2023,Montluçon / CNTS,104 Carabine 10 mètres Dames 1,607.7,,,100.7,102.1,101.5,101.0,101.4,101.0,,,,,,,,,,,,Carabine 10m,10m Women_2023.pdf
37,Qualification,Florence S.T.,2016-02-07,Championnat de France 2023,Montluçon / CNTS,104 Carabine 10 mètres Dames 1,606.9,,,102.0,100.1,102.7,101.6,99.2,101.3,,,,,,,,,,,,Carabine 10m,10m Women_2023.pdf
38,Qualification,Iloane T.O.,2016-02-07,Championnat de France 2023,Montluçon / CNTS,104 Carabine 10 mètres Dames 1,606.4,,,104.7,97.6,101.4,100.7,100.5,101.5,,,,,,,,,,,,Carabine 10m,10m Women_2023.pdf
39,Qualification,Virginie CARAB.,2016-02-07,Championnat de France 2023,Montluçon / CNTS,104 Carabine 10 mètres Dames 1,605.1,,,101.0,103.1,103.4,98.6,99.5,99.5,,,,,,,,,,,,Carabine 10m,10m Women_2023.pdf
40,Qualification,Axelle T.S.A.,2016-02-07,Championnat de France 2023,Montluçon / CNTS,104 Carabine 10 mètres Dames 1,604.9,,,102.0,102.3,101.2,97.5,100.9,101.0,,,,,,,,,,,,Carabine 10m,10m Women_2023.pdf
41,Qualification,Louisa T.S.,2016-02-07,Championnat de France 2023,Montluçon / CNTS,104 Carabine 10 mètres Dames 1,603.9,,,97.7,98.9,101.3,103.3,101.1,101.6,,,,,,,,,,,,Carabine 10m,10m Women_2023.pdf
42,Qualification,Emilie U.S.,2016-02-07,Championnat de France 2023,Montluçon / CNTS,104 Carabine 10 mètres Dames 1,603.6,,,99.7,100.3,102.4,101.1,98.9,101.2,,,,,,,,,,,,Carabine 10m,10m Women_2023.pdf
43,Qualification,Lisa T.S.,2016-02-07,Championnat de France 2023,Montluçon / CNTS,104 Carabine 10 mètres Dames 1,603.5,,,100.5,101.5,98.5,101.2,99.7,102.1,,,,,,,,,,,,Carabine 10m,10m Women_2023.pdf
44,Qualification,Sarah OLYMP.,2016-02-07,Championnat de France 2023,Montluçon / CNTS,104 Carabine 10 mètres Dames 1,603.1,,,98.7,97.4,101.4,103.0,101.4,101.2,,,,,,,,,,,,Carabine 10m,10m Women_2023.pdf
45,Qualification,Véronique LA,2016-02-07,Championnat de France 2023,Montluçon / CNTS,104 Carabine 10 mètres Dames 1,602.9,,,101.7,97.9,101.9,99.8,99.8,101.8,,,,,,,,,,,,Carabine 10m,10m Women_2023.pdf
46,Qualification,Charlène C.T.,2016-02-07,Championnat de France 2023,Montluçon / CNTS,104 Carabine 10 mètres Dames 1,601.9,,,101.8,98.1,98.5,100.5,100.3,102.7,,,,,,,,,,,,Carabine 10m,10m Women_2023.pdf
47,Qualification,Laëtitia T.C.,2016-02-07,Championnat de France 2023,Montluçon / CNTS,104 Carabine 10 mètres Dames 1,601.6,,,100.4,102.6,98.8,98.3,101.0,100.5,,,,,,,,,,,,Carabine 10m,10m Women_2023.pdf
48,Qualification,Angéline ST-ETIENNE,2016-02-07,Championnat de France 2023,Montluçon / CNTS,104 Carabine 10 mètres Dames 1,601.6,,,100.8,100.8,97.9,100.6,102.1,99.4,,,,,,,,,,,,Carabine 10m,10m Women_2023.pdf
49,Qualification,Audrey U.S.,2016-02-07,Championnat de France 2023,Montluçon / CNTS,104 Carabine 10 mètres Dames 1,601.5,,,100.2,100.0,97.5,102.0,99.6,102.2,,,,,,,,,,,,Carabine 10m,10m Women_2023.pdf
50,Qualification,Chloé U.S.,2016-02-07,Championnat de France 2023,Montluçon / CNTS,104 Carabine 10 mètres Dames 1,601.4,,,97.5,101.1,101.9,100.1,97.9,102.9,,,,,,,,,,,,Carabine 10m,10m Women_2023.pdf
51,Qualification,Liona U.S.,2016-02-07,Championnat de France 2023,Montluçon / CNTS,104 Carabine 10 mètres Dames 1,601.1,,,98.2,98.4,99.6,100.5,101.4,103.0,,,,,,,,,,,,Carabine 10m,10m Women_2023.pdf
52,Qualification,Elise A.L.,2016-02-07,Championnat de France 2023,Montluçon / CNTS,104 Carabine 10 mètres Dames 1,601.1,,,97.6,99.9,98.9,103.8,98.0,102.9,,,,,,,,,,,,Carabine 10m,10m Women_2023.pdf
53,Qualification,Adeline U.S.,2016-02-07,Championnat de France 2023,Montluçon / CNTS,104 Carabine 10 mètres Dames 1,599.4,,,96.4,100.8,101.4,100.1,99.3,101.4,,,,,,,,,,,,Carabine 10m,10m Women_2023.pdf
54,Qualification,Delphine AMICALE,2016-02-07,Championnat de France 2023,Montluçon / CNTS,104 Carabine 10 mètres Dames 1,598.8,,,99.7,100.2,102.1,98.7,98.0,100.1,,,,,,,,,,,,Carabine 10m,10m Women_2023.pdf
55,Qualification,Kelly CARCASSONNAISE,2016-02-07,Championnat de France 2023,Montluçon / CNTS,104 Carabine 10 mètres Dames 1,598.1,,,96.7,101.3,99.7,101.4,99.2,99.8,,,,,,,,,,,,Carabine 10m,10m Women_2023.pdf
56,Qualification,Manon C.S.,2016-02-07,Championnat de France 2023,Montluçon / CNTS,104 Carabine 10 mètres Dames 1,597.6,,,98.9,98.4,99.9,99.6,101.0,99.8,,,,,,,,,,,,Carabine 10m,10m Women_2023.pdf
57,Qualification,Amélie S.T.,2016-02-07,Championnat de France 2023,Montluçon / CNTS,104 Carabine 10 mètres Dames 1,597.4,,,98.3,99.1,101.5,97.3,101.4,99.8,,,,,,,,,,,,Carabine 10m,10m Women_2023.pdf
58,Qualification,Adeline S.M.T.,2016-02-07,Championnat de France 2023,Montluçon / CNTS,104 Carabine 10 mètres Dames 1,596.6,,,99.1,98.5,101.2,98.4,99.4,100.0,,,,,,,,,,,,Carabine 10m,10m Women_2023.pdf
59,Qualification,Jade S.T.,2016-02-07,Championnat de France 2023,Montluçon / CNTS,104 Carabine 10 mètres Dames 1,595.4,,,99.2,96.5,101.2,100.5,99.1,98.9,,,,,,,,,,,,Carabine 10m,10m Women_2023.pdf
60,Qualification,Gwendolyne S.M.T.,2016-02-07,Championnat de France 2023,Montluçon / CNTS,104 Carabine 10 mètres Dames 1,595.1,,,98.0,101.1,99.0,99.2,98.4,99.4,,,,,,,,,,,,Carabine 10m,10m Women_2023.pdf
61,Qualification,Léa ST-ETIENNE,2016-02-07,Championnat de France 2023,Montluçon / CNTS,104 Carabine 10 mètres Dames 1,594.8,,,99.7,101.6,98.7,99.3,96.9,98.6,,,,,,,,,,,,Carabine 10m,10m Women_2023.pdf
62,Qualification,Fanny S.E.T.,2016-02-07,Championnat de France 2023,Montluçon / CNTS,104 Carabine 10 mètres Dames 1,594.7,,,99.1,98.0,97.5,100.3,99.8,100.0,,,,,,,,,,,,Carabine 10m,10m Women_2023.pdf
63,Qualification,Anne A.S.,2016-02-07,Championnat de France 2023,Montluçon / CNTS,104 Carabine 10 mètres Dames 1,594.6,,,98.4,97.5,99.3,97.5,101.0,100.9,,,,,,,,,,,,Carabine 10m,10m Women_2023.pdf
64,Qualification,Fanny ASS.,2016-02-07,Championnat de France 2023,Montluçon / CNTS,104 Carabine 10 mètres Dames 1,593.9,,,95.4,100.9,100.0,98.2,100.3,99.1,,,,,,,,,,,,Carabine 10m,10m Women_2023.pdf
65,Qualification,Tessa FRATERNELLE,2016-02-07,Championnat de France 2023,Montluçon / CNTS,104 Carabine 10 mètres Dames 1,593.7,,,101.5,99.3,99.7,97.8,96.5,98.9,,,,,,,,,,,,Carabine 10m,10m Women_2023.pdf
66,Qualification,Alicia T.S.,2016-02-07,Championnat de France 2023,Montluçon / CNTS,104 Carabine 10 mètres Dames 1,593.5,,,94.7,99.4,101.8,99.2,99.2,99.2,,,,,,,,,,,,Carabine 10m,10m Women_2023.pdf
67,Qualification,Camille S.T.,2016-02-07,Championnat de France 2023,Montluçon / CNTS,104 Carabine 10 mètres Dames 1,592.7,,,95.2,99.5,101.7,98.2,98.5,99.6,,,,,,,,,,,,Carabine 10m,10m Women_2023.pdf
68,Qualification,Solaine LA,2016-02-07,Championnat de France 2023,Montluçon / CNTS,104 Carabine 10 mètres Dames 1,592.4,,,97.3,96.8,101.1,98.4,99.3,99.5,,,,,,,,,,,,Carabine 10m,10m Women_2023.pdf
69,Qualification,Marina S.T.,2016-02-07,Championnat de France 2023,Montluçon / CNTS,104 Carabine 10 mètres Dames 1,592.4,,,101.3,98.1,97.4,97.3,102.5,95.8,,,,,,,,,,,,Carabine 10m,10m Women_2023.pdf
70,Qualification,Eva A.A.E.,2016-02-07,Championnat de France 2023,Montluçon / CNTS,104 Carabine 10 mètres Dames 1,591.0,,,100.8,100.1,95.9,97.2,98.6,98.4,,,,,,,,,,,,Carabine 10m,10m Women_2023.pdf
71,Qualification,Audrey TIR,2016-02-07,Championnat de France 2023,Montluçon / CNTS,104 Carabine 10 mètres Dames 1,591.0,,,94.6,99.2,99.6,98.8,101.1,97.7,,,,,,,,,,,,Carabine 10m,10m Women_2023.pdf
72,Qualification,Nadine ALSATIA,2016-02-07,Championnat de France 2023,Montluçon / CNTS,104 Carabine 10 mètres Dames 1,590.5,,,95.2,98.5,99.6,101.8,98.7,96.7,,,,,,,,,,,,Carabine 10m,10m Women_2023.pdf
73,Qualification,Mylène S.T.,2016-02-07,Championnat de France 2023,Montluçon / CNTS,104 Carabine 10 mètres Dames 1,588.4,,,96.8,97.9,98.6,101.6,95.3,98.2,,,,,,,,,,,,Carabine 10m,10m Women_2023.pdf
74,Qualification,Charlotte S.T.C.,2016-02-07,Championnat de France 2023,Montluçon / CNTS,104 Carabine 10 mètres Dames 1,587.5,,,101.3,98.0,97.6,97.0,95.8,97.8,,,,,,,,,,,,Carabine 10m,10m Women_2023.pdf
75,Qualification,Julie ALSATIA,2016-02-07,Championnat de France 2023,Montluçon / CNTS,104 Carabine 10 mètres Dames 1,586.3,,,96.4,98.3,98.4,97.7,97.7,97.8,,,,,,,,,,,,Carabine 10m,10m Women_2023.pdf
76,Qualification,Loan T.O.,2016-02-07,Championnat de France 2023,Montluçon / CNTS,104 Carabine 10 mètres Dames 1,586.3,,,98.7,99.2,96.1,100.7,95.0,96.6,,,,,,,,,,,,Carabine 10m,10m Women_2023.pdf
77,Qualification,Tifenn C.S.,2016-02-07,Championnat de France 2023,Montluçon / CNTS,104 Carabine 10 mètres Dames 1,585.2,,,99.5,94.0,95.5,100.6,96.4,99.2,,,,,,,,,,,,Carabine 10m,10m Women_2023.pdf
78,Qualification,Emma S.T.,2016-02-07,Championnat de France 2023,Montluçon / CNTS,104 Carabine 10 mètres Dames 1,584.4,,,94.6,96.2,101.0,95.6,100.1,96.9,,,,,,,,,,,,Carabine 10m,10m Women_2023.pdf
79,Qualification,Laurine A.M.I.E.N.S.,2016-02-07,Championnat de France 2023,Montluçon / CNTS,104 Carabine 10 mètres Dames 1,583.1,,,93.7,96.0,94.1,99.3,100.4,99.6,,,,,,,,,,,,Carabine 10m,10m Women_2023.pdf
80,Qualification,Laura A.L.,2016-02-07,Championnat de France 2023,Montluçon / CNTS,104 Carabine 10 mètres Dames 1,576.2,,,93.3,97.8,95.1,96.5,96.0,97.5,,,,,,,,,,,,Carabine 10m,10m Women_2023.pdf
1,Qualification,RAYNAUD Alexis,2016-02-07,Championnat de France 2023,Montluçon / CNTS,104 Carabine 10 mètres Seniors 1,628.4,,,104.0,105.3,103.7,105.0,104.9,105.5,,,,,,,,,,,,Carabine 10m,10m Men_2023.pdf
2,Qualification,BAUDOUIN Brian,2016-02-07,Championnat de France 2023,Montluçon / CNTS,104 Carabine 10 mètres Seniors 1,627.7,,,103.4,104.3,103.5,104.9,105.6,106.0,,,,,,,,,,,,Carabine 10m,10m Men_2023.pdf
3,Qualification,KRYZS Lucas,2016-02-07,Championnat de France 2023,Montluçon / CNTS,104 Carabine 10 mètres Seniors 1,627.7,,,104.2,103.4,104.6,104.9,105.6,105.0,,,,,,,,,,,,Carabine 10m,10m Men_2023.pdf
4,Qualification,SAUVEPLANE Valérian,2016-02-07,Championnat de France 2023,Montluçon / CNTS,104 Carabine 10 mètres Seniors 1,626.4,,,103.7,102.8,105.6,105.4,105.0,103.9,,,,,,,,,,,,Carabine 10m,10m Men_2023.pdf
5,Qualification,DESTEFANIS Bastien,2016-02-07,Championnat de France 2023,Montluçon / CNTS,104 Carabine 10 mètres Seniors 1,625.9,,,104.5,105.3,104.1,104.4,102.8,104.8,,,,,,,,,,,,Carabine 10m,10m Men_2023.pdf
6,Qualification,GERMOND Etienne,2016-02-07,Championnat de France 2023,Montluçon / CNTS,104 Carabine 10 mètres Seniors 1,625.4,,,103.8,104.1,104.7,103.4,104.7,104.7,,,,,,,,,,,,Carabine 10m,10m Men_2023.pdf
7,Qualification,CHASSAT Emilien,2016-02-07,Championnat de France 2023,Montluçon / CNTS,104 Carabine 10 mètres Seniors 1,622.8,,,103.1,104.4,104.6,103.2,104.3,103.2,,,,,,,,,,,,Carabine 10m,10m Men_2023.pdf
8,Qualification,VEDEL Timothée,2016-02-07,Championnat de France 2023,Montluçon / CNTS,104 Carabine 10 mètres Seniors 1,622.6,,,103.4,104.1,104.8,104.8,102.7,102.8,,,,,,,,,,,,Carabine 10m,10m Men_2023.pdf
9,Qualification,Nicolas LES,2016-02-07,Championnat de France 2023,Montluçon / CNTS,104 Carabine 10 mètres Seniors 1,620.9,,,102.9,103.7,103.6,104.9,101.8,104.0,,,,,,,,,,,,Carabine 10m,10m Men_2023.pdf
10,Qualification,Dimitri T.S.,2016-02-07,Championnat de France 2023,Montluçon / CNTS,104 Carabine 10 mètres Seniors 1,620.7,,,102.2,103.1,102.6,104.2,103.4,105.2,,,,,,,,,,,,Carabine 10m,10m Men_2023.pdf
11,Qualification,Michaël T.M.N.,2016-02-07,Championnat de France 2023,Montluçon / CNTS,104 Carabine 10 mètres Seniors 1,619.4,,,103.5,101.9,101.8,103.6,104.1,104.5,,,,,,,,,,,,Carabine 10m,10m Men_2023.pdf
12,Qualification,Julien MONTFORTAISE,2016-02-07,Championnat de France 2023,Montluçon / CNTS,104 Carabine 10 mètres Seniors 1,619.0,,,103.5,101.3,102.0,103.9,104.5,103.8,,,,,,,,,,,,Carabine 10m,10m Men_2023.pdf
13,Qualification,Pierre S.T.,2016-02-07,Championnat de France 2023,Montluçon / CNTS,104 Carabine 10 mètres Seniors 1,618.1,,,103.4,100.9,103.7,104.4,102.3,103.4,,,,,,,,,,,,Carabine 10m,10m Men_2023.pdf
14,Qualification,Bastien T.S.,2016-02-07,Championnat de France 2023,Montluçon / CNTS,104 Carabine 10 mètres Seniors 1,617.3,,,103.1,105.0,103.6,103.4,101.5,100.7,,,,,,,,,,,,Carabine 10m,10m Men_2023.pdf
15,Qualification,Nathan RHODIA,2016-02-07,Championnat de France 2023,Montluçon / CNTS,104 Carabine 10 mètres Seniors 1,617.0,,,101.1,103.4,103.9,103.9,102.0,102.7,,,,,,,,,,,,Carabine 10m,10m Men_2023.pdf
16,Qualification,Frédéric CARCASSONNAISE,2016-02-07,Championnat de France 2023,Montluçon / CNTS,104 Carabine 10 mètres Seniors 1,615.8,,,103.1,102.9,103.8,101.5,102.0,102.5,,,,,,,,,,,,Carabine 10m,10m Men_2023.pdf
17,Qualification,Thibaut T.S.,2016-02-07,Championnat de France 2023,Montluçon / CNTS,104 Carabine 10 mètres Seniors 1,615.2,,,103.3,103.4,103.0,101.9,102.0,101.6,,,,,,,,,,,,Carabine 10m,10m Men_2023.pdf
18,Qualification,Yoni ALERTE,2016-02-07,Championnat de France 2023,Montluçon / CNTS,104 Carabine 10 mètres Seniors 1,614.4,,,101.7,102.0,103.7,103.6,101.1,102.3,,,,,,,,,,,,Carabine 10m,10m Men_2023.pdf
19,Qualification,Romain A.T.,2016-02-07,Championnat de France 2023,Montluçon / CNTS,104 Carabine 10 mètres Seniors 1,614.1,,,99.8,101.6,103.7,102.3,104.6,102.1,,,,,,,,,,,,Carabine 10m,10m Men_2023.pdf
20,Qualification,Pierre T.S.,2016-02-07,Championnat de France 2023,Montluçon / CNTS,104 Carabine 10 mètres Seniors 1,613.9,,,102.8,100.9,102.0,102.4,102.8,103.0,,,,,,,,,,,,Carabine 10m,10m Men_2023.pdf
21,Qualification,Thomas S.M.T.,2016-02-07,Championnat de France 2023,Montluçon / CNTS,104 Carabine 10 mètres Seniors 1,613.7,,,103.4,100.2,101.6,101.5,103.3,103.7,,,,,,,,,,,,Carabine 10m,10m Men_2023.pdf
22,Qualification,Maximilien LA,2016-02-07,Championnat de France 2023,Montluçon / CNTS,104 Carabine 10 mètres Seniors 1,612.7,,,103.6,102.0,99.4,103.4,100.9,103.4,,,,,,,,,,,,Carabine 10m,10m Men_2023.pdf
23,Qualification,Damien AURORE,2016-02-07,Championnat de France 2023,Montluçon / CNTS,104 Carabine 10 mètres Seniors 1,612.4,,,98.7,101.7,101.6,102.9,103.4,104.1,,,,,,,,,,,,Carabine 10m,10m Men_2023.pdf
24,Qualification,Stéphane SOURIRE,2016-02-07,Championnat de France 2023,Montluçon / CNTS,104 Carabine 10 mètres Seniors 1,612.0,,,100.9,104.2,101.6,101.6,99.9,103.8,,,,,,,,,,,,Carabine 10m,10m Men_2023.pdf
25,Qualification,Romain MONTFORTAISE,2016-02-07,Championnat de France 2023,Montluçon / CNTS,104 Carabine 10 mètres Seniors 1,611.7,,,99.3,102.9,100.8,104.2,101.4,103.1,,,,,,,,,,,,Carabine 10m,10m Men_2023.pdf
26,Qualification,Jérémy HARTHOUSE-HAGUENAU,2016-02-07,Championnat de France 2023,Montluçon / CNTS,104 Carabine 10 mètres Seniors 1,611.6,,,102.0,101.1,100.3,103.3,102.4,102.5,,,,,,,,,,,,Carabine 10m,10m Men_2023.pdf
27,Qualification,Mickaël R.C.,2016-02-07,Championnat de France 2023,Montluçon / CNTS,104 Carabine 10 mètres Seniors 1,611.4,,,101.3,100.5,103.0,102.1,101.7,102.8,,,,,,,,,,,,Carabine 10m,10m Men_2023.pdf
28,Qualification,Mathis T.S.,2016-02-07,Championnat de France 2023,Montluçon / CNTS,104 Carabine 10 mètres Seniors 1,611.4,,,102.1,101.3,103.2,102.5,101.3,101.0,,,,,,,,,,,,Carabine 10m,10m Men_2023.pdf
29,Qualification,Clément JSVPO,2016-02-07,Championnat de France 2023,Montluçon / CNTS,104 Carabine 10 mètres Seniors 1,610.7,,,101.5,98.8,101.6,101.0,103.7,104.1,,,,,,,,,,,,Carabine 10m,10m Men_2023.pdf
30,Qualification,Brice LES,2016-02-07,Championnat de France 2023,Montluçon / CNTS,104 Carabine 10 mètres Seniors 1,609.8,,,100.9,102.0,102.1,102.2,100.3,102.3,,,,,,,,,,,,Carabine 10m,10m Men_2023.pdf
31,Qualification,Benoît ASPLTIR,2016-02-07,Championnat de France 2023,Montluçon / CNTS,104 Carabine 10 mètres Seniors 1,609.8,,,100.8,102.5,100.3,101.5,103.0,101.7,,,,,,,,,,,,Carabine 10m,10m Men_2023.pdf
