Rank,Phase,about,date,competition,Location,Description,Total,score_finale,mouches,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,P1,P2,P3,P4,P5,Épreuve,source_pdf
73,Qualification,LEROY Ethan,2026-01-27,48e CdF 10/18 m - Besançon 2026,Besançon,104 - Carabine 10 mètres Juniors garçons,572.6,,,95.3,99.1,90.8,94.2,99.7,93.5,,,,,,,,,,,,Carabine 10m,10m Junior Men.pdf
75,Qualification,CHAUVEAU Matheo,2026-01-27,48e CdF 10/18 m - Besançon 2026,Besançon,104 - Carabine 10 mètres Juniors garçons,569.9,,,96.6,96.4,94.6,95.1,93.3,93.9,,,,,,,,,,,,Carabine 10m,10m Junior Men.pdf
77,Qualification,FRONTERI Gauthier,2026-01-27,48e CdF 10/18 m - Besançon 2026,Besançon,104 - Carabine 10 mètres Juniors garçons,567.5,,,98.2,92.2,97.8,92.2,95.4,91.7,,,,,,,,,,,,Carabine 10m,10m Junior Men.pdf
78,Qualification,LEGRAND Romain,2026-01-27,48e CdF 10/18 m - Besançon 2026,Besançon,104 - Carabine 10 mètres Juniors garçons,566.6,,,87.4,91.4,98.3,96.1,94.7,98.7,,,,,,,,,,,,Carabine 10m,10m Junior Men.pdf
79,Qualification,SCHEFFKNECHT Yann,2026-01-27,48e CdF 10/18 m - Besançon 2026,Besançon,104 - Carabine 10 mètres Juniors garçons,564.7,,,92.4,97.3,95.3,90.2,96.2,93.3,,,,,,,,,,,,Carabine 10m,10m Junior Men.pdf
1,Qualification,DUTENDAS Dimitri,2026-01-27,48e CdF 10/18 m - Besançon 2026,Besançon,104 - Carabine 10 mètres Seniors 1,630.3,,,104.9,104.4,105.9,104.7,105.2,105.2,,,,,,,,,,,,Carabine 10m,10m Men.pdf
2,Qualification,DESTEFANIS Bastien,2026-01-27,48e CdF 10/18 m - Besançon 2026,Besançon,104 - Carabine 10 mètres Seniors 1,628.9,,,104.5,106.2,104.7,103.7,104.6,105.2,,,,,,,,,,,,Carabine 10m,10m Men.pdf
5,Qualification,KRYZS Lucas,2026-01-27,48e CdF 10/18 m - Besançon 2026,Besançon,104 - Carabine 10 mètres Seniors 1,627.4,,,104.1,103.8,104.8,105.6,104.2,104.9,,,,,,,,,,,,Carabine 10m,10m Men.pdf
6,Qualification,SCHWENK Nathan,2026-01-27,48e CdF 10/18 m - Besançon 2026,Besançon,104 - Carabine 10 mètres Seniors 1,625.3,,,105.3,104.7,102.8,103.9,104.4,104.2,,,,,,,,,,,,Carabine 10m,10m Men.pdf
9,Qualification,GALLOT Julien,2026-01-27,48e CdF 10/18 m - Besançon 2026,Besançon,104 - Carabine 10 mètres Seniors 1,623.8,,,104.1,105.4,102.8,103.5,103.6,104.4,,,,,,,,,,,,Carabine 10m,10m Men.pdf
10,Qualification,BLATEAU Félix,2026-01-27,48e CdF 10/18 m - Besançon 2026,Besançon,104 - Carabine 10 mètres Seniors 1,623.3,,,106.1,104.9,103.4,104.9,101.8,102.2,,,,,,,,,,,,Carabine 10m,10m Men.pdf
11,Qualification,MOMPACH Nicolas,2026-01-27,48e CdF 10/18 m - Besançon 2026,Besançon,104 - Carabine 10 mètres Seniors 1,622.7,,,104.3,102.3,104.1,104.1,104.7,103.2,,,,,,,,,,,,Carabine 10m,10m Men.pdf
16,Qualification,BAUDOUIN Brian,2026-01-27,48e CdF 10/18 m - Besançon 2026,Besançon,104 - Carabine 10 mètres Seniors 1,621.8,,,102.5,104.5,104.3,102.7,103.4,104.4,,,,,,,,,,,,Carabine 10m,10m Men.pdf
17,Qualification,HATTERER Stéphane,2026-01-27,48e CdF 10/18 m - Besançon 2026,Besançon,104 - Carabine 10 mètres Seniors 1,620.6,,,103.9,101.8,103.8,103.8,104.5,102.8,,,,,,,,,,,,Carabine 10m,10m Men.pdf
18,Qualification,PAUZIES Bastien,2026-01-27,48e CdF 10/18 m - Besançon 2026,Besançon,104 - Carabine 10 mètres Seniors 1,620.2,,,103.9,103.4,103.6,104.3,103.7,101.3,,,,,,,,,,,,Carabine 10m,10m Men.pdf
19,Qualification,M-P S.T.C.,2026-01-27,48e CdF 10/18 m - Besançon 2026,Besançon,104 - Carabine 10 mètres Seniors 1,618.8,,,102.5,104.2,103.5,104.1,101.8,102.7,,,,,,,,,,,,Carabine 10m,10m Men.pdf
20,Qualification,DEBENNE Thomas,2026-01-27,48e CdF 10/18 m - Besançon 2026,Besançon,104 - Carabine 10 mètres Seniors 1,617.9,,,99.9,101.6,103.9,103.5,104.4,104.6,,,,,,,,,,,,Carabine 10m,10m Men.pdf
23,Qualification,REBILLON Thomas,2026-01-27,48e CdF 10/18 m - Besançon 2026,Besançon,104 - Carabine 10 mètres Seniors 1,615.9,,,101.9,101.7,102.3,103.4,102.9,103.7,,,,,,,,,,,,Carabine 10m,10m Men.pdf
25,Qualification,HEMERY Hugo,2026-01-27,48e CdF 10/18 m - Besançon 2026,Besançon,104 - Carabine 10 mètres Seniors 1,614.9,,,102.4,102.3,102.8,102.4,102.6,102.4,,,,,,,,,,,,Carabine 10m,10m Men.pdf
26,Qualification,RAY Lilian,2026-01-27,48e CdF 10/18 m - Besançon 2026,Besançon,104 - Carabine 10 mètres Seniors 1,614.9,,,100.6,104.6,100.8,105.2,102.9,100.8,,,,,,,,,,,,Carabine 10m,10m Men.pdf
28,Qualification,MESSIASSE Julien,2026-01-27,48e CdF 10/18 m - Besançon 2026,Besançon,104 - Carabine 10 mètres Seniors 1,614.3,,,101.6,101.7,102.4,104.1,100.7,103.8,,,,,,,,,,,,Carabine 10m,10m Men.pdf
29,Qualification,BESSOT Pierre,2026-01-27,48e CdF 10/18 m - Besançon 2026,Besançon,104 - Carabine 10 mètres Seniors 1,613.6,,,101.6,101.8,101.5,101.4,102.5,104.8,,,,,,,,,,,,Carabine 10m,10m Men.pdf
33,Qualification,NICOLAS Axel,2026-01-27,48e CdF 10/18 m - Besançon 2026,Besançon,104 - Carabine 10 mètres Seniors 1,611.9,,,101.6,99.6,103.4,103.8,100.9,102.6,,,,,,,,,,,,Carabine 10m,10m Men.pdf
34,Qualification,GAVOILLE Mickaël,2026-01-27,48e CdF 10/18 m - Besançon 2026,Besançon,104 - Carabine 10 mètres Seniors 1,611.5,,,100.9,102.1,103.4,100.7,102.3,102.1,,,,,,,,,,,,Carabine 10m,10m Men.pdf
35,Qualification,PICHARD Clément,2026-01-27,48e CdF 10/18 m - Besançon 2026,Besançon,104 - Carabine 10 mètres Seniors 1,610.7,,,102.9,101.7,103.5,100.3,100.4,101.9,,,,,,,,,,,,Carabine 10m,10m Men.pdf
37,Qualification,SEITZ Patrick,2026-01-27,48e CdF 10/18 m - Besançon 2026,Besançon,104 - Carabine 10 mètres Seniors 1,610.1,,,101.5,101.6,101.8,101.9,99.5,103.8,,,,,,,,,,,,Carabine 10m,10m Men.pdf
40,Qualification,CHOLET Matis,2026-01-27,48e CdF 10/18 m - Besançon 2026,Besançon,104 - Carabine 10 mètres Seniors 1,609.7,,,101.3,102.3,102.6,100.9,102.1,100.5,,,,,,,,,,,,Carabine 10m,10m Men.pdf
42,Qualification,TOURNAIRE Pierre,2026-01-27,48e CdF 10/18 m - Besançon 2026,Besançon,104 - Carabine 10 mètres Seniors 1,609.4,,,101.3,101.3,101.2,101.9,100.3,103.4,,,,,,,,,,,,Carabine 10m,10m Men.pdf
46,Qualification,MORANT Mathieu,2026-01-27,48e CdF 10/18 m - Besançon 2026,Besançon,104 - Carabine 10 mètres Seniors 1,607.9,,,101.6,104.1,100.8,99.1,102.1,100.2,,,,,,,,,,,,Carabine 10m,10m Men.pdf
48,Qualification,DOUBLEIN Mickaël,2026-01-27,48e CdF 10/18 m - Besançon 2026,Besançon,104 - Carabine 10 mètres Seniors 1,607.5,,,99.4,103.4,101.3,101.9,101.2,100.3,,,,,,,,,,,,Carabine 10m,10m Men.pdf
49,Qualification,VILZI Pascal,2026-01-27,48e CdF 10/18 m - Besançon 2026,Besançon,104 - Carabine 10 mètres Seniors 1,606.6,,,99.1,100.4,101.8,102.1,100.7,102.5,,,,,,,,,,,,Carabine 10m,10m Men.pdf
50,Qualification,DEVAUD Thibaut,2026-01-27,48e CdF 10/18 m - Besançon 2026,Besançon,104 - Carabine 10 mètres Seniors 1,606.6,,,100.7,100.9,100.9,100.4,102.2,101.5,,,,,,,,,,,,Carabine 10m,10m Men.pdf
51,Qualification,ODIN Jérémy,2026-01-27,48e CdF 10/18 m - Besançon 2026,Besançon,104 - Carabine 10 mètres Seniors 1,606.6,,,101.3,100.9,99.8,102.9,102.1,99.6,,,,,,,,,,,,Carabine 10m,10m Men.pdf
52,Qualification,LEPAGE Jérémy,2026-01-27,48e CdF 10/18 m - Besançon 2026,Besançon,104 - Carabine 10 mètres Seniors 1,606.1,,,102.4,101.7,101.3,101.8,99.8,99.1,,,,,,,,,,,,Carabine 10m,10m Men.pdf
53,Qualification,AVELINE Thibault,2026-01-27,48e CdF 10/18 m - Besançon 2026,Besançon,104 - Carabine 10 mètres Seniors 1,605.8,,,103.5,98.8,103.7,99.4,100.2,100.2,,,,,,,,,,,,Carabine 10m,10m Men.pdf
54,Qualification,ALT Julien,2026-01-27,48e CdF 10/18 m - Besançon 2026,Besançon,104 - Carabine 10 mètres Seniors 1,605.6,,,98.7,102.3,102.8,100.9,100.1,100.8,,,,,,,,,,,,Carabine 10m,10m Men.pdf
55,Qualification,AUV T.S.,2026-01-27,48e CdF 10/18 m - Besançon 2026,Besançon,104 - Carabine 10 mètres Seniors 1,605.1,,,98.9,100.9,101.2,101.2,100.7,102.2,,,,,,,,,,,,Carabine 10m,10m Men.pdf
57,Qualification,IGERSHEIM Jean,2026-01-27,48e CdF 10/18 m - Besançon 2026,Besançon,104 - Carabine 10 mètres Seniors 1,604.7,,,101.4,98.7,100.8,102.7,102.5,98.6,,,,,,,,,,,,Carabine 10m,10m Men.pdf
59,Qualification,ALS S.T.,2026-01-27,48e CdF 10/18 m - Besançon 2026,Besançon,104 - Carabine 10 mètres Seniors 1,604.4,,,100.2,97.4,103.7,100.3,101.3,101.5,,,,,,,,,,,,Carabine 10m,10m Men.pdf
60,Qualification,BILLOTTE Thomas,2026-01-27,48e CdF 10/18 m - Besançon 2026,Besançon,104 - Carabine 10 mètres Seniors 1,604.1,,,97.2,99.1,102.4,101.9,101.7,101.8,,,,,,,,,,,,Carabine 10m,10m Men.pdf
61,Qualification,RUDY Jules,2026-01-27,48e CdF 10/18 m - Besançon 2026,Besançon,104 - Carabine 10 mètres Seniors 1,603.5,,,96.4,101.5,103.5,101.4,101.5,99.2,,,,,,,,,,,,Carabine 10m,10m Men.pdf
66,Qualification,GABORIT Hugo,2026-01-27,48e CdF 10/18 m - Besançon 2026,Besançon,104 - Carabine 10 mètres Seniors 1,601.7,,,99.5,96.7,98.2,102.1,100.7,104.5,,,,,,,,,,,,Carabine 10m,10m Men.pdf
68,Qualification,MIRBEL Alexis,2026-01-27,48e CdF 10/18 m - Besançon 2026,Besançon,104 - Carabine 10 mètres Seniors 1,599.7,,,100.5,99.9,100.1,99.3,99.2,100.7,,,,,,,,,,,,Carabine 10m,10m Men.pdf
69,Qualification,BLEUZEN Jonathan,2026-01-27,48e CdF 10/18 m - Besançon 2026,Besançon,104 - Carabine 10 mètres Seniors 1,598.9,,,100.5,101.3,97.1,102.8,102.7,94.5,,,,,,,,,,,,Carabine 10m,10m Men.pdf
71,Qualification,STAUT Joël,2026-01-27,48e CdF 10/18 m - Besançon 2026,Besançon,104 - Carabine 10 mètres Seniors 1,598.5,,,96.3,100.6,99.9,99.7,102.5,99.5,,,,,,,,,,,,Carabine 10m,10m Men.pdf
73,Qualification,PORQUET Lucas,2026-01-27,48e CdF 10/18 m - Besançon 2026,Besançon,104 - Carabine 10 mètres Seniors 1,597.6,,,101.9,99.4,96.5,100.4,98.8,100.6,,,,,,,,,,,,Carabine 10m,10m Men.pdf
74,Qualification,COURTIN Flavien,2026-01-27,48e CdF 10/18 m - Besançon 2026,Besançon,104 - Carabine 10 mètres Seniors 1,597.5,,,97.7,99.4,98.9,103.5,99.8,98.2,,,,,,,,,,,,Carabine 10m,10m Men.pdf
76,Qualification,VASSEUR Matthieu,2026-01-27,48e CdF 10/18 m - Besançon 2026,Besançon,104 - Carabine 10 mètres Seniors 1,595.7,,,98.9,95.7,99.6,102.7,99.2,99.6,,,,,,,,,,,,Carabine 10m,10m Men.pdf
77,Qualification,BAUDUIN Lucas,2026-01-27,48e CdF 10/18 m - Besançon 2026,Besançon,104 - Carabine 10 mètres Seniors 1,595.7,,,98.3,100.4,99.9,100.4,100.1,96.6,,,,,,,,,,,,Carabine 10m,10m Men.pdf
78,Qualification,GREGOIRE Joris,2026-01-27,48e CdF 10/18 m - Besançon 2026,Besançon,104 - Carabine 10 mètres Seniors 1,593.9,,,97.5,101.2,100.9,94.8,101.9,97.6,,,,,,,,,,,,Carabine 10m,10m Men.pdf
79,Qualification,JANKOWSKI Hugo,2026-01-27,48e CdF 10/18 m - Besançon 2026,Besançon,104 - Carabine 10 mètres Seniors 1,593.3,,,99.4,100.4,99.6,98.2,98.2,97.5,,,,,,,,,,,,Carabine 10m,10m Men.pdf
3,Qualification,BORDET Jade,2026-01-27,48e CdF 10/18 m - Besançon 2026,Besançon,104 - Carabine 10 mètres Dames 1,625.6,,,103.4,105.4,104.3,103.4,104.6,104.5,,,,,,,,,,,,Carabine 10m,10m Women.pdf
4,Qualification,CALONNEC Louna,2026-01-27,48e CdF 10/18 m - Besançon 2026,Besançon,104 - Carabine 10 mètres Dames 1,624.5,,,103.5,104.1,103.7,104.7,105.1,103.4,,,,,,,,,,,,Carabine 10m,10m Women.pdf
5,Qualification,GIRETTI Lou,2026-01-27,48e CdF 10/18 m - Besançon 2026,Besançon,104 - Carabine 10 mètres Dames 1,624.4,,,104.5,104.8,104.3,103.8,104.1,102.9,,,,,,,,,,,,Carabine 10m,10m Women.pdf
6,Qualification,GENEST Mathilde,2026-01-27,48e CdF 10/18 m - Besançon 2026,Besançon,104 - Carabine 10 mètres Dames 1,624.3,,,104.1,104.4,105.2,102.5,104.5,103.6,,,,,,,,,,,,Carabine 10m,10m Women.pdf
7,Qualification,KRUMM Clémentine,2026-01-27,48e CdF 10/18 m - Besançon 2026,Besançon,104 - Carabine 10 mètres Dames 1,623.7,,,102.9,104.4,104.2,104.4,104.6,103.2,,,,,,,,,,,,Carabine 10m,10m Women.pdf
8,Qualification,DEVAUX Cassandre,2026-01-27,48e CdF 10/18 m - Besançon 2026,Besançon,104 - Carabine 10 mètres Dames 1,622.4,,,104.2,102.2,103.5,103.7,105.3,103.5,,,,,,,,,,,,Carabine 10m,10m Women.pdf
9,Qualification,BAILLY-SALINS Mélody,2026-01-27,48e CdF 10/18 m - Besançon 2026,Besançon,104 - Carabine 10 mètres Dames 1,621.5,,,103.1,104.3,103.8,103.4,103.6,103.3,,,,,,,,,,,,Carabine 10m,10m Women.pdf
12,Qualification,DUBOIS Lucie,2026-01-27,48e CdF 10/18 m - Besançon 2026,Besançon,104 - Carabine 10 mètres Dames 1,617.7,,,101.1,103.7,102.8,104.4,103.1,102.6,,,,,,,,,,,,Carabine 10m,10m Women.pdf
13,Qualification,HAGARD Sandrine,2026-01-27,48e CdF 10/18 m - Besançon 2026,Besançon,104 - Carabine 10 mètres Dames 1,617.5,,,103.3,102.6,104.8,102.4,102.5,101.9,,,,,,,,,,,,Carabine 10m,10m Women.pdf
14,Qualification,POUYET Jeanne,2026-01-27,48e CdF 10/18 m - Besançon 2026,Besançon,104 - Carabine 10 mètres Dames 1,617.4,,,105.3,104.7,101.5,103.8,99.9,102.2,,,,,,,,,,,,Carabine 10m,10m Women.pdf
15,Qualification,CASTAGNOLI Lorna,2026-01-27,48e CdF 10/18 m - Besançon 2026,Besançon,104 - Carabine 10 mètres Dames 1,617.2,,,102.6,102.6,103.1,103.9,102.6,102.4,,,,,,,,,,,,Carabine 10m,10m Women.pdf
18,Qualification,SCHAFF Marion,2026-01-27,48e CdF 10/18 m - Besançon 2026,Besançon,104 - Carabine 10 mètres Dames 1,615.7,,,102.1,101.4,103.8,103.6,103.3,101.5,,,,,,,,,,,,Carabine 10m,10m Women.pdf
22,Qualification,GIGON Marie-Laure,2026-01-27,48e CdF 10/18 m - Besançon 2026,Besançon,104 - Carabine 10 mètres Dames 1,614.4,,,102.4,102.4,102.3,101.8,103.1,102.4,,,,,,,,,,,,Carabine 10m,10m Women.pdf
27,Qualification,DURET Ilona,2026-01-27,48e CdF 10/18 m - Besançon 2026,Besançon,104 - Carabine 10 mètres Dames 1,613.2,,,102.4,101.7,102.3,103.4,99.9,103.5,,,,,,,,,,,,Carabine 10m,10m Women.pdf
28,Qualification,RÉMOND Lyne,2026-01-27,48e CdF 10/18 m - Besançon 2026,Besançon,104 - Carabine 10 mètres Dames 1,612.9,,,102.7,99.8,102.4,102.8,101.9,103.3,,,,,,,,,,,,Carabine 10m,10m Women.pdf
30,Qualification,PINATEAU Audrey,2026-01-27,48e CdF 10/18 m - Besançon 2026,Besançon,104 - Carabine 10 mètres Dames 1,612.4,,,99.9,101.7,102.7,102.3,101.3,104.5,,,,,,,,,,,,Carabine 10m,10m Women.pdf
31,Qualification,MAURIERES Marine,2026-01-27,48e CdF 10/18 m - Besançon 2026,Besançon,104 - Carabine 10 mètres Dames 1,611.9,,,100.7,102.3,103.5,101.9,99.7,103.8,,,,,,,,,,,,Carabine 10m,10m Women.pdf
34,Qualification,CLÉMENÇON Léa,2026-01-27,48e CdF 10/18 m - Besançon 2026,Besançon,104 - Carabine 10 mètres Dames 1,611.1,,,100.8,104.2,99.7,101.7,104.2,100.5,,,,,,,,,,,,Carabine 10m,10m Women.pdf
36,Qualification,CAPELLE Anaëlle,2026-01-27,48e CdF 10/18 m - Besançon 2026,Besançon,104 - Carabine 10 mètres Dames 1,610.9,,,100.3,103.4,102.9,101.4,101.3,101.6,,,,,,,,,,,,Carabine 10m,10m Women.pdf
37,Qualification,ROETTELE Lucie,2026-01-27,48e CdF 10/18 m - Besançon 2026,Besançon,104 - Carabine 10 mètres Dames 1,610.5,,,100.7,102.3,102.6,101.8,101.6,101.5,,,,,,,,,,,,Carabine 10m,10m Women.pdf
39,Qualification,BRANDY Coline,2026-01-27,48e CdF 10/18 m - Besançon 2026,Besançon,104 - Carabine 10 mètres Dames 1,609.7,,,102.6,99.9,102.8,100.7,103.1,100.6,,,,,,,,,,,,Carabine 10m,10m Women.pdf
43,Qualification,GIANNINI Léna,2026-01-27,48e CdF 10/18 m - Besançon 2026,Besançon,104 - Carabine 10 mètres Dames 1,609.1,,,102.5,101.1,99.4,103.6,100.3,102.2,,,,,,,,,,,,Carabine 10m,10m Women.pdf
44,Qualification,GARRIGUE Alizia,2026-01-27,48e CdF 10/18 m - Besançon 2026,Besançon,104 - Carabine 10 mètres Dames 1,609.1,,,100.1,103.1,100.7,100.3,104.2,100.7,,,,,,,,,,,,Carabine 10m,10m Women.pdf
45,Qualification,ROBERT Sarah,2026-01-27,48e CdF 10/18 m - Besançon 2026,Besançon,104 - Carabine 10 mètres Dames 1,608.6,,,102.8,100.9,101.4,100.5,99.9,103.1,,,,,,,,,,,,Carabine 10m,10m Women.pdf
46,Qualification,WALLEZ Emilie,2026-01-27,48e CdF 10/18 m - Besançon 2026,Besançon,104 - Carabine 10 mètres Dames 1,608.1,,,101.7,101.9,102.2,99.2,103.5,99.6,,,,,,,,,,,,Carabine 10m,10m Women.pdf
52,Qualification,CREUSAT Laura,2026-01-27,48e CdF 10/18 m - Besançon 2026,Besançon,104 - Carabine 10 mètres Dames 1,606.1,,,101.1,98.7,101.8,100.5,101.1,102.9,,,,,,,,,,,,Carabine 10m,10m Women.pdf
53,Qualification,DECOMBLE Virginie,2026-01-27,48e CdF 10/18 m - Besançon 2026,Besançon,104 - Carabine 10 mètres Dames 1,606.1,,,102.1,100.8,101.1,99.5,100.1,102.5,,,,,,,,,,,,Carabine 10m,10m Women.pdf
54,Qualification,RENARD Pauline,2026-01-27,48e CdF 10/18 m - Besançon 2026,Besançon,104 - Carabine 10 mètres Dames 1,605.8,,,100.5,101.8,101.4,100.1,100.1,101.9,,,,,,,,,,,,Carabine 10m,10m Women.pdf
55,Qualification,ARGOUT Iloane,2026-01-27,48e CdF 10/18 m - Besançon 2026,Besançon,104 - Carabine 10 mètres Dames 1,604.8,,,100.5,97.8,100.6,103.4,99.8,102.7,,,,,,,,,,,,Carabine 10m,10m Women.pdf
56,Qualification,GIRARDIN Typhaine,2026-01-27,48e CdF 10/18 m - Besançon 2026,Besançon,104 - Carabine 10 mètres Dames 1,604.8,,,99.7,99.1,100.6,102.3,100.7,102.4,,,,,,,,,,,,Carabine 10m,10m Women.pdf
57,Qualification,CHEVALLIER Azilis,2026-01-27,48e CdF 10/18 m - Besançon 2026,Besançon,104 - Carabine 10 mètres Dames 1,604.5,,,100.8,98.4,101.1,101.3,100.3,102.6,,,,,,,,,,,,Carabine 10m,10m Women.pdf
59,Qualification,MOELO Maëva,2026-01-27,48e CdF 10/18 m - Besançon 2026,Besançon,104 - Carabine 10 mètres Dames 1,603.7,,,99.3,98.6,102.9,102.5,102.8,97.6,,,,,,,,,,,,Carabine 10m,10m Women.pdf
60,Qualification,MAGNYE Alice,2026-01-27,48e CdF 10/18 m - Besançon 2026,Besançon,104 - Carabine 10 mètres Dames 1,603.6,,,97.7,98.6,100.8,105.5,101.6,99.4,,,,,,,,,,,,Carabine 10m,10m Women.pdf
61,Qualification,PERMENT Amélie,2026-01-27,48e CdF 10/18 m - Besançon 2026,Besançon,104 - Carabine 10 mètres Dames 1,603.5,,,99.2,99.5,102.2,101.4,100.5,100.7,,,,,,,,,,,,Carabine 10m,10m Women.pdf
62,Qualification,DESCAMPS Ilana,2026-01-27,48e CdF 10/18 m - Besançon 2026,Besançon,104 - Carabine 10 mètres Dames 1,601.6,,,99.5,99.2,99.7,100.3,101.6,101.3,,,,,,,,,,,,Carabine 10m,10m Women.pdf
63,Qualification,THOMAS Solenne,2026-01-27,48e CdF 10/18 m - Besançon 2026,Besançon,104 - Carabine 10 mètres Dames 1,600.4,,,100.7,101.2,97.5,100.1,101.2,99.7,,,,,,,,,,,,Carabine 10m,10m Women.pdf
65,Qualification,"PDL 100,8",2026-01-27,48e CdF 10/18 m - Besançon 2026,Besançon,104 - Carabine 10 mètres Dames 1,599.6,,,100.8,101.7,98.9,99.2,96.8,102.2,,,,,,,,,,,,Carabine 10m,10m Women.pdf
66,Qualification,GOUBIER Audrey,2026-01-27,48e CdF 10/18 m - Besançon 2026,Besançon,104 - Carabine 10 mètres Dames 1,599.2,,,100.6,100.8,100.6,98.6,98.7,99.9,,,,,,,,,,,,Carabine 10m,10m Women.pdf
67,Qualification,LEROUX Laëtitia,2026-01-27,48e CdF 10/18 m - Besançon 2026,Besançon,104 - Carabine 10 mètres Dames 1,599.1,,,99.3,102.3,97.2,98.7,100.1,101.5,,,,,,,,,,,,Carabine 10m,10m Women.pdf
68,Qualification,"PDL 98,8",2026-01-27,48e CdF 10/18 m - Besançon 2026,Besançon,104 - Carabine 10 mètres Dames 1,599.1,,,98.8,97.5,101.1,100.1,100.2,101.4,,,,,,,,,,,,Carabine 10m,10m Women.pdf
70,Qualification,MERCIER Julia,2026-01-27,48e CdF 10/18 m - Besançon 2026,Besançon,104 - Carabine 10 mètres Dames 1,598.2,,,100.2,100.8,99.7,100.3,98.9,98.3,,,,,,,,,,,,Carabine 10m,10m Women.pdf
72,Qualification,HELIAS Axelle,2026-01-27,48e CdF 10/18 m - Besançon 2026,Besançon,104 - Carabine 10 mètres Dames 1,595.5,,,96.8,98.1,100.7,101.3,100.4,98.2,,,,,,,,,,,,Carabine 10m,10m Women.pdf
75,Qualification,THEILLOU Chloé,2026-01-27,48e CdF 10/18 m - Besançon 2026,Besançon,104 - Carabine 10 mètres Dames 1,592.6,,,96.3,98.7,100.8,99.6,96.7,100.5,,,,,,,,,,,,Carabine 10m,10m Women.pdf
77,Qualification,DUC Loreena,2026-01-27,48e CdF 10/18 m - Besançon 2026,Besançon,104 - Carabine 10 mètres Dames 1,586.7,,,97.3,98.3,97.2,95.8,99.4,98.7,,,,,,,,,,,,Carabine 10m,10m Women.pdf
78,Qualification,MASSACRIER Léa,2026-01-27,48e CdF 10/18 m - Besançon 2026,Besançon,104 - Carabine 10 mètres Dames 1,585.7,,,98.2,99.7,98.9,97.7,98.4,92.8,,,,,,,,,,,,Carabine 10m,10m Women.pdf
80,Qualification,RAUNIER Aurore,2026-01-27,48e CdF 10/18 m - Besançon 2026,Besançon,104 - Carabine 10 mètres Dames 1,584.5,,,96.9,95.6,99.6,94.5,101.1,96.8,,,,,,,,,,,,Carabine 10m,10m Women.pdf
