Rank,Phase,about,date,competition,Location,Description,Total,score_finale,mouches,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,P1,P2,P3,P4,P5,Épreuve,source_pdf
23,Qualification,BENEL Romane,2018-07-17,Championnat de France 25/50 m 2017,,502 Carabine 3 x 20 Juniors filles,539.0,,,91.0,94.0,91.0,88.0,85.0,90.0,,,,,,,,,,,,Carabine 50m 3x20,50m Junior Women.pdf
24,Qualification,UNGERER Mathilde,2018-07-17,Championnat de France 25/50 m 2017,,502 Carabine 3 x 20 Juniors filles,538.0,,,94.0,81.0,96.0,98.0,87.0,82.0,,,,,,,,,,,,Carabine 50m 3x20,50m Junior Women.pdf
25,Qualification,BAILLY SALINS Mélody,2018-07-17,Championnat de France 25/50 m 2017,,502 Carabine 3 x 20 Juniors filles,537.0,,,91.0,85.0,95.0,94.0,85.0,87.0,,,,,,,,,,,,Carabine 50m 3x20,50m Junior Women.pdf
26,Qualification,ROETTELE Lisa,2018-07-17,Championnat de France 25/50 m 2017,,502 Carabine 3 x 20 Juniors filles,537.0,,,87.0,89.0,97.0,95.0,84.0,85.0,,,,,,,,,,,,Carabine 50m 3x20,50m Junior Women.pdf
27,Qualification,ALBOURIE Lauriane,2018-07-17,Championnat de France 25/50 m 2017,,502 Carabine 3 x 20 Juniors filles,536.0,,,87.0,90.0,96.0,94.0,81.0,88.0,,,,,,,,,,,,Carabine 50m 3x20,50m Junior Women.pdf
28,Qualification,MIRANDA Nahia,2018-07-17,Championnat de France 25/50 m 2017,,502 Carabine 3 x 20 Juniors filles,535.0,,,87.0,90.0,96.0,95.0,85.0,82.0,,,,,,,,,,,,Carabine 50m 3x20,50m Junior Women.pdf
29,Qualification,BOISSERIE Liona,2018-07-17,Championnat de France 25/50 m 2017,,502 Carabine 3 x 20 Juniors filles,534.0,,,91.0,83.0,94.0,95.0,86.0,85.0,,,,,,,,,,,,Carabine 50m 3x20,50m Junior Women.pdf
30,Qualification,BOURGUIGNON Daphnée,2018-07-17,Championnat de France 25/50 m 2017,,502 Carabine 3 x 20 Juniors filles,531.0,,,90.0,90.0,97.0,92.0,76.0,86.0,,,,,,,,,,,,Carabine 50m 3x20,50m Junior Women.pdf
31,Qualification,DE TIESENHAUSEN Alexandra,2018-07-17,Championnat de France 25/50 m 2017,,502 Carabine 3 x 20 Juniors filles,530.0,,,90.0,82.0,95.0,93.0,88.0,82.0,,,,,,,,,,,,Carabine 50m 3x20,50m Junior Women.pdf
32,Qualification,PINATEAU Audrey,2018-07-17,Championnat de France 25/50 m 2017,,502 Carabine 3 x 20 Juniors filles,529.0,,,79.0,78.0,92.0,94.0,90.0,96.0,,,,,,,,,,,,Carabine 50m 3x20,50m Junior Women.pdf
33,Qualification,FABRER Margot,2018-07-17,Championnat de France 25/50 m 2017,,502 Carabine 3 x 20 Juniors filles,527.0,,,86.0,90.0,92.0,90.0,87.0,82.0,,,,,,,,,,,,Carabine 50m 3x20,50m Junior Women.pdf
34,Qualification,DEGRACIA Aurore,2018-07-17,Championnat de France 25/50 m 2017,,502 Carabine 3 x 20 Juniors filles,526.0,,,92.0,92.0,90.0,98.0,80.0,74.0,,,,,,,,,,,,Carabine 50m 3x20,50m Junior Women.pdf
35,Qualification,VUEZ Flora,2018-07-17,Championnat de France 25/50 m 2017,,502 Carabine 3 x 20 Juniors filles,524.0,,,85.0,88.0,93.0,91.0,84.0,83.0,,,,,,,,,,,,Carabine 50m 3x20,50m Junior Women.pdf
36,Qualification,ROUSSELLE Laura-Jeanne,2018-07-17,Championnat de France 25/50 m 2017,,502 Carabine 3 x 20 Juniors filles,523.0,,,88.0,89.0,97.0,94.0,75.0,80.0,,,,,,,,,,,,Carabine 50m 3x20,50m Junior Women.pdf
37,Qualification,DAYDE Chloé,2018-07-17,Championnat de France 25/50 m 2017,,502 Carabine 3 x 20 Juniors filles,522.0,,,77.0,92.0,93.0,95.0,90.0,75.0,,,,,,,,,,,,Carabine 50m 3x20,50m Junior Women.pdf
38,Qualification,BRETON Julie,2018-07-17,Championnat de France 25/50 m 2017,,502 Carabine 3 x 20 Juniors filles,521.0,,,92.0,90.0,97.0,92.0,83.0,67.0,,,,,,,,,,,,Carabine 50m 3x20,50m Junior Women.pdf
39,Qualification,MORERE Alizée,2018-07-17,Championnat de France 25/50 m 2017,,502 Carabine 3 x 20 Juniors filles,519.0,,,85.0,87.0,92.0,92.0,82.0,81.0,,,,,,,,,,,,Carabine 50m 3x20,50m Junior Women.pdf
40,Qualification,SCHELL Agathange,2018-07-17,Championnat de France 25/50 m 2017,,502 Carabine 3 x 20 Juniors filles,518.0,,,85.0,79.0,95.0,95.0,82.0,82.0,,,,,,,,,,,,Carabine 50m 3x20,50m Junior Women.pdf
41,Qualification,VANZEVEREN Aurore,2018-07-17,Championnat de France 25/50 m 2017,,502 Carabine 3 x 20 Juniors filles,514.0,,,87.0,89.0,93.0,88.0,79.0,78.0,,,,,,,,,,,,Carabine 50m 3x20,50m Junior Women.pdf
42,Qualification,HERRY Lénaïg,2018-07-17,Championnat de France 25/50 m 2017,,502 Carabine 3 x 20 Juniors filles,513.0,,,90.0,87.0,87.0,84.0,83.0,82.0,,,,,,,,,,,,Carabine 50m 3x20,50m Junior Women.pdf
43,Qualification,VUEZ Suzy,2018-07-17,Championnat de France 25/50 m 2017,,502 Carabine 3 x 20 Juniors filles,512.0,,,83.0,86.0,92.0,90.0,80.0,81.0,,,,,,,,,,,,Carabine 50m 3x20,50m Junior Women.pdf
44,Qualification,CHEVAL Mathilde,2018-07-17,Championnat de France 25/50 m 2017,,502 Carabine 3 x 20 Juniors filles,512.0,,,86.0,82.0,97.0,91.0,70.0,86.0,,,,,,,,,,,,Carabine 50m 3x20,50m Junior Women.pdf
45,Qualification,MENOU Clarisse,2018-07-17,Championnat de France 25/50 m 2017,,502 Carabine 3 x 20 Juniors filles,511.0,,,84.0,87.0,94.0,94.0,78.0,74.0,,,,,,,,,,,,Carabine 50m 3x20,50m Junior Women.pdf
46,Qualification,CISNAL Charlotte,2018-07-17,Championnat de France 25/50 m 2017,,502 Carabine 3 x 20 Juniors filles,506.0,,,83.0,89.0,95.0,95.0,76.0,68.0,,,,,,,,,,,,Carabine 50m 3x20,50m Junior Women.pdf
47,Qualification,LEDEY Stéphane,2018-07-17,Championnat de France 25/50 m 2017,,502 Carabine 3 x 20 Juniors filles,503.0,,,79.0,91.0,95.0,94.0,78.0,66.0,,,,,,,,,,,,Carabine 50m 3x20,50m Junior Women.pdf
48,Qualification,BOUVILLE Pauline,2018-07-17,Championnat de France 25/50 m 2017,,502 Carabine 3 x 20 Juniors filles,502.0,,,90.0,71.0,90.0,90.0,83.0,78.0,,,,,,,,,,,,Carabine 50m 3x20,50m Junior Women.pdf
49,Qualification,TANCHE Noémie,2018-07-17,Championnat de France 25/50 m 2017,,502 Carabine 3 x 20 Juniors filles,473.0,,,83.0,81.0,86.0,92.0,64.0,67.0,,,,,,,,,,,,Carabine 50m 3x20,50m Junior Women.pdf
50,Qualification,BISTON Hélène,2018-07-17,Championnat de France 25/50 m 2017,,502 Carabine 3 x 20 Juniors filles,469.0,,,84.0,69.0,91.0,88.0,79.0,58.0,,,,,,,,,,,,Carabine 50m 3x20,50m Junior Women.pdf
51,Qualification,JOSSELIN Katell,2018-07-17,Championnat de France 25/50 m 2017,,502 Carabine 3 x 20 Juniors filles,468.0,,,73.0,72.0,88.0,89.0,76.0,70.0,,,,,,,,,,,,Carabine 50m 3x20,50m Junior Women.pdf
52,Qualification,THIBAULT Manon,2018-07-17,Championnat de France 25/50 m 2017,,502 Carabine 3 x 20 Juniors filles,446.0,,,66.0,73.0,87.0,91.0,60.0,69.0,,,,,,,,,,,,Carabine 50m 3x20,50m Junior Women.pdf
53,Qualification,HEIM Maëlle,2018-07-17,Championnat de France 25/50 m 2017,,502 Carabine 3 x 20 Juniors filles,355.0,,,82.0,92.0,92.0,89.0,,,,,,,,,,,,,,Carabine 50m 3x20,50m Junior Women.pdf
1,Qualification + Final,SAUVEPLANE Valérian,2018-07-17,Championnat de France 25/50 m 2017,,503 Carabine 3 x 40 Seniors 1,1172.0,459.3,,94.0,98.0,99.0,99.0,98.0,100.0,100.0,99.0,96.0,96.0,98.0,95.0,,,,,,Carabine 50m 3x40,50m Men.pdf
2,Qualification + Final,RAYNAUD Alexis,2018-07-17,Championnat de France 25/50 m 2017,,503 Carabine 3 x 40 Seniors 1,1165.0,430.6,,97.0,98.0,99.0,98.0,99.0,99.0,100.0,98.0,94.0,97.0,91.0,95.0,,,,,,Carabine 50m 3x40,50m Men.pdf
3,Qualification + Final,DHALLUIN Michaël,2018-07-17,Championnat de France 25/50 m 2017,,503 Carabine 3 x 40 Seniors 1,1157.0,419.4,,99.0,97.0,96.0,100.0,98.0,98.0,99.0,99.0,95.0,89.0,97.0,90.0,,,,,,Carabine 50m 3x40,50m Men.pdf
4,Qualification + Final,MONNIER Jérémy,2018-07-17,Championnat de France 25/50 m 2017,,503 Carabine 3 x 40 Seniors 1,1156.0,440.8,,95.0,96.0,99.0,97.0,97.0,98.0,96.0,100.0,93.0,94.0,94.0,97.0,,,,,,Carabine 50m 3x40,50m Men.pdf
5,Qualification + Final,DIGARD Cyril,2018-07-17,Championnat de France 25/50 m 2017,,503 Carabine 3 x 40 Seniors 1,1156.0,391.3,,97.0,99.0,97.0,90.0,99.0,99.0,100.0,100.0,96.0,92.0,93.0,94.0,,,,,,Carabine 50m 3x40,50m Men.pdf
6,Qualification + Final,BESSOT Pierre,2018-07-17,Championnat de France 25/50 m 2017,,503 Carabine 3 x 40 Seniors 1,1153.0,404.8,,97.0,97.0,96.0,96.0,97.0,97.0,99.0,97.0,92.0,95.0,96.0,94.0,,,,,,Carabine 50m 3x40,50m Men.pdf
7,Qualification + Final,GERMOND Etienne,2018-07-17,Championnat de France 25/50 m 2017,,503 Carabine 3 x 40 Seniors 1,1151.0,452.2,,98.0,96.0,94.0,98.0,98.0,96.0,97.0,97.0,96.0,94.0,96.0,91.0,,,,,,Carabine 50m 3x40,50m Men.pdf
8,Qualification + Final,BAUDOUIN Brian,2018-07-17,Championnat de France 25/50 m 2017,,503 Carabine 3 x 40 Seniors 1,1151.0,394.4,,94.0,99.0,95.0,95.0,99.0,98.0,94.0,99.0,95.0,97.0,94.0,92.0,,,,,,Carabine 50m 3x40,50m Men.pdf
9,Qualification,MORENO FLORES Rémi,2018-07-17,Championnat de France 25/50 m 2017,,503 Carabine 3 x 40 Seniors 1,1147.0,,,96.0,95.0,93.0,96.0,98.0,99.0,100.0,99.0,95.0,90.0,94.0,92.0,,,,,,Carabine 50m 3x40,50m Men.pdf
10,Qualification,ROBERT Sarah,2018-07-17,Championnat de France 25/50 m 2017,,503 Carabine 3 x 40 Seniors 1,1147.0,,,96.0,98.0,95.0,96.0,100.0,96.0,96.0,98.0,94.0,97.0,91.0,90.0,,,,,,Carabine 50m 3x40,50m Men.pdf
11,Qualification,JENICOT Guillaume,2018-07-17,Championnat de France 25/50 m 2017,,503 Carabine 3 x 40 Seniors 1,1144.0,,,91.0,95.0,96.0,94.0,99.0,98.0,100.0,99.0,91.0,93.0,93.0,95.0,,,,,,Carabine 50m 3x40,50m Men.pdf
12,Qualification,DESCOUBES Eric,2018-07-17,Championnat de France 25/50 m 2017,,503 Carabine 3 x 40 Seniors 1,1137.0,,,95.0,95.0,95.0,93.0,98.0,96.0,97.0,100.0,92.0,91.0,91.0,94.0,,,,,,Carabine 50m 3x40,50m Men.pdf
13,Qualification,RODRIGUES Pierre,2018-07-17,Championnat de France 25/50 m 2017,,503 Carabine 3 x 40 Seniors 1,1132.0,,,93.0,97.0,96.0,94.0,100.0,95.0,97.0,97.0,92.0,91.0,87.0,93.0,,,,,,Carabine 50m 3x40,50m Men.pdf
14,Qualification,LEMAITRE Damien,2018-07-17,Championnat de France 25/50 m 2017,,503 Carabine 3 x 40 Seniors 1,1131.0,,,96.0,93.0,91.0,93.0,98.0,99.0,99.0,94.0,91.0,92.0,92.0,93.0,,,,,,Carabine 50m 3x40,50m Men.pdf
15,Qualification,HAAS Anthony,2018-07-17,Championnat de France 25/50 m 2017,,503 Carabine 3 x 40 Seniors 1,1128.0,,,91.0,95.0,91.0,98.0,95.0,99.0,98.0,98.0,92.0,89.0,91.0,91.0,,,,,,Carabine 50m 3x40,50m Men.pdf
16,Qualification,GALVAING Clément,2018-07-17,Championnat de France 25/50 m 2017,,503 Carabine 3 x 40 Seniors 1,1127.0,,,94.0,93.0,96.0,93.0,99.0,96.0,99.0,96.0,90.0,88.0,88.0,95.0,,,,,,Carabine 50m 3x40,50m Men.pdf
17,Qualification,BINET Mickaël,2018-07-17,Championnat de France 25/50 m 2017,,503 Carabine 3 x 40 Seniors 1,1125.0,,,94.0,92.0,93.0,92.0,96.0,99.0,96.0,99.0,93.0,87.0,93.0,91.0,,,,,,Carabine 50m 3x40,50m Men.pdf
18,Qualification,SCHUELLER Pascal,2018-07-17,Championnat de France 25/50 m 2017,,503 Carabine 3 x 40 Seniors 1,1122.0,,,91.0,95.0,90.0,97.0,99.0,98.0,99.0,100.0,90.0,84.0,93.0,86.0,,,,,,Carabine 50m 3x40,50m Men.pdf
19,Qualification,MARTY Frédéric,2018-07-17,Championnat de France 25/50 m 2017,,503 Carabine 3 x 40 Seniors 1,1121.0,,,96.0,93.0,92.0,95.0,96.0,94.0,97.0,96.0,92.0,95.0,88.0,87.0,,,,,,Carabine 50m 3x40,50m Men.pdf
20,Qualification,LE GOAS Yann,2018-07-17,Championnat de France 25/50 m 2017,,503 Carabine 3 x 40 Seniors 1,1120.0,,,98.0,91.0,93.0,93.0,98.0,99.0,98.0,96.0,89.0,87.0,91.0,87.0,,,,,,Carabine 50m 3x40,50m Men.pdf
21,Qualification,REVEL Steve,2018-07-17,Championnat de France 25/50 m 2017,,503 Carabine 3 x 40 Seniors 1,1115.0,,,91.0,91.0,90.0,87.0,97.0,99.0,96.0,95.0,92.0,91.0,94.0,92.0,,,,,,Carabine 50m 3x40,50m Men.pdf
22,Qualification,GIRARD Alain,2018-07-17,Championnat de France 25/50 m 2017,,503 Carabine 3 x 40 Seniors 1,1114.0,,,92.0,94.0,94.0,96.0,94.0,98.0,96.0,96.0,89.0,90.0,88.0,87.0,,,,,,Carabine 50m 3x40,50m Men.pdf
23,Qualification,LEYDIER Mickail,2018-07-17,Championnat de France 25/50 m 2017,,503 Carabine 3 x 40 Seniors 1,1113.0,,,91.0,94.0,90.0,91.0,98.0,95.0,96.0,95.0,91.0,93.0,93.0,86.0,,,,,,Carabine 50m 3x40,50m Men.pdf
24,Qualification,MORIN Jérémie,2018-07-17,Championnat de France 25/50 m 2017,,503 Carabine 3 x 40 Seniors 1,1113.0,,,96.0,92.0,97.0,93.0,98.0,99.0,99.0,96.0,87.0,81.0,84.0,91.0,,,,,,Carabine 50m 3x40,50m Men.pdf
25,Qualification,GUIDER Thomas,2018-07-17,Championnat de France 25/50 m 2017,,503 Carabine 3 x 40 Seniors 1,1111.0,,,94.0,95.0,95.0,93.0,99.0,98.0,97.0,93.0,91.0,87.0,88.0,81.0,,,,,,Carabine 50m 3x40,50m Men.pdf
26,Qualification,BLASZCZYK Alain,2018-07-17,Championnat de France 25/50 m 2017,,503 Carabine 3 x 40 Seniors 1,1111.0,,,90.0,92.0,97.0,94.0,98.0,96.0,97.0,99.0,90.0,89.0,84.0,85.0,,,,,,Carabine 50m 3x40,50m Men.pdf
27,Qualification,POINT Wilfried,2018-07-17,Championnat de France 25/50 m 2017,,503 Carabine 3 x 40 Seniors 1,1109.0,,,86.0,95.0,90.0,93.0,95.0,98.0,98.0,93.0,87.0,91.0,94.0,89.0,,,,,,Carabine 50m 3x40,50m Men.pdf
28,Qualification,RODDE Jérôme,2018-07-17,Championnat de France 25/50 m 2017,,503 Carabine 3 x 40 Seniors 1,1109.0,,,86.0,86.0,88.0,91.0,99.0,96.0,97.0,99.0,89.0,92.0,92.0,94.0,,,,,,Carabine 50m 3x40,50m Men.pdf
29,Qualification,LE GOUEFF Philippe,2018-07-17,Championnat de France 25/50 m 2017,,503 Carabine 3 x 40 Seniors 1,1108.0,,,92.0,94.0,91.0,93.0,93.0,96.0,95.0,98.0,87.0,92.0,89.0,88.0,,,,,,Carabine 50m 3x40,50m Men.pdf
30,Qualification,UNGERER Maxime,2018-07-17,Championnat de France 25/50 m 2017,,503 Carabine 3 x 40 Seniors 1,1108.0,,,96.0,96.0,93.0,89.0,98.0,97.0,94.0,94.0,91.0,89.0,81.0,90.0,,,,,,Carabine 50m 3x40,50m Men.pdf
31,Qualification,GHESQUIERE David-Alexandre,2018-07-17,Championnat de France 25/50 m 2017,,503 Carabine 3 x 40 Seniors 1,1107.0,,,90.0,91.0,93.0,87.0,97.0,98.0,100.0,90.0,83.0,92.0,93.0,93.0,,,,,,Carabine 50m 3x40,50m Men.pdf
32,Qualification,MILLET Maxime,2018-07-17,Championnat de France 25/50 m 2017,,503 Carabine 3 x 40 Seniors 1,1105.0,,,97.0,90.0,87.0,92.0,98.0,93.0,96.0,97.0,88.0,91.0,87.0,89.0,,,,,,Carabine 50m 3x40,50m Men.pdf
33,Qualification,CHUPIN Mikaël,2018-07-17,Championnat de France 25/50 m 2017,,503 Carabine 3 x 40 Seniors 1,1105.0,,,94.0,94.0,94.0,92.0,97.0,97.0,96.0,99.0,89.0,84.0,84.0,85.0,,,,,,Carabine 50m 3x40,50m Men.pdf
34,Qualification,ORGET Léon-Paul,2018-07-17,Championnat de France 25/50 m 2017,,503 Carabine 3 x 40 Seniors 1,1104.0,,,94.0,93.0,91.0,96.0,89.0,95.0,90.0,95.0,90.0,92.0,92.0,87.0,,,,,,Carabine 50m 3x40,50m Men.pdf
35,Qualification,BAUDOIN Romain,2018-07-17,Championnat de France 25/50 m 2017,,503 Carabine 3 x 40 Seniors 1,1096.0,,,89.0,92.0,90.0,92.0,96.0,96.0,93.0,95.0,94.0,88.0,88.0,83.0,,,,,,Carabine 50m 3x40,50m Men.pdf
36,Qualification,AMARDHEIL Eric,2018-07-17,Championnat de France 25/50 m 2017,,503 Carabine 3 x 40 Seniors 1,1095.0,,,94.0,88.0,90.0,91.0,96.0,94.0,98.0,96.0,88.0,86.0,89.0,85.0,,,,,,Carabine 50m 3x40,50m Men.pdf
37,Qualification,BLEUZEN Jonathan,2018-07-17,Championnat de France 25/50 m 2017,,503 Carabine 3 x 40 Seniors 1,1094.0,,,91.0,93.0,94.0,96.0,96.0,93.0,94.0,94.0,87.0,86.0,90.0,80.0,,,,,,Carabine 50m 3x40,50m Men.pdf
38,Qualification,DOUBLEIN Mickaël,2018-07-17,Championnat de France 25/50 m 2017,,503 Carabine 3 x 40 Seniors 1,1093.0,,,90.0,91.0,93.0,91.0,95.0,92.0,97.0,95.0,83.0,87.0,90.0,89.0,,,,,,Carabine 50m 3x40,50m Men.pdf
39,Qualification,LEGRAND Pierre,2018-07-17,Championnat de France 25/50 m 2017,,503 Carabine 3 x 40 Seniors 1,1092.0,,,94.0,85.0,87.0,90.0,95.0,93.0,98.0,96.0,89.0,87.0,88.0,90.0,,,,,,Carabine 50m 3x40,50m Men.pdf
40,Qualification,LABORIE Frédéric,2018-07-17,Championnat de France 25/50 m 2017,,503 Carabine 3 x 40 Seniors 1,1092.0,,,97.0,91.0,94.0,88.0,94.0,95.0,95.0,98.0,83.0,82.0,88.0,87.0,,,,,,Carabine 50m 3x40,50m Men.pdf
41,Qualification,HATTON Geoffroy,2018-07-17,Championnat de France 25/50 m 2017,,503 Carabine 3 x 40 Seniors 1,1091.0,,,86.0,90.0,88.0,86.0,99.0,100.0,98.0,94.0,86.0,91.0,88.0,85.0,,,,,,Carabine 50m 3x40,50m Men.pdf
42,Qualification,FERRAND Vincent,2018-07-17,Championnat de France 25/50 m 2017,,503 Carabine 3 x 40 Seniors 1,1090.0,,,91.0,96.0,92.0,90.0,94.0,96.0,95.0,95.0,82.0,91.0,84.0,84.0,,,,,,Carabine 50m 3x40,50m Men.pdf
43,Qualification,NICOLAS Fabrice,2018-07-17,Championnat de France 25/50 m 2017,,503 Carabine 3 x 40 Seniors 1,1088.0,,,93.0,88.0,87.0,90.0,98.0,97.0,94.0,96.0,85.0,89.0,84.0,87.0,,,,,,Carabine 50m 3x40,50m Men.pdf
44,Qualification,BURTEL Gautier,2018-07-17,Championnat de France 25/50 m 2017,,503 Carabine 3 x 40 Seniors 1,1084.0,,,85.0,87.0,93.0,86.0,95.0,92.0,91.0,95.0,89.0,91.0,88.0,92.0,,,,,,Carabine 50m 3x40,50m Men.pdf
45,Qualification,BERGERET Fabrice,2018-07-17,Championnat de France 25/50 m 2017,,503 Carabine 3 x 40 Seniors 1,1084.0,,,90.0,86.0,91.0,94.0,95.0,98.0,97.0,97.0,83.0,80.0,87.0,86.0,,,,,,Carabine 50m 3x40,50m Men.pdf
46,Qualification,RENAUD Joël,2018-07-17,Championnat de France 25/50 m 2017,,503 Carabine 3 x 40 Seniors 1,1083.0,,,86.0,92.0,90.0,87.0,94.0,99.0,95.0,94.0,90.0,80.0,92.0,84.0,,,,,,Carabine 50m 3x40,50m Men.pdf
47,Qualification,COLLOT Guillaume,2018-07-17,Championnat de France 25/50 m 2017,,503 Carabine 3 x 40 Seniors 1,1083.0,,,92.0,87.0,88.0,89.0,94.0,95.0,96.0,97.0,78.0,88.0,86.0,93.0,,,,,,Carabine 50m 3x40,50m Men.pdf
48,Qualification,STAUT Joël,2018-07-17,Championnat de France 25/50 m 2017,,503 Carabine 3 x 40 Seniors 1,1082.0,,,90.0,94.0,86.0,87.0,99.0,95.0,97.0,97.0,80.0,88.0,85.0,84.0,,,,,,Carabine 50m 3x40,50m Men.pdf
49,Qualification,CAVALLI Imene,2018-07-17,Championnat de France 25/50 m 2017,,503 Carabine 3 x 40 Seniors 1,1078.0,,,91.0,89.0,90.0,82.0,92.0,95.0,99.0,97.0,87.0,87.0,82.0,87.0,,,,,,Carabine 50m 3x40,50m Men.pdf
50,Qualification,SAZIO Christophe,2018-07-17,Championnat de France 25/50 m 2017,,503 Carabine 3 x 40 Seniors 1,1077.0,,,84.0,93.0,84.0,85.0,92.0,95.0,98.0,95.0,89.0,89.0,82.0,91.0,,,,,,Carabine 50m 3x40,50m Men.pdf
51,Qualification,MAXY Franck,2018-07-17,Championnat de France 25/50 m 2017,,503 Carabine 3 x 40 Seniors 1,1076.0,,,89.0,88.0,89.0,91.0,94.0,94.0,94.0,95.0,84.0,86.0,80.0,92.0,,,,,,Carabine 50m 3x40,50m Men.pdf
52,Qualification,MARTIN Sébastien,2018-07-17,Championnat de France 25/50 m 2017,,503 Carabine 3 x 40 Seniors 1,1069.0,,,88.0,87.0,90.0,86.0,93.0,95.0,93.0,98.0,86.0,84.0,84.0,85.0,,,,,,Carabine 50m 3x40,50m Men.pdf
53,Qualification,BEDEL Lionel,2018-07-17,Championnat de France 25/50 m 2017,,503 Carabine 3 x 40 Seniors 1,1068.0,,,87.0,92.0,87.0,87.0,94.0,96.0,94.0,91.0,82.0,87.0,88.0,83.0,,,,,,Carabine 50m 3x40,50m Men.pdf
54,Qualification,NOURRISSEAU Romain,2018-07-17,Championnat de France 25/50 m 2017,,503 Carabine 3 x 40 Seniors 1,1067.0,,,93.0,93.0,91.0,87.0,89.0,87.0,96.0,92.0,86.0,83.0,87.0,83.0,,,,,,Carabine 50m 3x40,50m Men.pdf
1,Qualification + Final,MATTE Romane,2018-07-17,Championnat de France 25/50 m 2017,,502 Carabine 3 x 20 Dames 1,588.0,449.7,,97.0,97.0,99.0,98.0,98.0,99.0,,,,,,,,,,,,Carabine 50m 3x20,50m Women.pdf
2,Qualification + Final,OLRY Jennifer,2018-07-17,Championnat de France 25/50 m 2017,,502 Carabine 3 x 20 Dames 1,583.0,424.3,,97.0,96.0,99.0,98.0,98.0,95.0,,,,,,,,,,,,Carabine 50m 3x20,50m Women.pdf
3,Qualification + Final,MUGLER Marine,2018-07-17,Championnat de France 25/50 m 2017,,502 Carabine 3 x 20 Dames 1,577.0,437.6,,94.0,98.0,96.0,98.0,94.0,97.0,,,,,,,,,,,,Carabine 50m 3x20,50m Women.pdf
4,Qualification + Final,SIMON Manon,2018-07-17,Championnat de France 25/50 m 2017,,502 Carabine 3 x 20 Dames 1,572.0,397.0,,94.0,93.0,99.0,100.0,94.0,92.0,,,,,,,,,,,,Carabine 50m 3x20,50m Women.pdf
5,Qualification + Final,FOURNIER Marie,2018-07-17,Championnat de France 25/50 m 2017,,502 Carabine 3 x 20 Dames 1,567.0,379.5,,96.0,95.0,99.0,97.0,90.0,90.0,,,,,,,,,,,,Carabine 50m 3x20,50m Women.pdf
6,Qualification + Final,ROBERT Sarah,2018-07-17,Championnat de France 25/50 m 2017,,502 Carabine 3 x 20 Dames 1,567.0,414.1,,95.0,96.0,95.0,95.0,89.0,97.0,,,,,,,,,,,,Carabine 50m 3x20,50m Women.pdf
7,Qualification + Final,HUARD Samira,2018-07-17,Championnat de France 25/50 m 2017,,502 Carabine 3 x 20 Dames 1,566.0,449.1,,96.0,93.0,96.0,97.0,91.0,93.0,,,,,,,,,,,,Carabine 50m 3x20,50m Women.pdf
8,Qualification,WINTENBERGER Emilie,2018-07-17,Championnat de France 25/50 m 2017,,502 Carabine 3 x 20 Dames 1,564.0,,,95.0,94.0,97.0,95.0,93.0,90.0,,,,,,,,,,,,Carabine 50m 3x20,50m Women.pdf
9,Qualification,ARDELET Céline,2018-07-17,Championnat de France 25/50 m 2017,,502 Carabine 3 x 20 Dames 1,564.0,,,96.0,96.0,95.0,96.0,92.0,89.0,,,,,,,,,,,,Carabine 50m 3x20,50m Women.pdf
10,Qualification,BISTON Agathe,2018-07-17,Championnat de France 25/50 m 2017,,502 Carabine 3 x 20 Dames 1,561.0,,,90.0,91.0,98.0,94.0,89.0,99.0,,,,,,,,,,,,Carabine 50m 3x20,50m Women.pdf
11,Qualification,DECOMBLE Virginie,2018-07-17,Championnat de France 25/50 m 2017,,502 Carabine 3 x 20 Dames 1,557.0,,,92.0,92.0,95.0,97.0,91.0,90.0,,,,,,,,,,,,Carabine 50m 3x20,50m Women.pdf
12,Qualification,CHUARD Christine,2018-07-17,Championnat de France 25/50 m 2017,,502 Carabine 3 x 20 Dames 1,555.0,,,89.0,91.0,96.0,95.0,92.0,92.0,,,,,,,,,,,,Carabine 50m 3x20,50m Women.pdf
13,Qualification,ROY Marie,2018-07-17,Championnat de France 25/50 m 2017,,502 Carabine 3 x 20 Dames 1,553.0,,,92.0,90.0,98.0,95.0,91.0,87.0,,,,,,,,,,,,Carabine 50m 3x20,50m Women.pdf
14,Qualification,GRANDEMANGE Maryline,2018-07-17,Championnat de France 25/50 m 2017,,502 Carabine 3 x 20 Dames 1,552.0,,,92.0,90.0,93.0,94.0,90.0,93.0,,,,,,,,,,,,Carabine 50m 3x20,50m Women.pdf
15,Qualification,SENEGAS Camille,2018-07-17,Championnat de France 25/50 m 2017,,502 Carabine 3 x 20 Dames 1,547.0,,,96.0,94.0,97.0,97.0,82.0,81.0,,,,,,,,,,,,Carabine 50m 3x20,50m Women.pdf
16,Qualification,ROMECKI Victoria,2018-07-17,Championnat de France 25/50 m 2017,,502 Carabine 3 x 20 Dames 1,544.0,,,90.0,93.0,94.0,91.0,91.0,85.0,,,,,,,,,,,,Carabine 50m 3x20,50m Women.pdf
17,Qualification,CAVALLI Imene,2018-07-17,Championnat de France 25/50 m 2017,,502 Carabine 3 x 20 Dames 1,543.0,,,92.0,89.0,95.0,95.0,87.0,85.0,,,,,,,,,,,,Carabine 50m 3x20,50m Women.pdf
