Rank,Phase,about,date,competition,Location,Description,Total,score_finale,mouches,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,P1,P2,P3,P4,P5,Épreuve,source_pdf
11,Qualification,GAUDEMER Thomas,2019-01-29,Championnat de France 10/18m Lanester 2019,Lanester,104 Carabine 10 mètres Cadets garçons,601.0,,,101.9,102.7,95.9,103.4,98.9,98.2,,,,,,,,,,,,Carabine 10m,10m Cadet Men_2019.pdf
12,Qualification,DELATTRE Théo,2019-01-29,Championnat de France 10/18m Lanester 2019,Lanester,104 Carabine 10 mètres Cadets garçons,600.9,,,100.7,99.8,99.4,99.5,102.5,99.0,,,,,,,,,,,,Carabine 10m,10m Cadet Men_2019.pdf
13,Qualification,HOELTZEL Lucas,2019-01-29,Championnat de France 10/18m Lanester 2019,Lanester,104 Carabine 10 mètres Cadets garçons,600.8,,,99.6,101.4,101.2,97.9,100.2,100.5,,,,,,,,,,,,Carabine 10m,10m Cadet Men_2019.pdf
14,Qualification,CROTTET Bartholomé,2019-01-29,Championnat de France 10/18m Lanester 2019,Lanester,104 Carabine 10 mètres Cadets garçons,600.7,,,100.2,100.7,100.7,100.4,98.4,100.3,,,,,,,,,,,,Carabine 10m,10m Cadet Men_2019.pdf
15,Qualification,BAILLY Nathan,2019-01-29,Championnat de France 10/18m Lanester 2019,Lanester,104 Carabine 10 mètres Cadets garçons,600.7,,,101.2,100.8,100.3,102.1,97.3,99.0,,,,,,,,,,,,Carabine 10m,10m Cadet Men_2019.pdf
16,Qualification,PASCAL Mathis,2019-01-29,Championnat de France 10/18m Lanester 2019,Lanester,104 Carabine 10 mètres Cadets garçons,598.5,,,98.1,102.1,101.4,100.7,96.4,99.8,,,,,,,,,,,,Carabine 10m,10m Cadet Men_2019.pdf
17,Qualification,SCHWENK Nathan,2019-01-29,Championnat de France 10/18m Lanester 2019,Lanester,104 Carabine 10 mètres Cadets garçons,598.4,,,98.6,102.6,97.1,100.1,100.4,99.6,,,,,,,,,,,,Carabine 10m,10m Cadet Men_2019.pdf
18,Qualification,NEVEU Maël,2019-01-29,Championnat de France 10/18m Lanester 2019,Lanester,104 Carabine 10 mètres Cadets garçons,597.2,,,98.8,98.3,100.6,99.8,100.4,99.3,,,,,,,,,,,,Carabine 10m,10m Cadet Men_2019.pdf
19,Qualification,PONSARDIN Romain,2019-01-29,Championnat de France 10/18m Lanester 2019,Lanester,104 Carabine 10 mètres Cadets garçons,596.7,,,99.7,97.9,102.2,97.6,98.2,101.1,,,,,,,,,,,,Carabine 10m,10m Cadet Men_2019.pdf
20,Qualification,CARTON Gérard,2019-01-29,Championnat de France 10/18m Lanester 2019,Lanester,104 Carabine 10 mètres Cadets garçons,596.6,,,101.0,101.0,97.1,99.4,100.6,97.5,,,,,,,,,,,,Carabine 10m,10m Cadet Men_2019.pdf
21,Qualification,SABATIER Steven,2019-01-29,Championnat de France 10/18m Lanester 2019,Lanester,104 Carabine 10 mètres Cadets garçons,596.5,,,94.7,100.2,100.1,100.2,102.3,99.0,,,,,,,,,,,,Carabine 10m,10m Cadet Men_2019.pdf
22,Qualification,VIDAL Adrien,2019-01-29,Championnat de France 10/18m Lanester 2019,Lanester,104 Carabine 10 mètres Cadets garçons,596.3,,,102.2,99.6,97.6,101.4,96.2,99.3,,,,,,,,,,,,Carabine 10m,10m Cadet Men_2019.pdf
23,Qualification,DARFEUILLE Ancelin,2019-01-29,Championnat de France 10/18m Lanester 2019,Lanester,104 Carabine 10 mètres Cadets garçons,596.1,,,100.9,100.4,98.8,98.6,97.6,99.8,,,,,,,,,,,,Carabine 10m,10m Cadet Men_2019.pdf
24,Qualification,CHAUDEL Clément,2019-01-29,Championnat de France 10/18m Lanester 2019,Lanester,104 Carabine 10 mètres Cadets garçons,596.0,,,99.8,99.6,100.8,97.3,98.5,100.0,,,,,,,,,,,,Carabine 10m,10m Cadet Men_2019.pdf
25,Qualification,REBILLON Thomas,2019-01-29,Championnat de France 10/18m Lanester 2019,Lanester,104 Carabine 10 mètres Cadets garçons,594.9,,,98.7,99.5,98.4,98.6,101.6,98.1,,,,,,,,,,,,Carabine 10m,10m Cadet Men_2019.pdf
26,Qualification,CASPAR Simon,2019-01-29,Championnat de France 10/18m Lanester 2019,Lanester,104 Carabine 10 mètres Cadets garçons,594.9,,,103.2,97.1,101.6,96.7,97.8,98.5,,,,,,,,,,,,Carabine 10m,10m Cadet Men_2019.pdf
27,Qualification,LEFEVRE Gautier,2019-01-29,Championnat de France 10/18m Lanester 2019,Lanester,104 Carabine 10 mètres Cadets garçons,594.8,,,97.0,97.7,99.6,101.9,98.7,99.9,,,,,,,,,,,,Carabine 10m,10m Cadet Men_2019.pdf
28,Qualification,SAMPEDRO Luca,2019-01-29,Championnat de France 10/18m Lanester 2019,Lanester,104 Carabine 10 mètres Cadets garçons,594.7,,,98.8,101.0,95.8,101.5,97.9,99.7,,,,,,,,,,,,Carabine 10m,10m Cadet Men_2019.pdf
29,Qualification,HEMERY Hugo,2019-01-29,Championnat de France 10/18m Lanester 2019,Lanester,104 Carabine 10 mètres Cadets garçons,594.5,,,97.5,94.6,101.3,101.6,97.9,101.6,,,,,,,,,,,,Carabine 10m,10m Cadet Men_2019.pdf
30,Qualification,KOCHER Dorian,2019-01-29,Championnat de France 10/18m Lanester 2019,Lanester,104 Carabine 10 mètres Cadets garçons,593.9,,,97.5,102.5,96.9,100.3,97.9,98.8,,,,,,,,,,,,Carabine 10m,10m Cadet Men_2019.pdf
31,Qualification,BALTZER Vincent,2019-01-29,Championnat de France 10/18m Lanester 2019,Lanester,104 Carabine 10 mètres Cadets garçons,593.8,,,98.2,98.6,102.5,97.3,98.5,98.7,,,,,,,,,,,,Carabine 10m,10m Cadet Men_2019.pdf
32,Qualification,MARTEAU Antonin,2019-01-29,Championnat de France 10/18m Lanester 2019,Lanester,104 Carabine 10 mètres Cadets garçons,593.3,,,101.3,96.5,97.8,100.6,100.4,96.7,,,,,,,,,,,,Carabine 10m,10m Cadet Men_2019.pdf
33,Qualification,JULLEMIER Mathurin,2019-01-29,Championnat de France 10/18m Lanester 2019,Lanester,104 Carabine 10 mètres Cadets garçons,591.9,,,98.9,100.6,98.7,97.8,99.9,96.0,,,,,,,,,,,,Carabine 10m,10m Cadet Men_2019.pdf
34,Qualification,GARCIA-FERNANDEZ Manuel,2019-01-29,Championnat de France 10/18m Lanester 2019,Lanester,104 Carabine 10 mètres Cadets garçons,591.9,,,96.2,99.7,97.6,99.8,98.5,100.1,,,,,,,,,,,,Carabine 10m,10m Cadet Men_2019.pdf
35,Qualification,SARRES Clément,2019-01-29,Championnat de France 10/18m Lanester 2019,Lanester,104 Carabine 10 mètres Cadets garçons,591.3,,,99.0,99.0,99.2,96.9,97.2,100.0,,,,,,,,,,,,Carabine 10m,10m Cadet Men_2019.pdf
36,Qualification,AUFRERE Romain,2019-01-29,Championnat de France 10/18m Lanester 2019,Lanester,104 Carabine 10 mètres Cadets garçons,591.2,,,101.2,97.8,97.2,98.7,95.8,100.5,,,,,,,,,,,,Carabine 10m,10m Cadet Men_2019.pdf
37,Qualification,HANZO François,2019-01-29,Championnat de France 10/18m Lanester 2019,Lanester,104 Carabine 10 mètres Cadets garçons,589.9,,,101.2,96.7,96.7,97.7,100.3,97.3,,,,,,,,,,,,Carabine 10m,10m Cadet Men_2019.pdf
38,Qualification,PELLEGRINI Eymeric,2019-01-29,Championnat de France 10/18m Lanester 2019,Lanester,104 Carabine 10 mètres Cadets garçons,589.7,,,98.3,98.3,97.8,99.8,98.8,96.7,,,,,,,,,,,,Carabine 10m,10m Cadet Men_2019.pdf
39,Qualification,JEANNIN Yoan,2019-01-29,Championnat de France 10/18m Lanester 2019,Lanester,104 Carabine 10 mètres Cadets garçons,589.5,,,97.6,99.7,97.0,95.9,101.8,97.5,,,,,,,,,,,,Carabine 10m,10m Cadet Men_2019.pdf
40,Qualification,DANILO Enzo,2019-01-29,Championnat de France 10/18m Lanester 2019,Lanester,104 Carabine 10 mètres Cadets garçons,589.5,,,98.7,98.5,99.1,98.9,95.7,98.6,,,,,,,,,,,,Carabine 10m,10m Cadet Men_2019.pdf
41,Qualification,CHAIGNON Fabien,2019-01-29,Championnat de France 10/18m Lanester 2019,Lanester,104 Carabine 10 mètres Cadets garçons,589.3,,,94.7,97.9,94.8,100.3,102.6,99.0,,,,,,,,,,,,Carabine 10m,10m Cadet Men_2019.pdf
42,Qualification,TRUMEAU Armand,2019-01-29,Championnat de France 10/18m Lanester 2019,Lanester,104 Carabine 10 mètres Cadets garçons,588.9,,,96.7,98.6,99.9,100.4,97.0,96.3,,,,,,,,,,,,Carabine 10m,10m Cadet Men_2019.pdf
43,Qualification,DEBAIN Valentin,2019-01-29,Championnat de France 10/18m Lanester 2019,Lanester,104 Carabine 10 mètres Cadets garçons,588.8,,,99.1,98.3,97.0,98.3,100.3,95.8,,,,,,,,,,,,Carabine 10m,10m Cadet Men_2019.pdf
44,Qualification,VERDIER Valentin,2019-01-29,Championnat de France 10/18m Lanester 2019,Lanester,104 Carabine 10 mètres Cadets garçons,588.7,,,101.6,95.8,100.2,96.8,97.1,97.2,,,,,,,,,,,,Carabine 10m,10m Cadet Men_2019.pdf
45,Qualification,BESSIERE Lilian,2019-01-29,Championnat de France 10/18m Lanester 2019,Lanester,104 Carabine 10 mètres Cadets garçons,588.4,,,97.0,96.0,96.7,100.0,98.5,100.2,,,,,,,,,,,,Carabine 10m,10m Cadet Men_2019.pdf
46,Qualification,PAYGNARD Léandre,2019-01-29,Championnat de France 10/18m Lanester 2019,Lanester,104 Carabine 10 mètres Cadets garçons,588.3,,,98.0,99.8,99.3,96.4,96.7,98.1,,,,,,,,,,,,Carabine 10m,10m Cadet Men_2019.pdf
47,Qualification,MERCIER CHATAIGNER Dorian,2019-01-29,Championnat de France 10/18m Lanester 2019,Lanester,104 Carabine 10 mètres Cadets garçons,587.7,,,98.4,97.1,96.0,100.7,96.1,99.4,,,,,,,,,,,,Carabine 10m,10m Cadet Men_2019.pdf
48,Qualification,AVELINE Thibault,2019-01-29,Championnat de France 10/18m Lanester 2019,Lanester,104 Carabine 10 mètres Cadets garçons,587.5,,,98.4,96.8,97.3,95.9,100.6,98.5,,,,,,,,,,,,Carabine 10m,10m Cadet Men_2019.pdf
49,Qualification,GRANDADAM Téo,2019-01-29,Championnat de France 10/18m Lanester 2019,Lanester,104 Carabine 10 mètres Cadets garçons,587.3,,,98.0,99.9,99.5,94.5,98.8,96.6,,,,,,,,,,,,Carabine 10m,10m Cadet Men_2019.pdf
50,Qualification,BALL Théo,2019-01-29,Championnat de France 10/18m Lanester 2019,Lanester,104 Carabine 10 mètres Cadets garçons,587.3,,,97.5,100.0,99.0,100.7,96.7,93.4,,,,,,,,,,,,Carabine 10m,10m Cadet Men_2019.pdf
51,Qualification,DEMOL Hugo,2019-01-29,Championnat de France 10/18m Lanester 2019,Lanester,104 Carabine 10 mètres Cadets garçons,586.8,,,98.0,96.1,97.7,100.3,97.0,97.7,,,,,,,,,,,,Carabine 10m,10m Cadet Men_2019.pdf
52,Qualification,BEUGNON Matteo,2019-01-29,Championnat de France 10/18m Lanester 2019,Lanester,104 Carabine 10 mètres Cadets garçons,586.7,,,97.8,96.7,100.4,100.3,95.3,96.2,,,,,,,,,,,,Carabine 10m,10m Cadet Men_2019.pdf
53,Qualification,DEPAY Xavier,2019-01-29,Championnat de France 10/18m Lanester 2019,Lanester,104 Carabine 10 mètres Cadets garçons,586.5,,,97.2,100.2,94.2,96.9,98.5,99.5,,,,,,,,,,,,Carabine 10m,10m Cadet Men_2019.pdf
54,Qualification,GRULET Axel,2019-01-29,Championnat de France 10/18m Lanester 2019,Lanester,104 Carabine 10 mètres Cadets garçons,585.7,,,97.3,96.5,100.8,97.1,98.4,95.6,,,,,,,,,,,,Carabine 10m,10m Cadet Men_2019.pdf
55,Qualification,MIANO Alexandre,2019-01-29,Championnat de France 10/18m Lanester 2019,Lanester,104 Carabine 10 mètres Cadets garçons,585.3,,,94.9,101.8,98.5,98.2,93.9,98.0,,,,,,,,,,,,Carabine 10m,10m Cadet Men_2019.pdf
56,Qualification,ROUGÉ Mathis,2019-01-29,Championnat de France 10/18m Lanester 2019,Lanester,104 Carabine 10 mètres Cadets garçons,585.1,,,97.5,97.9,97.9,95.1,99.9,96.8,,,,,,,,,,,,Carabine 10m,10m Cadet Men_2019.pdf
57,Qualification,D'ALMEIDA Thomas,2019-01-29,Championnat de France 10/18m Lanester 2019,Lanester,104 Carabine 10 mètres Cadets garçons,584.9,,,97.4,94.6,99.4,95.9,100.5,97.1,,,,,,,,,,,,Carabine 10m,10m Cadet Men_2019.pdf
58,Qualification,ALT Julien,2019-01-29,Championnat de France 10/18m Lanester 2019,Lanester,104 Carabine 10 mètres Cadets garçons,584.9,,,99.2,98.3,95.5,99.2,95.6,97.1,,,,,,,,,,,,Carabine 10m,10m Cadet Men_2019.pdf
59,Qualification,SCALVINI Nicolas,2019-01-29,Championnat de France 10/18m Lanester 2019,Lanester,104 Carabine 10 mètres Cadets garçons,584.5,,,100.6,95.7,96.0,101.4,95.5,95.3,,,,,,,,,,,,Carabine 10m,10m Cadet Men_2019.pdf
60,Qualification,BLU Bastien,2019-01-29,Championnat de France 10/18m Lanester 2019,Lanester,104 Carabine 10 mètres Cadets garçons,584.2,,,98.5,100.2,96.3,96.6,98.0,94.6,,,,,,,,,,,,Carabine 10m,10m Cadet Men_2019.pdf
61,Qualification,PERARD Kylian,2019-01-29,Championnat de France 10/18m Lanester 2019,Lanester,104 Carabine 10 mètres Cadets garçons,584.1,,,97.4,96.9,94.7,99.6,98.6,96.9,,,,,,,,,,,,Carabine 10m,10m Cadet Men_2019.pdf
62,Qualification,TASSINARI Quentin,2019-01-29,Championnat de France 10/18m Lanester 2019,Lanester,104 Carabine 10 mètres Cadets garçons,583.1,,,96.2,93.0,99.4,98.3,99.4,96.8,,,,,,,,,,,,Carabine 10m,10m Cadet Men_2019.pdf
63,Qualification,ROUILLARD Natan,2019-01-29,Championnat de France 10/18m Lanester 2019,Lanester,104 Carabine 10 mètres Cadets garçons,583.1,,,98.7,93.4,99.2,98.1,94.6,99.1,,,,,,,,,,,,Carabine 10m,10m Cadet Men_2019.pdf
64,Qualification,PINGAUX Aymeric,2019-01-29,Championnat de France 10/18m Lanester 2019,Lanester,104 Carabine 10 mètres Cadets garçons,582.1,,,97.1,95.5,95.2,99.6,97.8,96.9,,,,,,,,,,,,Carabine 10m,10m Cadet Men_2019.pdf
65,Qualification,RAY Lilian,2019-01-29,Championnat de France 10/18m Lanester 2019,Lanester,104 Carabine 10 mètres Cadets garçons,582.1,,,97.1,95.6,96.9,94.2,97.4,100.9,,,,,,,,,,,,Carabine 10m,10m Cadet Men_2019.pdf
66,Qualification,MUNSCH Gabriel,2019-01-29,Championnat de France 10/18m Lanester 2019,Lanester,104 Carabine 10 mètres Cadets garçons,581.8,,,93.8,95.8,97.5,99.0,98.2,97.5,,,,,,,,,,,,Carabine 10m,10m Cadet Men_2019.pdf
67,Qualification,GRICOURT TONDU Mathys,2019-01-29,Championnat de France 10/18m Lanester 2019,Lanester,104 Carabine 10 mètres Cadets garçons,581.5,,,98.1,93.8,96.8,101.8,95.4,95.6,,,,,,,,,,,,Carabine 10m,10m Cadet Men_2019.pdf
68,Qualification,KIELBASA Clément,2019-01-29,Championnat de France 10/18m Lanester 2019,Lanester,104 Carabine 10 mètres Cadets garçons,580.8,,,99.3,97.4,97.9,98.4,95.6,92.2,,,,,,,,,,,,Carabine 10m,10m Cadet Men_2019.pdf
69,Qualification,GROS Alexis,2019-01-29,Championnat de France 10/18m Lanester 2019,Lanester,104 Carabine 10 mètres Cadets garçons,580.5,,,93.3,95.4,97.5,101.0,97.9,95.4,,,,,,,,,,,,Carabine 10m,10m Cadet Men_2019.pdf
70,Qualification,GOUNELLE Maxime,2019-01-29,Championnat de France 10/18m Lanester 2019,Lanester,104 Carabine 10 mètres Cadets garçons,578.9,,,96.8,96.1,93.9,97.1,96.2,98.8,,,,,,,,,,,,Carabine 10m,10m Cadet Men_2019.pdf
71,Qualification,BALERET Joris,2019-01-29,Championnat de France 10/18m Lanester 2019,Lanester,104 Carabine 10 mètres Cadets garçons,578.4,,,96.9,98.6,95.0,95.6,95.5,96.8,,,,,,,,,,,,Carabine 10m,10m Cadet Men_2019.pdf
72,Qualification,DALLE Arthur,2019-01-29,Championnat de France 10/18m Lanester 2019,Lanester,104 Carabine 10 mètres Cadets garçons,578.2,,,97.4,97.3,97.3,97.8,91.7,96.7,,,,,,,,,,,,Carabine 10m,10m Cadet Men_2019.pdf
73,Qualification,CAHUZAC Florian,2019-01-29,Championnat de France 10/18m Lanester 2019,Lanester,104 Carabine 10 mètres Cadets garçons,576.7,,,97.3,95.0,97.2,98.7,97.4,91.1,,,,,,,,,,,,Carabine 10m,10m Cadet Men_2019.pdf
74,Qualification,CADAS Sébastien,2019-01-29,Championnat de France 10/18m Lanester 2019,Lanester,104 Carabine 10 mètres Cadets garçons,575.9,,,96.8,92.0,97.7,98.7,96.9,93.8,,,,,,,,,,,,Carabine 10m,10m Cadet Men_2019.pdf
75,Qualification,GABORIT Killian,2019-01-29,Championnat de France 10/18m Lanester 2019,Lanester,104 Carabine 10 mètres Cadets garçons,574.8,,,98.5,97.7,97.3,92.0,94.0,95.3,,,,,,,,,,,,Carabine 10m,10m Cadet Men_2019.pdf
76,Qualification,BALLOUARD Thomas,2019-01-29,Championnat de France 10/18m Lanester 2019,Lanester,104 Carabine 10 mètres Cadets garçons,568.5,,,94.9,96.2,95.1,90.8,95.1,96.4,,,,,,,,,,,,Carabine 10m,10m Cadet Men_2019.pdf
77,Qualification,COUTAND Anthony,2019-01-29,Championnat de France 10/18m Lanester 2019,Lanester,104 Carabine 10 mètres Cadets garçons,564.6,,,97.3,95.5,94.4,94.4,90.0,93.0,,,,,,,,,,,,Carabine 10m,10m Cadet Men_2019.pdf
78,Qualification,BLAIN Charles,2019-01-29,Championnat de France 10/18m Lanester 2019,Lanester,104 Carabine 10 mètres Cadets garçons,560.9,,,93.1,94.2,90.9,97.0,94.0,91.7,,,,,,,,,,,,Carabine 10m,10m Cadet Men_2019.pdf
79,Qualification,MALL Bastien,2019-01-29,Championnat de France 10/18m Lanester 2019,Lanester,104 Carabine 10 mètres Cadets garçons,560.7,,,91.8,96.4,86.5,99.2,97.9,88.9,,,,,,,,,,,,Carabine 10m,10m Cadet Men_2019.pdf
80,Qualification,BOUCHE Mathieu,2019-01-29,Championnat de France 10/18m Lanester 2019,Lanester,104 Carabine 10 mètres Cadets garçons,558.3,,,89.0,96.8,88.5,95.8,89.2,99.0,,,,,,,,,,,,Carabine 10m,10m Cadet Men_2019.pdf
81,Qualification,LATORSE Pierre,2019-01-29,Championnat de France 10/18m Lanester 2019,Lanester,104 Carabine 10 mètres Cadets garçons,558.2,,,95.4,92.8,91.0,96.3,90.1,92.6,,,,,,,,,,,,Carabine 10m,10m Cadet Men_2019.pdf
82,Qualification,REISDORF Paul,2019-01-29,Championnat de France 10/18m Lanester 2019,Lanester,104 Carabine 10 mètres Cadets garçons,556.2,,,92.1,93.8,93.0,92.8,92.2,92.3,,,,,,,,,,,,Carabine 10m,10m Cadet Men_2019.pdf
83,Qualification,BALLENGHIEN Thomas,2019-01-29,Championnat de France 10/18m Lanester 2019,Lanester,104 Carabine 10 mètres Cadets garçons,555.8,,,93.2,93.8,84.8,89.9,97.2,96.9,,,,,,,,,,,,Carabine 10m,10m Cadet Men_2019.pdf
1,Qualification + Final,ERDMANN Emmanuelle,2019-01-29,Championnat de France 10/18m Lanester 2019,Lanester,104 Carabine 10 mètres Cadets filles,626.7,251.0,,105.6,104.2,103.5,102.4,104.8,106.2,,,,,,,,,,,,Carabine 10m,10m Cadet Women_2019.pdf
2,Qualification + Final,MULLER Océanne,2019-01-29,Championnat de France 10/18m Lanester 2019,Lanester,104 Carabine 10 mètres Cadets filles,625.9,227.9,,103.2,105.2,105.1,104.1,103.9,104.4,,,,,,,,,,,,Carabine 10m,10m Cadet Women_2019.pdf
3,Qualification + Final,GOMEZ Emilie,2019-01-29,Championnat de France 10/18m Lanester 2019,Lanester,104 Carabine 10 mètres Cadets filles,624.3,247.7,,102.9,105.7,104.3,104.1,104.2,103.1,,,,,,,,,,,,Carabine 10m,10m Cadet Women_2019.pdf
4,Qualification + Final,GENG Alexandra,2019-01-29,Championnat de France 10/18m Lanester 2019,Lanester,104 Carabine 10 mètres Cadets filles,611.7,139.5,,100.6,101.9,102.6,102.4,101.4,102.8,,,,,,,,,,,,Carabine 10m,10m Cadet Women_2019.pdf
5,Qualification + Final,GUILBAUD Manon,2019-01-29,Championnat de France 10/18m Lanester 2019,Lanester,104 Carabine 10 mètres Cadets filles,609.6,171.0,,102.6,103.8,98.4,101.5,103.0,100.3,,,,,,,,,,,,Carabine 10m,10m Cadet Women_2019.pdf
6,Qualification + Final,KNOPPERS Gwenn,2019-01-29,Championnat de France 10/18m Lanester 2019,Lanester,104 Carabine 10 mètres Cadets filles,607.9,116.3,,99.5,101.7,103.3,99.1,100.7,103.6,,,,,,,,,,,,Carabine 10m,10m Cadet Women_2019.pdf
7,Qualification + Final,DEVAUX Cassandre,2019-01-29,Championnat de France 10/18m Lanester 2019,Lanester,104 Carabine 10 mètres Cadets filles,605.1,160.0,,100.1,99.2,100.7,102.0,102.0,101.1,,,,,,,,,,,,Carabine 10m,10m Cadet Women_2019.pdf
8,Qualification + Final,KISSENBERGER Lucie,2019-01-29,Championnat de France 10/18m Lanester 2019,Lanester,104 Carabine 10 mètres Cadets filles,605.1,201.1,,101.0,102.2,100.8,100.6,100.1,100.4,,,,,,,,,,,,Carabine 10m,10m Cadet Women_2019.pdf
9,Qualification,KRAL Elodie,2019-01-29,Championnat de France 10/18m Lanester 2019,Lanester,104 Carabine 10 mètres Cadets filles,605.0,,,101.3,100.8,99.5,99.8,101.2,102.4,,,,,,,,,,,,Carabine 10m,10m Cadet Women_2019.pdf
10,Qualification,FRAISSE Justine,2019-01-29,Championnat de France 10/18m Lanester 2019,Lanester,104 Carabine 10 mètres Cadets filles,604.8,,,99.9,98.1,99.8,102.4,101.5,103.1,,,,,,,,,,,,Carabine 10m,10m Cadet Women_2019.pdf
11,Qualification,TERRASSON Lisa,2019-01-29,Championnat de France 10/18m Lanester 2019,Lanester,104 Carabine 10 mètres Cadets filles,604.5,,,101.9,100.5,103.2,101.7,98.9,98.3,,,,,,,,,,,,Carabine 10m,10m Cadet Women_2019.pdf
12,Qualification,BLANCHARD Léa,2019-01-29,Championnat de France 10/18m Lanester 2019,Lanester,104 Carabine 10 mètres Cadets filles,604.4,,,100.5,100.1,100.8,101.9,100.2,100.9,,,,,,,,,,,,Carabine 10m,10m Cadet Women_2019.pdf
13,Qualification,JEANNIN Justine,2019-01-29,Championnat de France 10/18m Lanester 2019,Lanester,104 Carabine 10 mètres Cadets filles,603.9,,,101.1,101.0,97.8,101.5,100.6,101.9,,,,,,,,,,,,Carabine 10m,10m Cadet Women_2019.pdf
14,Qualification,GOHLKE Alexandra,2019-01-29,Championnat de France 10/18m Lanester 2019,Lanester,104 Carabine 10 mètres Cadets filles,603.0,,,101.9,99.2,100.0,102.0,102.3,97.6,,,,,,,,,,,,Carabine 10m,10m Cadet Women_2019.pdf
15,Qualification,DIDIER Maëva,2019-01-29,Championnat de France 10/18m Lanester 2019,Lanester,104 Carabine 10 mètres Cadets filles,601.7,,,99.6,102.1,100.4,98.2,101.6,99.8,,,,,,,,,,,,Carabine 10m,10m Cadet Women_2019.pdf
16,Qualification,BOURDOT Manon,2019-01-29,Championnat de France 10/18m Lanester 2019,Lanester,104 Carabine 10 mètres Cadets filles,601.7,,,99.4,102.3,103.6,99.2,98.3,98.9,,,,,,,,,,,,Carabine 10m,10m Cadet Women_2019.pdf
17,Qualification,POURRE Gaëlle,2019-01-29,Championnat de France 10/18m Lanester 2019,Lanester,104 Carabine 10 mètres Cadets filles,601.6,,,101.9,99.7,99.7,99.6,99.5,101.2,,,,,,,,,,,,Carabine 10m,10m Cadet Women_2019.pdf
18,Qualification,BLARY Kiméa,2019-01-29,Championnat de France 10/18m Lanester 2019,Lanester,104 Carabine 10 mètres Cadets filles,601.6,,,100.8,102.7,99.1,102.5,99.3,97.2,,,,,,,,,,,,Carabine 10m,10m Cadet Women_2019.pdf
19,Qualification,BENSAID Léonie,2019-01-29,Championnat de France 10/18m Lanester 2019,Lanester,104 Carabine 10 mètres Cadets filles,601.5,,,101.8,100.9,101.8,100.4,98.9,97.7,,,,,,,,,,,,Carabine 10m,10m Cadet Women_2019.pdf
