Rank,Phase,about,date,competition,Location,Description,Total,score_finale,mouches,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,P1,P2,P3,P4,P5,Épreuve,source_pdf
12,Qualification,SAMPEDRO Luca,2016-02-13,Championnat de France 2024,Tarbes / Moulins,104 Carabine 10 mètres Juniors garçons,610.7,,,103.2,100.9,101.9,102.0,101.7,101.0,,,,,,,,,,,,Carabine 10m,10m Junior Men_2024.pdf
13,Qualification,JEANNIN Yoan,2016-02-13,Championnat de France 2024,Tarbes / Moulins,104 Carabine 10 mètres Juniors garçons,609.5,,,100.3,99.2,103.9,101.6,102.1,102.4,,,,,,,,,,,,Carabine 10m,10m Junior Men_2024.pdf
14,Qualification,LE GUELLEC,2016-02-13,Championnat de France 2024,Tarbes / Moulins,104 Carabine 10 mètres Juniors garçons,609.1,,,100.1,102.5,100.4,102.1,102.1,101.9,,,,,,,,,,,,Carabine 10m,10m Junior Men_2024.pdf
15,Qualification,NEUFELD Gauthier,2016-02-13,Championnat de France 2024,Tarbes / Moulins,104 Carabine 10 mètres Juniors garçons,608.6,,,101.8,102.7,100.8,100.2,99.3,103.8,,,,,,,,,,,,Carabine 10m,10m Junior Men_2024.pdf
16,Qualification,DUNI-GERMAIN Valentin,2016-02-13,Championnat de France 2024,Tarbes / Moulins,104 Carabine 10 mètres Juniors garçons,606.8,,,101.7,101.2,101.1,101.6,100.7,100.5,,,,,,,,,,,,Carabine 10m,10m Junior Men_2024.pdf
17,Qualification,COUTURIER Augustin,2016-02-13,Championnat de France 2024,Tarbes / Moulins,104 Carabine 10 mètres Juniors garçons,606.2,,,99.0,103.2,98.8,102.6,101.5,101.1,,,,,,,,,,,,Carabine 10m,10m Junior Men_2024.pdf
18,Qualification,DUHAGON Thibault,2016-02-13,Championnat de France 2024,Tarbes / Moulins,104 Carabine 10 mètres Juniors garçons,606.1,,,101.4,102.6,100.9,99.8,100.6,100.8,,,,,,,,,,,,Carabine 10m,10m Junior Men_2024.pdf
19,Qualification,HANZO François,2016-02-13,Championnat de France 2024,Tarbes / Moulins,104 Carabine 10 mètres Juniors garçons,604.5,,,101.2,99.5,100.0,100.8,100.7,102.3,,,,,,,,,,,,Carabine 10m,10m Junior Men_2024.pdf
20,Qualification,SAITRE Yanis,2016-02-13,Championnat de France 2024,Tarbes / Moulins,104 Carabine 10 mètres Juniors garçons,604.1,,,100.8,99.0,102.1,100.3,100.6,101.3,,,,,,,,,,,,Carabine 10m,10m Junior Men_2024.pdf
21,Qualification,KIELBASA Clément,2016-02-13,Championnat de France 2024,Tarbes / Moulins,104 Carabine 10 mètres Juniors garçons,603.7,,,100.5,102.5,101.5,101.2,99.7,98.3,,,,,,,,,,,,Carabine 10m,10m Junior Men_2024.pdf
22,Qualification,MASCLAUX PONS,2016-02-13,Championnat de France 2024,Tarbes / Moulins,104 Carabine 10 mètres Juniors garçons,602.8,,,101.1,100.4,98.5,100.3,101.2,101.3,,,,,,,,,,,,Carabine 10m,10m Junior Men_2024.pdf
23,Qualification,VINUALES Théo,2016-02-13,Championnat de France 2024,Tarbes / Moulins,104 Carabine 10 mètres Juniors garçons,602.7,,,101.9,99.5,100.7,101.1,100.6,98.9,,,,,,,,,,,,Carabine 10m,10m Junior Men_2024.pdf
24,Qualification,DE CANDIA,2016-02-13,Championnat de France 2024,Tarbes / Moulins,104 Carabine 10 mètres Juniors garçons,601.6,,,100.9,100.1,101.6,101.3,99.4,98.3,,,,,,,,,,,,Carabine 10m,10m Junior Men_2024.pdf
25,Qualification,VERCRUYSSE Maxime,2016-02-13,Championnat de France 2024,Tarbes / Moulins,104 Carabine 10 mètres Juniors garçons,600.2,,,98.3,100.6,100.0,101.5,100.0,99.8,,,,,,,,,,,,Carabine 10m,10m Junior Men_2024.pdf
26,Qualification,CUNY Maxime,2016-02-13,Championnat de France 2024,Tarbes / Moulins,104 Carabine 10 mètres Juniors garçons,599.9,,,100.9,101.0,98.9,97.9,97.4,103.8,,,,,,,,,,,,Carabine 10m,10m Junior Men_2024.pdf
27,Qualification,STEINMETZ Louis,2016-02-13,Championnat de France 2024,Tarbes / Moulins,104 Carabine 10 mètres Juniors garçons,599.7,,,96.9,99.4,100.0,99.3,100.4,103.7,,,,,,,,,,,,Carabine 10m,10m Junior Men_2024.pdf
28,Qualification,SCALVINI Nicolas,2016-02-13,Championnat de France 2024,Tarbes / Moulins,104 Carabine 10 mètres Juniors garçons,599.7,,,100.6,101.0,99.0,101.5,100.9,96.7,,,,,,,,,,,,Carabine 10m,10m Junior Men_2024.pdf
29,Qualification,KERAVAL Chenoa,2016-02-13,Championnat de France 2024,Tarbes / Moulins,104 Carabine 10 mètres Juniors garçons,599.1,,,98.6,97.2,101.3,101.2,101.3,99.5,,,,,,,,,,,,Carabine 10m,10m Junior Men_2024.pdf
30,Qualification,LEBEDEV Yvan,2016-02-13,Championnat de France 2024,Tarbes / Moulins,104 Carabine 10 mètres Juniors garçons,598.3,,,99.5,97.4,101.2,98.9,102.0,99.3,,,,,,,,,,,,Carabine 10m,10m Junior Men_2024.pdf
31,Qualification,FAIVRE Cédric,2016-02-13,Championnat de France 2024,Tarbes / Moulins,104 Carabine 10 mètres Juniors garçons,597.3,,,101.2,96.8,97.5,102.0,99.8,100.0,,,,,,,,,,,,Carabine 10m,10m Junior Men_2024.pdf
32,Qualification,STEPHAN Antoine,2016-02-13,Championnat de France 2024,Tarbes / Moulins,104 Carabine 10 mètres Juniors garçons,597.1,,,99.7,98.0,99.9,100.1,100.5,98.9,,,,,,,,,,,,Carabine 10m,10m Junior Men_2024.pdf
33,Qualification,ALT Yoan,2016-02-13,Championnat de France 2024,Tarbes / Moulins,104 Carabine 10 mètres Juniors garçons,597.0,,,96.9,99.0,99.1,100.1,101.9,100.0,,,,,,,,,,,,Carabine 10m,10m Junior Men_2024.pdf
34,Qualification,MAUREL Fabien,2016-02-13,Championnat de France 2024,Tarbes / Moulins,104 Carabine 10 mètres Juniors garçons,596.1,,,96.1,100.2,100.5,101.7,101.1,96.5,,,,,,,,,,,,Carabine 10m,10m Junior Men_2024.pdf
35,Qualification,LÊ Quentin,2016-02-13,Championnat de France 2024,Tarbes / Moulins,104 Carabine 10 mètres Juniors garçons,594.9,,,99.6,98.3,101.1,99.0,97.5,99.4,,,,,,,,,,,,Carabine 10m,10m Junior Men_2024.pdf
36,Qualification,DIDELOT Marin,2016-02-13,Championnat de France 2024,Tarbes / Moulins,104 Carabine 10 mètres Juniors garçons,594.5,,,99.5,98.9,97.3,100.0,101.0,97.8,,,,,,,,,,,,Carabine 10m,10m Junior Men_2024.pdf
37,Qualification,RITOPER Luce,2016-02-13,Championnat de France 2024,Tarbes / Moulins,104 Carabine 10 mètres Juniors garçons,593.5,,,101.1,96.8,100.1,99.8,97.7,98.0,,,,,,,,,,,,Carabine 10m,10m Junior Men_2024.pdf
38,Qualification,PELATAN Gabriel,2016-02-13,Championnat de France 2024,Tarbes / Moulins,104 Carabine 10 mètres Juniors garçons,593.3,,,96.7,98.5,96.6,100.5,100.8,100.2,,,,,,,,,,,,Carabine 10m,10m Junior Men_2024.pdf
39,Qualification,FAISANT Emmanuel,2016-02-13,Championnat de France 2024,Tarbes / Moulins,104 Carabine 10 mètres Juniors garçons,593.1,,,100.7,99.3,99.8,97.6,99.1,96.6,,,,,,,,,,,,Carabine 10m,10m Junior Men_2024.pdf
40,Qualification,CRISTOVAO Irving,2016-02-13,Championnat de France 2024,Tarbes / Moulins,104 Carabine 10 mètres Juniors garçons,592.9,,,97.1,100.0,101.3,98.7,97.0,98.8,,,,,,,,,,,,Carabine 10m,10m Junior Men_2024.pdf
41,Qualification,GRICOURT TONDU,2016-02-13,Championnat de France 2024,Tarbes / Moulins,104 Carabine 10 mètres Juniors garçons,592.1,,,100.4,98.0,95.9,97.3,101.0,99.5,,,,,,,,,,,,Carabine 10m,10m Junior Men_2024.pdf
42,Qualification,MARTIN Nolan,2016-02-13,Championnat de France 2024,Tarbes / Moulins,104 Carabine 10 mètres Juniors garçons,591.7,,,102.0,97.8,98.4,99.2,97.5,96.8,,,,,,,,,,,,Carabine 10m,10m Junior Men_2024.pdf
43,Qualification,CROTTET Andrew,2016-02-13,Championnat de France 2024,Tarbes / Moulins,104 Carabine 10 mètres Juniors garçons,591.6,,,100.3,97.5,100.0,93.3,100.4,100.1,,,,,,,,,,,,Carabine 10m,10m Junior Men_2024.pdf
44,Qualification,LIABASTRE Thibaut,2016-02-13,Championnat de France 2024,Tarbes / Moulins,104 Carabine 10 mètres Juniors garçons,591.4,,,95.1,97.6,100.4,98.3,98.8,101.2,,,,,,,,,,,,Carabine 10m,10m Junior Men_2024.pdf
45,Qualification,DANILO Enzo,2016-02-13,Championnat de France 2024,Tarbes / Moulins,104 Carabine 10 mètres Juniors garçons,591.4,,,99.4,98.2,98.7,94.9,99.6,100.6,,,,,,,,,,,,Carabine 10m,10m Junior Men_2024.pdf
46,Qualification,JACQUET Paul,2016-02-13,Championnat de France 2024,Tarbes / Moulins,104 Carabine 10 mètres Juniors garçons,591.2,,,99.4,98.5,98.2,99.6,98.3,97.2,,,,,,,,,,,,Carabine 10m,10m Junior Men_2024.pdf
47,Qualification,CROTTET Bartholomé,2016-02-13,Championnat de France 2024,Tarbes / Moulins,104 Carabine 10 mètres Juniors garçons,590.7,,,95.5,99.7,99.2,98.5,97.1,100.7,,,,,,,,,,,,Carabine 10m,10m Junior Men_2024.pdf
48,Qualification,BARELLE Loïs,2016-02-13,Championnat de France 2024,Tarbes / Moulins,104 Carabine 10 mètres Juniors garçons,589.6,,,96.0,99.7,98.9,99.4,94.9,100.7,,,,,,,,,,,,Carabine 10m,10m Junior Men_2024.pdf
49,Qualification,ORY Morgane,2016-02-13,Championnat de France 2024,Tarbes / Moulins,104 Carabine 10 mètres Juniors garçons,589.1,,,98.1,95.0,98.0,101.3,98.4,98.3,,,,,,,,,,,,Carabine 10m,10m Junior Men_2024.pdf
50,Qualification,JANKOWSKI Hugo,2016-02-13,Championnat de France 2024,Tarbes / Moulins,104 Carabine 10 mètres Juniors garçons,589.1,,,95.7,99.3,99.8,97.6,98.8,97.9,,,,,,,,,,,,Carabine 10m,10m Junior Men_2024.pdf
51,Qualification,BROSSIER Thomas,2016-02-13,Championnat de France 2024,Tarbes / Moulins,104 Carabine 10 mètres Juniors garçons,588.8,,,96.5,98.0,97.0,100.6,99.4,97.3,,,,,,,,,,,,Carabine 10m,10m Junior Men_2024.pdf
52,Qualification,PARDON Alban,2016-02-13,Championnat de France 2024,Tarbes / Moulins,104 Carabine 10 mètres Juniors garçons,588.1,,,98.2,97.3,97.8,98.1,98.9,97.8,,,,,,,,,,,,Carabine 10m,10m Junior Men_2024.pdf
53,Qualification,MENDES Titouan,2016-02-13,Championnat de France 2024,Tarbes / Moulins,104 Carabine 10 mètres Juniors garçons,586.1,,,95.6,97.9,100.7,96.6,98.0,97.3,,,,,,,,,,,,Carabine 10m,10m Junior Men_2024.pdf
54,Qualification,BOSSE Kévan,2016-02-13,Championnat de France 2024,Tarbes / Moulins,104 Carabine 10 mètres Juniors garçons,585.0,,,98.9,99.5,99.5,94.6,96.8,95.7,,,,,,,,,,,,Carabine 10m,10m Junior Men_2024.pdf
55,Qualification,JACQUEMIN Lucas,2016-02-13,Championnat de France 2024,Tarbes / Moulins,104 Carabine 10 mètres Juniors garçons,584.2,,,100.0,95.5,97.6,97.3,98.3,95.5,,,,,,,,,,,,Carabine 10m,10m Junior Men_2024.pdf
56,Qualification,MIGAUD Marceau,2016-02-13,Championnat de France 2024,Tarbes / Moulins,104 Carabine 10 mètres Juniors garçons,583.7,,,96.0,98.7,97.7,97.5,95.3,98.5,,,,,,,,,,,,Carabine 10m,10m Junior Men_2024.pdf
57,Qualification,PERDEREAU Hugo,2016-02-13,Championnat de France 2024,Tarbes / Moulins,104 Carabine 10 mètres Juniors garçons,583.5,,,95.8,94.0,94.9,102.7,99.0,97.1,,,,,,,,,,,,Carabine 10m,10m Junior Men_2024.pdf
58,Qualification,POPIER Théo,2016-02-13,Championnat de France 2024,Tarbes / Moulins,104 Carabine 10 mètres Juniors garçons,583.3,,,96.2,96.2,97.0,99.9,94.8,99.2,,,,,,,,,,,,Carabine 10m,10m Junior Men_2024.pdf
59,Qualification,CARON Chris,2016-02-13,Championnat de France 2024,Tarbes / Moulins,104 Carabine 10 mètres Juniors garçons,582.7,,,94.2,98.3,98.5,99.0,95.6,97.1,,,,,,,,,,,,Carabine 10m,10m Junior Men_2024.pdf
60,Qualification,BLIGNY Lucas,2016-02-13,Championnat de France 2024,Tarbes / Moulins,104 Carabine 10 mètres Juniors garçons,582.1,,,97.2,95.4,96.7,97.4,97.8,97.6,,,,,,,,,,,,Carabine 10m,10m Junior Men_2024.pdf
61,Qualification,PANNETIER Paul,2016-02-13,Championnat de France 2024,Tarbes / Moulins,104 Carabine 10 mètres Juniors garçons,581.8,,,97.9,95.9,101.0,97.2,94.6,95.2,,,,,,,,,,,,Carabine 10m,10m Junior Men_2024.pdf
62,Qualification,MANCOIS Thomas,2016-02-13,Championnat de France 2024,Tarbes / Moulins,104 Carabine 10 mètres Juniors garçons,581.3,,,97.1,98.0,97.7,97.1,94.9,96.5,,,,,,,,,,,,Carabine 10m,10m Junior Men_2024.pdf
63,Qualification,MAGASSOUBA Rayan,2016-02-13,Championnat de France 2024,Tarbes / Moulins,104 Carabine 10 mètres Juniors garçons,577.9,,,94.0,96.4,97.2,97.0,96.6,96.7,,,,,,,,,,,,Carabine 10m,10m Junior Men_2024.pdf
64,Qualification,CHENIKHAR Adrien-Arslan,2016-02-13,Championnat de France 2024,Tarbes / Moulins,104 Carabine 10 mètres Juniors garçons,577.4,,,98.2,95.9,97.6,99.2,93.8,92.7,,,,,,,,,,,,Carabine 10m,10m Junior Men_2024.pdf
65,Qualification,HORTALA Paul,2016-02-13,Championnat de France 2024,Tarbes / Moulins,104 Carabine 10 mètres Juniors garçons,576.6,,,95.9,98.7,96.8,96.5,94.8,93.9,,,,,,,,,,,,Carabine 10m,10m Junior Men_2024.pdf
66,Qualification,MICHAUD Mathieu,2016-02-13,Championnat de France 2024,Tarbes / Moulins,104 Carabine 10 mètres Juniors garçons,575.2,,,94.1,95.1,94.8,96.6,97.9,96.7,,,,,,,,,,,,Carabine 10m,10m Junior Men_2024.pdf
67,Qualification,KNOELL Loïc,2016-02-13,Championnat de France 2024,Tarbes / Moulins,104 Carabine 10 mètres Juniors garçons,574.8,,,91.4,94.3,99.4,99.8,96.7,93.2,,,,,,,,,,,,Carabine 10m,10m Junior Men_2024.pdf
68,Qualification,MORINAIS Titouan,2016-02-13,Championnat de France 2024,Tarbes / Moulins,104 Carabine 10 mètres Juniors garçons,574.0,,,90.1,95.7,95.1,98.5,99.3,95.3,,,,,,,,,,,,Carabine 10m,10m Junior Men_2024.pdf
69,Qualification,GOSGNACK Théodore,2016-02-13,Championnat de France 2024,Tarbes / Moulins,104 Carabine 10 mètres Juniors garçons,573.5,,,95.8,95.4,96.6,97.5,93.4,94.8,,,,,,,,,,,,Carabine 10m,10m Junior Men_2024.pdf
70,Qualification,IZOULET-PILATE Samuel,2016-02-13,Championnat de France 2024,Tarbes / Moulins,104 Carabine 10 mètres Juniors garçons,573.0,,,96.0,96.8,94.7,93.3,94.8,97.4,,,,,,,,,,,,Carabine 10m,10m Junior Men_2024.pdf
71,Qualification,EMORINE Loïc,2016-02-13,Championnat de France 2024,Tarbes / Moulins,104 Carabine 10 mètres Juniors garçons,572.7,,,94.9,97.5,94.4,96.0,94.3,95.6,,,,,,,,,,,,Carabine 10m,10m Junior Men_2024.pdf
72,Qualification,DHONT Hugo,2016-02-13,Championnat de France 2024,Tarbes / Moulins,104 Carabine 10 mètres Juniors garçons,572.6,,,97.9,98.4,90.2,90.6,96.4,99.1,,,,,,,,,,,,Carabine 10m,10m Junior Men_2024.pdf
73,Qualification,LEVEL Florian,2016-02-13,Championnat de France 2024,Tarbes / Moulins,104 Carabine 10 mètres Juniors garçons,571.9,,,93.9,89.2,96.9,100.0,96.3,95.6,,,,,,,,,,,,Carabine 10m,10m Junior Men_2024.pdf
74,Qualification,LUZIER Adrien,2016-02-13,Championnat de France 2024,Tarbes / Moulins,104 Carabine 10 mètres Juniors garçons,571.4,,,92.9,100.0,93.0,95.6,94.9,95.0,,,,,,,,,,,,Carabine 10m,10m Junior Men_2024.pdf
75,Qualification,BILLET Maxence,2016-02-13,Championnat de France 2024,Tarbes / Moulins,104 Carabine 10 mètres Juniors garçons,571.0,,,92.4,93.7,96.4,96.4,94.4,97.7,,,,,,,,,,,,Carabine 10m,10m Junior Men_2024.pdf
76,Qualification,ALFANO Enzo,2016-02-13,Championnat de France 2024,Tarbes / Moulins,104 Carabine 10 mètres Juniors garçons,570.7,,,94.8,94.5,95.6,94.6,94.4,96.8,,,,,,,,,,,,Carabine 10m,10m Junior Men_2024.pdf
77,Qualification,CAKMAK-SIRE Téoman,2016-02-13,Championnat de France 2024,Tarbes / Moulins,104 Carabine 10 mètres Juniors garçons,570.7,,,98.0,94.0,94.3,94.6,93.9,95.9,,,,,,,,,,,,Carabine 10m,10m Junior Men_2024.pdf
78,Qualification,GOUPIL Léo,2016-02-13,Championnat de France 2024,Tarbes / Moulins,104 Carabine 10 mètres Juniors garçons,570.1,,,91.6,96.3,96.7,99.9,95.1,90.5,,,,,,,,,,,,Carabine 10m,10m Junior Men_2024.pdf
79,Qualification,GUEZENNEC Tom,2016-02-13,Championnat de France 2024,Tarbes / Moulins,104 Carabine 10 mètres Juniors garçons,570.0,,,91.3,97.2,93.3,97.9,95.7,94.6,,,,,,,,,,,,Carabine 10m,10m Junior Men_2024.pdf
80,Qualification,FAYA Yanis,2016-02-13,Championnat de France 2024,Tarbes / Moulins,104 Carabine 10 mètres Juniors garçons,569.9,,,95.9,97.4,95.8,94.8,94.1,91.9,,,,,,,,,,,,Carabine 10m,10m Junior Men_2024.pdf
81,Qualification,BONILLA PEYPOUDAT,2016-02-13,Championnat de France 2024,Tarbes / Moulins,104 Carabine 10 mètres Juniors garçons,564.8,,,87.6,95.9,95.4,94.7,95.3,95.9,,,,,,,,,,,,Carabine 10m,10m Junior Men_2024.pdf
82,Qualification,SUDER Anton,2016-02-13,Championnat de France 2024,Tarbes / Moulins,104 Carabine 10 mètres Juniors garçons,553.1,,,91.8,89.7,97.6,89.9,87.3,96.8,,,,,,,,,,,,Carabine 10m,10m Junior Men_2024.pdf
83,Qualification,LEGRAND Romain,2016-02-13,Championnat de France 2024,Tarbes / Moulins,104 Carabine 10 mètres Juniors garçons,544.1,,,88.1,93.9,94.7,96.0,85.6,85.8,,,,,,,,,,,,Carabine 10m,10m Junior Men_2024.pdf
1,Qualification,COQUILLON Yonis,2016-02-13,Championnat de France 2024,Tarbes / Moulins,104 Carabine 10 mètres Cadets garçons,615.8,,,101.0,102.8,103.7,102.0,101.9,104.4,,,,,,,,,,,,Carabine 10m,10m Cadet Men_2024.pdf
2,Qualification,POURU Nils,2016-02-13,Championnat de France 2024,Tarbes / Moulins,104 Carabine 10 mètres Cadets garçons,614.4,,,102.2,100.9,103.2,103.2,101.8,103.1,,,,,,,,,,,,Carabine 10m,10m Cadet Men_2024.pdf
3,Qualification,LEPAGE Sacha,2016-02-13,Championnat de France 2024,Tarbes / Moulins,104 Carabine 10 mètres Cadets garçons,613.0,,,101.6,103.5,101.9,101.1,103.3,101.6,,,,,,,,,,,,Carabine 10m,10m Cadet Men_2024.pdf
4,Qualification,OSWALT Julien,2016-02-13,Championnat de France 2024,Tarbes / Moulins,104 Carabine 10 mètres Cadets garçons,611.9,,,98.3,102.4,102.9,104.2,103.8,100.3,,,,,,,,,,,,Carabine 10m,10m Cadet Men_2024.pdf
5,Qualification,PACELLA Esteban,2016-02-13,Championnat de France 2024,Tarbes / Moulins,104 Carabine 10 mètres Cadets garçons,610.6,,,102.3,100.9,101.5,101.5,101.5,102.9,,,,,,,,,,,,Carabine 10m,10m Cadet Men_2024.pdf
6,Qualification,BONNET Marcelin,2016-02-13,Championnat de France 2024,Tarbes / Moulins,104 Carabine 10 mètres Cadets garçons,610.2,,,101.8,103.4,99.5,103.7,101.0,100.8,,,,,,,,,,,,Carabine 10m,10m Cadet Men_2024.pdf
7,Qualification,LEPOINTE Noha,2016-02-13,Championnat de France 2024,Tarbes / Moulins,104 Carabine 10 mètres Cadets garçons,609.9,,,100.1,103.0,101.0,99.4,104.8,101.6,,,,,,,,,,,,Carabine 10m,10m Cadet Men_2024.pdf
8,Qualification,POMES Yolann,2016-02-13,Championnat de France 2024,Tarbes / Moulins,104 Carabine 10 mètres Cadets garçons,607.9,,,102.0,99.5,102.4,102.7,98.8,102.5,,,,,,,,,,,,Carabine 10m,10m Cadet Men_2024.pdf
9,Qualification,KRAFFT Samuel,2016-02-13,Championnat de France 2024,Tarbes / Moulins,104 Carabine 10 mètres Cadets garçons,604.9,,,101.3,100.3,102.8,99.6,99.2,101.7,,,,,,,,,,,,Carabine 10m,10m Cadet Men_2024.pdf
10,Qualification,BARDIN Axel,2016-02-13,Championnat de France 2024,Tarbes / Moulins,104 Carabine 10 mètres Cadets garçons,604.7,,,102.0,98.4,101.5,101.5,100.1,101.2,,,,,,,,,,,,Carabine 10m,10m Cadet Men_2024.pdf
11,Qualification,JIMENEZ Matis,2016-02-13,Championnat de France 2024,Tarbes / Moulins,104 Carabine 10 mètres Cadets garçons,604.5,,,99.7,100.5,99.9,101.9,100.5,102.0,,,,,,,,,,,,Carabine 10m,10m Cadet Men_2024.pdf
12,Qualification,ANENTO Mathis,2016-02-13,Championnat de France 2024,Tarbes / Moulins,104 Carabine 10 mètres Cadets garçons,604.1,,,100.6,99.8,101.0,101.3,98.2,103.2,,,,,,,,,,,,Carabine 10m,10m Cadet Men_2024.pdf
13,Qualification,MALIGE Maxime,2016-02-13,Championnat de France 2024,Tarbes / Moulins,104 Carabine 10 mètres Cadets garçons,603.1,,,101.1,100.2,102.2,101.6,100.4,97.6,,,,,,,,,,,,Carabine 10m,10m Cadet Men_2024.pdf
14,Qualification,DUBOIS Amaury,2016-02-13,Championnat de France 2024,Tarbes / Moulins,104 Carabine 10 mètres Cadets garçons,602.3,,,97.4,97.1,102.6,101.4,101.0,102.8,,,,,,,,,,,,Carabine 10m,10m Cadet Men_2024.pdf
15,Qualification,OUGER Quentin,2016-02-13,Championnat de France 2024,Tarbes / Moulins,104 Carabine 10 mètres Cadets garçons,600.8,,,98.8,99.7,99.9,103.7,99.8,98.9,,,,,,,,,,,,Carabine 10m,10m Cadet Men_2024.pdf
16,Qualification,LAMBERT Maho,2016-02-13,Championnat de France 2024,Tarbes / Moulins,104 Carabine 10 mètres Cadets garçons,600.7,,,101.5,97.2,98.4,100.1,101.6,101.9,,,,,,,,,,,,Carabine 10m,10m Cadet Men_2024.pdf
17,Qualification,GIMBERT Anthony,2016-02-13,Championnat de France 2024,Tarbes / Moulins,104 Carabine 10 mètres Cadets garçons,598.5,,,97.7,100.6,99.9,102.7,98.5,99.1,,,,,,,,,,,,Carabine 10m,10m Cadet Men_2024.pdf
18,Qualification,CORTESE Léo,2016-02-13,Championnat de France 2024,Tarbes / Moulins,104 Carabine 10 mètres Cadets garçons,596.7,,,98.9,100.4,100.1,99.8,98.3,99.2,,,,,,,,,,,,Carabine 10m,10m Cadet Men_2024.pdf
19,Qualification,DESGOUTTES Nicolas,2016-02-13,Championnat de France 2024,Tarbes / Moulins,104 Carabine 10 mètres Cadets garçons,596.3,,,99.1,100.1,98.4,97.7,100.3,100.7,,,,,,,,,,,,Carabine 10m,10m Cadet Men_2024.pdf
20,Qualification,BELLOC Loris,2016-02-13,Championnat de France 2024,Tarbes / Moulins,104 Carabine 10 mètres Cadets garçons,596.0,,,100.1,98.4,100.6,98.9,98.6,99.4,,,,,,,,,,,,Carabine 10m,10m Cadet Men_2024.pdf
21,Qualification,PIZZOCOLO Mathis,2016-02-13,Championnat de France 2024,Tarbes / Moulins,104 Carabine 10 mètres Cadets garçons,595.8,,,97.1,98.3,100.9,97.4,102.8,99.3,,,,,,,,,,,,Carabine 10m,10m Cadet Men_2024.pdf
22,Qualification,PROUIN Théophile,2016-02-13,Championnat de France 2024,Tarbes / Moulins,104 Carabine 10 mètres Cadets garçons,595.7,,,99.8,102.7,95.4,97.2,101.3,99.3,,,,,,,,,,,,Carabine 10m,10m Cadet Men_2024.pdf
23,Qualification,REUTENAUER-KUNTZMANN Noa,2016-02-13,Championnat de France 2024,Tarbes / Moulins,104 Carabine 10 mètres Cadets garçons,595.7,,,99.2,97.3,102.1,97.9,101.2,98.0,,,,,,,,,,,,Carabine 10m,10m Cadet Men_2024.pdf
