Rank,Phase,about,date,competition,Location,Description,Total,score_finale,mouches,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,P1,P2,P3,P4,P5,Épreuve,source_pdf
11.0,Qualification,NEUFELD Gauthier,2020-02-11,Championnat de France 10/18m Niort 2020,Niort,104 Carabine 10 mètres Cadets garçons,601.3,,,97.6,98.4,100.4,101.1,101.7,102.1,,,,,,,,,,,,Carabine 10m,10m Cadet Men_2020.pdf
12.0,Qualification,DELATTRE Théo,2020-02-11,Championnat de France 10/18m Niort 2020,Niort,104 Carabine 10 mètres Cadets garçons,600.9,,,101.0,100.1,100.9,98.5,99.4,101.0,,,,,,,,,,,,Carabine 10m,10m Cadet Men_2020.pdf
13.0,Qualification,MAUREL Fabien,2020-02-11,Championnat de France 10/18m Niort 2020,Niort,104 Carabine 10 mètres Cadets garçons,599.9,,,101.3,100.2,98.9,101.0,100.7,97.8,,,,,,,,,,,,Carabine 10m,10m Cadet Men_2020.pdf
14.0,Qualification,KELLER Enzo,2020-02-11,Championnat de France 10/18m Niort 2020,Niort,104 Carabine 10 mètres Cadets garçons,599.8,,,101.0,98.7,98.2,100.5,100.3,101.1,,,,,,,,,,,,Carabine 10m,10m Cadet Men_2020.pdf
15.0,Qualification,CADAS Sébastien,2020-02-11,Championnat de France 10/18m Niort 2020,Niort,104 Carabine 10 mètres Cadets garçons,599.4,,,99.5,102.0,101.4,99.7,97.0,99.8,,,,,,,,,,,,Carabine 10m,10m Cadet Men_2020.pdf
16.0,Qualification,GAUDEMER Thomas,2020-02-11,Championnat de France 10/18m Niort 2020,Niort,104 Carabine 10 mètres Cadets garçons,598.8,,,102.6,97.5,98.6,100.3,99.0,100.8,,,,,,,,,,,,Carabine 10m,10m Cadet Men_2020.pdf
17.0,Qualification,JEANNIN Yoan,2020-02-11,Championnat de France 10/18m Niort 2020,Niort,104 Carabine 10 mètres Cadets garçons,596.5,,,97.0,98.3,96.9,102.0,100.1,102.2,,,,,,,,,,,,Carabine 10m,10m Cadet Men_2020.pdf
18.0,Qualification,HEMERY Hugo,2020-02-11,Championnat de France 10/18m Niort 2020,Niort,104 Carabine 10 mètres Cadets garçons,596.5,,,99.9,99.4,100.6,99.9,95.2,101.5,,,,,,,,,,,,Carabine 10m,10m Cadet Men_2020.pdf
19.0,Qualification,SAMPEDRO Luca,2020-02-11,Championnat de France 10/18m Niort 2020,Niort,104 Carabine 10 mètres Cadets garçons,596.4,,,100.8,99.2,100.1,100.2,95.6,100.5,,,,,,,,,,,,Carabine 10m,10m Cadet Men_2020.pdf
20.0,Qualification,MERCIER CHATAIGNER Dorian,2020-02-11,Championnat de France 10/18m Niort 2020,Niort,104 Carabine 10 mètres Cadets garçons,596.0,,,98.2,99.9,98.7,98.7,98.7,101.8,,,,,,,,,,,,Carabine 10m,10m Cadet Men_2020.pdf
21.0,Qualification,KIELBASA Clément,2020-02-11,Championnat de France 10/18m Niort 2020,Niort,104 Carabine 10 mètres Cadets garçons,595.4,,,101.4,97.9,102.1,96.1,98.0,99.9,,,,,,,,,,,,Carabine 10m,10m Cadet Men_2020.pdf
22.0,Qualification,ALT Julien,2020-02-11,Championnat de France 10/18m Niort 2020,Niort,104 Carabine 10 mètres Cadets garçons,595.0,,,102.3,97.6,97.3,98.5,101.4,97.9,,,,,,,,,,,,Carabine 10m,10m Cadet Men_2020.pdf
23.0,Qualification,ROBERT Olivier,2020-02-11,Championnat de France 10/18m Niort 2020,Niort,104 Carabine 10 mètres Cadets garçons,594.3,,,97.2,100.7,101.8,98.4,98.7,97.5,,,,,,,,,,,,Carabine 10m,10m Cadet Men_2020.pdf
24.0,Qualification,SCALVINI Nicolas,2020-02-11,Championnat de France 10/18m Niort 2020,Niort,104 Carabine 10 mètres Cadets garçons,594.0,,,97.6,99.1,100.2,100.6,99.5,97.0,,,,,,,,,,,,Carabine 10m,10m Cadet Men_2020.pdf
25.0,Qualification,LACROIX Alexis,2020-02-11,Championnat de France 10/18m Niort 2020,Niort,104 Carabine 10 mètres Cadets garçons,593.8,,,97.2,102.3,98.7,99.5,96.9,99.2,,,,,,,,,,,,Carabine 10m,10m Cadet Men_2020.pdf
26.0,Qualification,PERARD Kylian,2020-02-11,Championnat de France 10/18m Niort 2020,Niort,104 Carabine 10 mètres Cadets garçons,593.2,,,98.3,98.7,98.2,99.7,99.1,99.2,,,,,,,,,,,,Carabine 10m,10m Cadet Men_2020.pdf
27.0,Qualification,LUX Robin,2020-02-11,Championnat de France 10/18m Niort 2020,Niort,104 Carabine 10 mètres Cadets garçons,592.9,,,96.4,97.5,101.1,98.3,99.5,100.1,,,,,,,,,,,,Carabine 10m,10m Cadet Men_2020.pdf
28.0,Qualification,LAPLANCHE Alexandre,2020-02-11,Championnat de France 10/18m Niort 2020,Niort,104 Carabine 10 mètres Cadets garçons,592.5,,,96.7,98.4,98.0,100.3,100.3,98.8,,,,,,,,,,,,Carabine 10m,10m Cadet Men_2020.pdf
29.0,Qualification,DESSEIX Melvyn,2020-02-11,Championnat de France 10/18m Niort 2020,Niort,104 Carabine 10 mètres Cadets garçons,592.1,,,98.8,96.0,100.6,97.8,100.9,98.0,,,,,,,,,,,,Carabine 10m,10m Cadet Men_2020.pdf
30.0,Qualification,GABORIT Killian,2020-02-11,Championnat de France 10/18m Niort 2020,Niort,104 Carabine 10 mètres Cadets garçons,592.0,,,99.0,98.3,97.8,100.7,98.6,97.6,,,,,,,,,,,,Carabine 10m,10m Cadet Men_2020.pdf
31.0,Qualification,LUSSIEZ Kévin,2020-02-11,Championnat de France 10/18m Niort 2020,Niort,104 Carabine 10 mètres Cadets garçons,591.8,,,97.0,98.2,100.0,99.7,99.3,97.6,,,,,,,,,,,,Carabine 10m,10m Cadet Men_2020.pdf
32.0,Qualification,HANZO François,2020-02-11,Championnat de France 10/18m Niort 2020,Niort,104 Carabine 10 mètres Cadets garçons,591.7,,,95.1,101.1,98.3,100.3,99.2,97.7,,,,,,,,,,,,Carabine 10m,10m Cadet Men_2020.pdf
33.0,Qualification,CHRIST Yohann,2020-02-11,Championnat de France 10/18m Niort 2020,Niort,104 Carabine 10 mètres Cadets garçons,591.6,,,100.1,98.5,97.7,98.3,98.1,98.9,,,,,,,,,,,,Carabine 10m,10m Cadet Men_2020.pdf
34.0,Qualification,RICHIR Clément,2020-02-11,Championnat de France 10/18m Niort 2020,Niort,104 Carabine 10 mètres Cadets garçons,591.3,,,97.0,100.6,100.1,98.5,96.0,99.1,,,,,,,,,,,,Carabine 10m,10m Cadet Men_2020.pdf
35.0,Qualification,GRANDADAM Téo,2020-02-11,Championnat de France 10/18m Niort 2020,Niort,104 Carabine 10 mètres Cadets garçons,591.1,,,96.4,98.1,97.1,99.2,100.5,99.8,,,,,,,,,,,,Carabine 10m,10m Cadet Men_2020.pdf
36.0,Qualification,IUNG Antoine,2020-02-11,Championnat de France 10/18m Niort 2020,Niort,104 Carabine 10 mètres Cadets garçons,591.1,,,94.2,99.1,100.6,96.4,102.1,98.7,,,,,,,,,,,,Carabine 10m,10m Cadet Men_2020.pdf
37.0,Qualification,CROTTET Bartholomé,2020-02-11,Championnat de France 10/18m Niort 2020,Niort,104 Carabine 10 mètres Cadets garçons,590.7,,,99.2,101.0,94.5,98.2,97.3,100.5,,,,,,,,,,,,Carabine 10m,10m Cadet Men_2020.pdf
38.0,Qualification,MERCKLING Noah,2020-02-11,Championnat de France 10/18m Niort 2020,Niort,104 Carabine 10 mètres Cadets garçons,590.5,,,101.4,97.5,97.7,98.8,96.1,99.0,,,,,,,,,,,,Carabine 10m,10m Cadet Men_2020.pdf
39.0,Qualification,ROUGÉ Mathis,2020-02-11,Championnat de France 10/18m Niort 2020,Niort,104 Carabine 10 mètres Cadets garçons,590.3,,,98.1,96.6,101.1,95.9,97.8,100.8,,,,,,,,,,,,Carabine 10m,10m Cadet Men_2020.pdf
40.0,Qualification,LOUVET Enzo,2020-02-11,Championnat de France 10/18m Niort 2020,Niort,104 Carabine 10 mètres Cadets garçons,589.3,,,99.7,97.7,96.6,97.2,99.3,98.8,,,,,,,,,,,,Carabine 10m,10m Cadet Men_2020.pdf
41.0,Qualification,CHOLET Matis,2020-02-11,Championnat de France 10/18m Niort 2020,Niort,104 Carabine 10 mètres Cadets garçons,589.0,,,97.7,98.9,99.1,96.3,100.2,96.8,,,,,,,,,,,,Carabine 10m,10m Cadet Men_2020.pdf
42.0,Qualification,ROHR Alexandre,2020-02-11,Championnat de France 10/18m Niort 2020,Niort,104 Carabine 10 mètres Cadets garçons,588.1,,,100.1,98.9,99.7,93.9,95.2,100.3,,,,,,,,,,,,Carabine 10m,10m Cadet Men_2020.pdf
43.0,Qualification,LEMESLE Théo,2020-02-11,Championnat de France 10/18m Niort 2020,Niort,104 Carabine 10 mètres Cadets garçons,587.5,,,98.8,94.1,97.0,100.3,100.7,96.6,,,,,,,,,,,,Carabine 10m,10m Cadet Men_2020.pdf
44.0,Qualification,LÊ Quentin,2020-02-11,Championnat de France 10/18m Niort 2020,Niort,104 Carabine 10 mètres Cadets garçons,587.4,,,94.7,98.3,99.0,97.8,99.0,98.6,,,,,,,,,,,,Carabine 10m,10m Cadet Men_2020.pdf
45.0,Qualification,SALLES Florian-Kévin,2020-02-11,Championnat de France 10/18m Niort 2020,Niort,104 Carabine 10 mètres Cadets garçons,587.2,,,93.5,98.9,100.8,98.0,97.3,98.7,,,,,,,,,,,,Carabine 10m,10m Cadet Men_2020.pdf
46.0,Qualification,BRETON Louis,2020-02-11,Championnat de France 10/18m Niort 2020,Niort,104 Carabine 10 mètres Cadets garçons,586.7,,,98.7,99.1,97.0,97.4,97.9,96.6,,,,,,,,,,,,Carabine 10m,10m Cadet Men_2020.pdf
47.0,Qualification,GARCIA-FERNANDEZ Manuel,2020-02-11,Championnat de France 10/18m Niort 2020,Niort,104 Carabine 10 mètres Cadets garçons,586.6,,,101.0,99.3,95.1,95.6,98.2,97.4,,,,,,,,,,,,Carabine 10m,10m Cadet Men_2020.pdf
48.0,Qualification,REBILLON Thomas,2020-02-11,Championnat de France 10/18m Niort 2020,Niort,104 Carabine 10 mètres Cadets garçons,585.4,,,95.8,96.3,97.3,95.7,101.3,99.0,,,,,,,,,,,,Carabine 10m,10m Cadet Men_2020.pdf
49.0,Qualification,NURDIN Mathéo,2020-02-11,Championnat de France 10/18m Niort 2020,Niort,104 Carabine 10 mètres Cadets garçons,585.4,,,98.4,98.0,96.1,99.8,95.9,97.2,,,,,,,,,,,,Carabine 10m,10m Cadet Men_2020.pdf
50.0,Qualification,RAY Lilian,2020-02-11,Championnat de France 10/18m Niort 2020,Niort,104 Carabine 10 mètres Cadets garçons,585.3,,,98.2,99.2,96.3,100.0,95.8,95.8,,,,,,,,,,,,Carabine 10m,10m Cadet Men_2020.pdf
51.0,Qualification,AUFRERE Romain,2020-02-11,Championnat de France 10/18m Niort 2020,Niort,104 Carabine 10 mètres Cadets garçons,585.0,,,99.0,99.8,98.0,98.5,98.5,91.2,,,,,,,,,,,,Carabine 10m,10m Cadet Men_2020.pdf
52.0,Qualification,GOBBE Mattéo,2020-02-11,Championnat de France 10/18m Niort 2020,Niort,104 Carabine 10 mètres Cadets garçons,584.5,,,97.2,99.1,98.4,95.6,99.0,95.2,,,,,,,,,,,,Carabine 10m,10m Cadet Men_2020.pdf
53.0,Qualification,GROS Alexis,2020-02-11,Championnat de France 10/18m Niort 2020,Niort,104 Carabine 10 mètres Cadets garçons,584.3,,,98.4,94.8,100.0,100.1,97.1,93.9,,,,,,,,,,,,Carabine 10m,10m Cadet Men_2020.pdf
54.0,Qualification,DEPAY Xavier,2020-02-11,Championnat de France 10/18m Niort 2020,Niort,104 Carabine 10 mètres Cadets garçons,583.6,,,93.5,98.7,99.4,99.3,96.9,95.8,,,,,,,,,,,,Carabine 10m,10m Cadet Men_2020.pdf
55.0,Qualification,MIANO Alexandre,2020-02-11,Championnat de France 10/18m Niort 2020,Niort,104 Carabine 10 mètres Cadets garçons,583.5,,,96.2,98.4,97.7,99.1,96.3,95.8,,,,,,,,,,,,Carabine 10m,10m Cadet Men_2020.pdf
56.0,Qualification,BLIGNY Lucas,2020-02-11,Championnat de France 10/18m Niort 2020,Niort,104 Carabine 10 mètres Cadets garçons,583.4,,,98.0,93.8,99.8,95.2,98.5,98.1,,,,,,,,,,,,Carabine 10m,10m Cadet Men_2020.pdf
57.0,Qualification,LOZA ARAYA Pablo,2020-02-11,Championnat de France 10/18m Niort 2020,Niort,104 Carabine 10 mètres Cadets garçons,582.9,,,99.0,97.3,96.0,99.2,94.0,97.4,,,,,,,,,,,,Carabine 10m,10m Cadet Men_2020.pdf
58.0,Qualification,BROUSMICHE Lucas,2020-02-11,Championnat de France 10/18m Niort 2020,Niort,104 Carabine 10 mètres Cadets garçons,582.9,,,96.7,97.1,97.8,94.6,100.7,96.0,,,,,,,,,,,,Carabine 10m,10m Cadet Men_2020.pdf
59.0,Qualification,GUEZ-AUGER Noé,2020-02-11,Championnat de France 10/18m Niort 2020,Niort,104 Carabine 10 mètres Cadets garçons,582.8,,,97.0,91.4,100.0,102.1,96.5,95.8,,,,,,,,,,,,Carabine 10m,10m Cadet Men_2020.pdf
60.0,Qualification,IDEZ Morgan,2020-02-11,Championnat de France 10/18m Niort 2020,Niort,104 Carabine 10 mètres Cadets garçons,582.1,,,97.5,95.1,99.5,98.6,99.3,92.1,,,,,,,,,,,,Carabine 10m,10m Cadet Men_2020.pdf
61.0,Qualification,POPIER Théo,2020-02-11,Championnat de France 10/18m Niort 2020,Niort,104 Carabine 10 mètres Cadets garçons,581.2,,,100.3,93.1,94.4,92.7,101.0,99.7,,,,,,,,,,,,Carabine 10m,10m Cadet Men_2020.pdf
62.0,Qualification,GRULET Axel,2020-02-11,Championnat de France 10/18m Niort 2020,Niort,104 Carabine 10 mètres Cadets garçons,580.0,,,98.6,98.8,99.5,93.7,97.9,91.5,,,,,,,,,,,,Carabine 10m,10m Cadet Men_2020.pdf
63.0,Qualification,MOUREAU Marc,2020-02-11,Championnat de France 10/18m Niort 2020,Niort,104 Carabine 10 mètres Cadets garçons,579.6,,,95.7,100.4,98.6,94.7,98.0,92.2,,,,,,,,,,,,Carabine 10m,10m Cadet Men_2020.pdf
64.0,Qualification,LESIEUR Jules,2020-02-11,Championnat de France 10/18m Niort 2020,Niort,104 Carabine 10 mètres Cadets garçons,578.6,,,97.4,98.1,100.2,94.0,92.7,96.2,,,,,,,,,,,,Carabine 10m,10m Cadet Men_2020.pdf
65.0,Qualification,GUTIERREZ-CREMADES Matiz,2020-02-11,Championnat de France 10/18m Niort 2020,Niort,104 Carabine 10 mètres Cadets garçons,577.8,,,93.9,99.2,94.2,98.5,93.3,98.7,,,,,,,,,,,,Carabine 10m,10m Cadet Men_2020.pdf
66.0,Qualification,CHAGNON Rémy,2020-02-11,Championnat de France 10/18m Niort 2020,Niort,104 Carabine 10 mètres Cadets garçons,576.9,,,99.7,100.1,97.0,98.1,87.9,94.1,,,,,,,,,,,,Carabine 10m,10m Cadet Men_2020.pdf
67.0,Qualification,TURGIS Sacha,2020-02-11,Championnat de France 10/18m Niort 2020,Niort,104 Carabine 10 mètres Cadets garçons,575.6,,,97.0,96.5,99.1,94.7,95.0,93.3,,,,,,,,,,,,Carabine 10m,10m Cadet Men_2020.pdf
68.0,Qualification,NABONNAND Thibaut,2020-02-11,Championnat de France 10/18m Niort 2020,Niort,104 Carabine 10 mètres Cadets garçons,575.5,,,97.6,99.1,92.8,92.3,95.9,97.8,,,,,,,,,,,,Carabine 10m,10m Cadet Men_2020.pdf
69.0,Qualification,COIFFET Nel,2020-02-11,Championnat de France 10/18m Niort 2020,Niort,104 Carabine 10 mètres Cadets garçons,575.4,,,94.3,93.8,95.3,97.3,100.1,94.6,,,,,,,,,,,,Carabine 10m,10m Cadet Men_2020.pdf
70.0,Qualification,VERDIER Valentin,2020-02-11,Championnat de France 10/18m Niort 2020,Niort,104 Carabine 10 mètres Cadets garçons,574.8,,,99.4,94.7,96.2,96.0,94.6,93.9,,,,,,,,,,,,Carabine 10m,10m Cadet Men_2020.pdf
71.0,Qualification,RITOPER Luce,2020-02-11,Championnat de France 10/18m Niort 2020,Niort,104 Carabine 10 mètres Cadets garçons,574.0,,,99.9,93.8,94.2,96.0,96.9,93.2,,,,,,,,,,,,Carabine 10m,10m Cadet Men_2020.pdf
72.0,Qualification,FAIVRE Cédric,2020-02-11,Championnat de France 10/18m Niort 2020,Niort,104 Carabine 10 mètres Cadets garçons,573.9,,,95.7,95.1,99.8,89.6,97.0,96.7,,,,,,,,,,,,Carabine 10m,10m Cadet Men_2020.pdf
73.0,Qualification,DELILLE Théo,2020-02-11,Championnat de France 10/18m Niort 2020,Niort,104 Carabine 10 mètres Cadets garçons,573.8,,,94.4,96.3,97.0,94.9,94.6,96.6,,,,,,,,,,,,Carabine 10m,10m Cadet Men_2020.pdf
74.0,Qualification,BOSSE Kévan,2020-02-11,Championnat de France 10/18m Niort 2020,Niort,104 Carabine 10 mètres Cadets garçons,571.4,,,96.3,98.8,95.2,98.3,98.2,84.6,,,,,,,,,,,,Carabine 10m,10m Cadet Men_2020.pdf
75.0,Qualification,HICKEL Thomas,2020-02-11,Championnat de France 10/18m Niort 2020,Niort,104 Carabine 10 mètres Cadets garçons,571.3,,,95.1,89.9,97.9,95.6,93.7,99.1,,,,,,,,,,,,Carabine 10m,10m Cadet Men_2020.pdf
76.0,Qualification,CRISTOVAO Irving,2020-02-11,Championnat de France 10/18m Niort 2020,Niort,104 Carabine 10 mètres Cadets garçons,569.7,,,96.0,96.5,92.1,97.2,93.1,94.8,,,,,,,,,,,,Carabine 10m,10m Cadet Men_2020.pdf
77.0,Qualification,BALLENGHIEN Thomas,2020-02-11,Championnat de France 10/18m Niort 2020,Niort,104 Carabine 10 mètres Cadets garçons,569.4,,,94.7,92.7,95.1,94.6,96.3,96.0,,,,,,,,,,,,Carabine 10m,10m Cadet Men_2020.pdf
78.0,Qualification,BERGER Léo,2020-02-11,Championnat de France 10/18m Niort 2020,Niort,104 Carabine 10 mètres Cadets garçons,568.5,,,95.9,98.7,93.9,90.6,96.3,93.1,,,,,,,,,,,,Carabine 10m,10m Cadet Men_2020.pdf
79.0,Qualification,FLORET Théo,2020-02-11,Championnat de France 10/18m Niort 2020,Niort,104 Carabine 10 mètres Cadets garçons,565.1,,,93.6,94.0,97.0,92.3,94.6,93.6,,,,,,,,,,,,Carabine 10m,10m Cadet Men_2020.pdf
80.0,Qualification,BOUCHE Mathieu,2020-02-11,Championnat de France 10/18m Niort 2020,Niort,104 Carabine 10 mètres Cadets garçons,562.9,,,94.8,97.6,90.0,89.5,96.4,94.6,,,,,,,,,,,,Carabine 10m,10m Cadet Men_2020.pdf
81.0,Qualification,PELLEGRINI Eymeric,2020-02-11,Championnat de France 10/18m Niort 2020,Niort,104 Carabine 10 mètres Cadets garçons,562.8,,,96.4,97.0,90.0,92.5,92.7,94.2,,,,,,,,,,,,Carabine 10m,10m Cadet Men_2020.pdf
82.0,Qualification,REISDORF Paul,2020-02-11,Championnat de France 10/18m Niort 2020,Niort,104 Carabine 10 mètres Cadets garçons,556.0,,,91.4,91.2,93.0,93.5,94.2,92.7,,,,,,,,,,,,Carabine 10m,10m Cadet Men_2020.pdf
,Qualification,KAZ MEDUNITSA Bogdan,2020-02-11,Championnat de France 10/18m Niort 2020,Niort,104 Carabine 10 mètres Cadets garçons,585.9,,,95.4,98.0,97.7,97.7,99.2,97.9,,,,,,,,,,,,Carabine 10m,10m Cadet Men_2020.pdf
1.0,Qualification + Final,MULLER Océanne,2020-02-11,Championnat de France 10/18m Niort 2020,Niort,104 Carabine 10 mètres Cadets filles,626.0,252.3,,105.8,104.7,103.8,105.1,101.6,105.0,,,,,,,,,,,,Carabine 10m,10m Cadet Women_2020.pdf
2.0,Qualification + Final,MICHAUX Timéa,2020-02-11,Championnat de France 10/18m Niort 2020,Niort,104 Carabine 10 mètres Cadets filles,616.9,180.4,,103.7,102.2,101.2,104.7,102.3,102.8,,,,,,,,,,,,Carabine 10m,10m Cadet Women_2020.pdf
3.0,Qualification + Final,AUGUSTO Louise,2020-02-11,Championnat de France 10/18m Niort 2020,Niort,104 Carabine 10 mètres Cadets filles,613.3,202.1,,101.2,100.3,102.9,103.3,101.0,104.6,,,,,,,,,,,,Carabine 10m,10m Cadet Women_2020.pdf
4.0,Qualification + Final,KNOPPERS Gwenn,2020-02-11,Championnat de France 10/18m Niort 2020,Niort,104 Carabine 10 mètres Cadets filles,612.2,118.9,,101.8,100.4,101.5,102.6,103.1,102.8,,,,,,,,,,,,Carabine 10m,10m Cadet Women_2020.pdf
5.0,Qualification + Final,DEVAUX Cassandre,2020-02-11,Championnat de France 10/18m Niort 2020,Niort,104 Carabine 10 mètres Cadets filles,611.9,159.9,,103.6,101.4,102.3,100.1,102.0,102.5,,,,,,,,,,,,Carabine 10m,10m Cadet Women_2020.pdf
6.0,Qualification + Final,KISSENBERGER Lucie,2020-02-11,Championnat de France 10/18m Niort 2020,Niort,104 Carabine 10 mètres Cadets filles,611.3,139.0,,101.0,101.0,102.4,102.4,102.4,102.1,,,,,,,,,,,,Carabine 10m,10m Cadet Women_2020.pdf
7.0,Qualification + Final,GASPARD Flavie,2020-02-11,Championnat de France 10/18m Niort 2020,Niort,104 Carabine 10 mètres Cadets filles,611.0,246.0,,100.6,103.0,102.0,99.6,102.9,102.9,,,,,,,,,,,,Carabine 10m,10m Cadet Women_2020.pdf
8.0,Qualification + Final,CANESTRELLI Julia,2020-02-11,Championnat de France 10/18m Niort 2020,Niort,104 Carabine 10 mètres Cadets filles,610.9,223.8,,103.7,102.8,102.1,98.9,102.2,101.2,,,,,,,,,,,,Carabine 10m,10m Cadet Women_2020.pdf
9.0,Qualification,CASTAGNOLI Lorna,2020-02-11,Championnat de France 10/18m Niort 2020,Niort,104 Carabine 10 mètres Cadets filles,609.5,,,100.6,100.1,103.2,100.7,102.3,102.6,,,,,,,,,,,,Carabine 10m,10m Cadet Women_2020.pdf
10.0,Qualification,AVELINE Amélie,2020-02-11,Championnat de France 10/18m Niort 2020,Niort,104 Carabine 10 mètres Cadets filles,609.5,,,101.8,100.6,102.2,103.3,103.1,98.5,,,,,,,,,,,,Carabine 10m,10m Cadet Women_2020.pdf
11.0,Qualification,CECILLON Océane,2020-02-11,Championnat de France 10/18m Niort 2020,Niort,104 Carabine 10 mètres Cadets filles,608.7,,,100.1,103.0,100.7,100.3,101.6,103.0,,,,,,,,,,,,Carabine 10m,10m Cadet Women_2020.pdf
12.0,Qualification,POURRE Gaëlle,2020-02-11,Championnat de France 10/18m Niort 2020,Niort,104 Carabine 10 mètres Cadets filles,608.7,,,102.1,100.2,98.2,102.4,103.7,102.1,,,,,,,,,,,,Carabine 10m,10m Cadet Women_2020.pdf
13.0,Qualification,GENEST Mathilde,2020-02-11,Championnat de France 10/18m Niort 2020,Niort,104 Carabine 10 mètres Cadets filles,607.9,,,101.7,102.8,100.8,100.5,101.0,101.1,,,,,,,,,,,,Carabine 10m,10m Cadet Women_2020.pdf
14.0,Qualification,GAYE Mélanie,2020-02-11,Championnat de France 10/18m Niort 2020,Niort,104 Carabine 10 mètres Cadets filles,606.7,,,102.9,99.7,99.6,101.8,102.6,100.1,,,,,,,,,,,,Carabine 10m,10m Cadet Women_2020.pdf
15.0,Qualification,MAGNYE Alice,2020-02-11,Championnat de France 10/18m Niort 2020,Niort,104 Carabine 10 mètres Cadets filles,606.6,,,98.8,100.5,100.5,102.6,101.3,102.9,,,,,,,,,,,,Carabine 10m,10m Cadet Women_2020.pdf
16.0,Qualification,CHALENDAR Emma,2020-02-11,Championnat de France 10/18m Niort 2020,Niort,104 Carabine 10 mètres Cadets filles,605.6,,,98.0,99.8,101.3,104.2,99.6,102.7,,,,,,,,,,,,Carabine 10m,10m Cadet Women_2020.pdf
17.0,Qualification,BASTIERE Enola,2020-02-11,Championnat de France 10/18m Niort 2020,Niort,104 Carabine 10 mètres Cadets filles,605.6,,,100.7,100.1,101.7,101.2,101.3,100.6,,,,,,,,,,,,Carabine 10m,10m Cadet Women_2020.pdf
18.0,Qualification,POUYET Jeanne,2020-02-11,Championnat de France 10/18m Niort 2020,Niort,104 Carabine 10 mètres Cadets filles,605.3,,,101.8,101.7,99.1,100.9,99.1,102.7,,,,,,,,,,,,Carabine 10m,10m Cadet Women_2020.pdf
19.0,Qualification,BLARY Kiméa,2020-02-11,Championnat de France 10/18m Niort 2020,Niort,104 Carabine 10 mètres Cadets filles,605.3,,,99.3,103.7,100.4,101.5,99.2,101.2,,,,,,,,,,,,Carabine 10m,10m Cadet Women_2020.pdf
